LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA19499,687,0,12,132,143,162,104,24,3,569,0,5,88,113,102,70,21,0,396,0,3,30,65,55,23,12,0,191,0,0,35,68,50,36,5,0,199,0,4,11,22,27,16,9,0,87,5,13,19,21,14,16,3,0,88,347,579,1111,1252,1343,1043,295,40,6004,4,3,20,17,28,21,0,0,94,17,11,13,12,34,25,10,3,129,16,54,64,81,120,133,57,3,534,15,40,121,119,213,261,77,15,862,10,45,166,191,305,288,121,15,1142,28,62,229,262,426,398,119,16,1526,18,98,295,329,395,372,106,9,1626,10,102,365,420,510,384,91,13,1893,3,102,419,461,558,416,79,6,2043,0,58,253,272,335,227,50,0,1201,0,24,189,224,227,163,43,0,866,0,12,117,127,114,97,16,0,481,0,19,138,154,143,77,24,0,548,0,3,34,31,37,34,13,0,144,3,22,46,42,75,60,19,7,263,140
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,35,0,0,0,3,8,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,104,38,39,62,105,96,32,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,11,0,0,3,0,3,3,0,0,12,0,0,3,0,5,19,3,0,29,0,3,8,6,16,9,4,0,47,0,7,6,9,23,25,6,0,72,0,4,10,14,25,18,0,0,69,0,0,0,9,9,13,0,0,32,0,0,3,3,4,5,0,0,16,0,0,0,5,5,3,0,0,14,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LGA20260,24,0,0,0,3,3,5,0,0,9,0,0,0,0,3,5,0,0,11,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,15,118,46,61,38,75,54,9,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,5,0,15,0,4,9,3,10,8,3,0,29,3,0,4,12,6,12,4,0,48,0,0,8,9,9,14,3,0,43,0,0,3,15,20,11,0,0,53,0,0,3,0,12,4,0,0,14,0,0,6,3,5,3,0,0,18,0,0,3,0,0,0,0,0,8,0,0,3,6,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,5
LGA20570,321,0,5,32,34,33,26,4,0,151,0,0,12,35,41,16,5,0,110,0,0,16,9,12,12,4,0,60,0,3,14,12,25,16,3,0,66,0,3,5,16,15,4,3,0,45,27,17,10,11,12,5,3,0,94,1200,901,855,662,750,574,137,10,5100,0,0,4,0,0,0,0,0,6,6,3,3,3,0,4,0,0,23,5,8,11,3,3,9,8,0,42,7,10,14,12,13,13,9,0,84,3,12,7,17,25,29,15,4,110,4,16,30,29,39,55,23,3,195,0,23,47,76,93,92,31,7,369,0,23,72,89,139,115,27,0,465,0,15,71,113,116,116,22,0,461,3,4,33,50,78,64,13,0,244,0,3,21,46,52,27,9,0,147,0,3,8,20,34,16,0,0,83,0,0,13,20,27,12,6,0,80,0,0,0,7,3,5,0,0,21,0,3,3,7,17,8,0,0,39,34
LGA20660,193,0,5,32,20,31,19,8,0,116,0,4,24,19,26,19,3,4,90,0,3,6,17,19,10,0,0,56,0,0,11,15,14,18,7,0,69,0,0,10,29,16,9,0,0,63,22,10,6,6,4,5,0,0,70,967,739,536,379,505,433,112,18,3688,0,0,0,3,3,3,0,0,8,11,4,3,0,0,3,0,0,25,10,10,5,4,3,4,4,0,31,3,9,8,6,5,9,3,0,47,0,8,15,5,14,20,0,0,65,0,10,13,19,26,28,10,3,118,3,13,42,41,67,58,11,0,227,0,16,35,31,64,65,7,0,222,0,12,25,51,67,54,11,0,214,0,0,15,24,34,23,7,0,98,0,0,8,7,17,14,3,0,50,0,0,0,3,6,4,0,0,22,0,0,0,3,3,6,0,0,17,0,0,3,7,3,0,0,0,10,0,0,3,3,11,6,3,0,24,28
LGA20740,71,0,3,11,8,12,5,0,0,28,0,0,4,3,7,8,0,0,25,0,0,0,0,7,4,0,0,17,0,0,4,7,4,0,0,0,14,0,0,0,3,3,0,0,0,17,13,5,3,3,3,16,3,0,39,284,134,186,211,267,260,55,6,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,3,0,11,0,0,0,0,3,6,0,0,15,0,0,0,0,5,6,3,0,20,0,3,3,0,12,14,5,0,36,0,4,8,16,11,27,3,3,75,0,0,12,11,27,22,3,0,69,0,0,7,9,21,19,0,0,63,0,0,8,4,16,10,0,0,33,0,0,4,4,0,7,0,0,18,0,0,0,5,3,0,0,0,6,0,0,0,11,3,0,0,0,17,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,5,8
LGA20830,115,0,9,17,8,17,3,7,3,63,0,0,6,3,6,7,0,0,26,0,0,4,3,6,3,0,0,20,0,0,4,3,8,0,0,0,13,0,0,3,5,3,0,3,0,19,5,3,0,7,8,3,0,0,26,380,310,281,219,289,196,50,8,1731,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,3,4,4,4,0,0,26,0,3,7,3,3,3,4,0,28,3,3,7,3,3,9,5,0,33,3,4,16,9,18,22,8,0,80,3,5,22,21,24,38,11,0,117,0,13,42,25,45,31,17,3,176,0,9,26,29,38,37,6,0,148,0,5,13,18,19,19,0,0,77,0,3,8,10,19,16,0,0,60,0,0,11,7,15,5,0,0,35,0,0,9,8,6,6,0,0,28,0,0,0,0,0,0,0,0,3,0,3,4,3,5,3,3,0,21,15
LGA20910,240,0,4,46,32,48,23,7,3,161,0,9,27,28,29,20,8,0,115,0,7,21,22,33,11,3,0,90,0,0,33,40,35,18,8,3,138,0,3,14,28,46,20,12,4,128,6,9,6,3,10,0,3,0,41,485,520,565,413,499,342,157,22,2996,5,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,25,3,15,4,4,3,8,0,0,33,0,9,6,6,3,3,3,0,32,0,4,5,6,8,7,5,0,39,0,8,10,8,15,15,8,0,60,0,6,27,26,27,29,4,0,118,0,8,24,40,34,31,0,0,141,0,5,17,23,30,34,14,0,128,0,0,11,24,25,20,3,0,86,0,0,4,17,16,13,0,0,52,0,0,3,7,13,7,4,0,30,0,0,4,3,3,3,0,0,17,0,0,0,0,3,0,0,0,5,0,0,3,3,3,3,0,0,8,17
LGA21010,27,0,0,3,7,4,0,0,0,18,0,0,0,0,5,5,0,3,10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,4,114,48,74,73,89,70,15,3,489,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,3,0,0,3,3,3,8,3,0,20,0,3,3,3,5,10,0,0,27,0,4,8,8,19,19,0,0,55,0,3,8,10,21,15,4,0,64,0,3,8,12,17,8,0,0,54,0,4,4,3,11,10,0,0,23,0,0,3,4,12,7,0,0,22,0,0,4,0,3,0,0,0,10,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,7,0
LGA21110,557,0,13,127,97,81,54,14,0,393,0,16,86,96,66,44,8,0,311,0,3,42,69,61,32,14,0,211,0,0,85,100,120,40,13,0,370,0,5,48,94,90,52,9,0,290,20,26,21,12,26,10,9,0,138,963,1283,1400,1047,1048,733,253,38,6761,0,0,0,0,3,0,0,0,4,15,18,0,0,0,4,0,0,41,14,26,17,3,7,4,5,0,77,5,14,15,9,6,3,7,0,60,0,18,13,5,5,7,3,0,63,0,15,19,12,24,27,4,0,108,0,13,31,27,38,33,9,0,154,0,7,28,33,32,18,6,0,135,0,4,24,31,33,30,13,0,141,0,3,12,20,28,25,5,3,101,0,0,9,16,34,33,8,0,106,0,0,5,5,11,7,6,0,45,0,0,3,8,13,10,0,0,34,0,0,0,0,0,0,0,0,7,0,0,0,0,10,6,0,0,20,32
LGA21180,545,3,11,76,96,100,48,12,3,338,0,5,53,69,81,32,13,0,246,0,0,34,42,35,19,7,0,137,0,0,41,57,64,28,9,0,195,5,3,4,27,29,12,3,0,74,34,24,25,17,17,16,5,3,145,1391,1222,1362,1108,1144,663,147,13,7060,3,3,3,5,7,6,0,0,30,11,9,7,5,5,7,4,0,52,15,46,40,21,29,15,6,0,159,9,47,60,38,33,31,14,0,234,9,47,86,36,55,37,15,0,283,8,74,150,112,131,108,28,3,614,14,140,393,324,326,215,33,4,1457,9,111,461,457,520,343,37,0,1948,0,64,339,364,415,296,37,3,1523,0,9,161,208,230,148,20,0,787,0,5,81,133,117,93,13,0,449,0,3,48,66,63,31,8,0,224,0,0,20,46,42,37,6,0,149,0,0,5,13,3,11,8,0,37,0,9,25,21,35,36,3,0,133,90
LGA21270,10,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,36,14,26,31,40,37,3,3,186,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,12,0,0,0,0,0,3,0,0,7,0,0,0,4,6,3,0,0,16,0,3,3,10,6,14,3,0,36,0,0,0,4,11,16,0,0,40,0,0,5,0,0,0,0,0,8,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3
LGA21370,100,0,3,8,8,8,5,5,0,44,0,0,3,10,7,7,0,0,24,0,0,3,3,3,7,0,0,21,0,0,3,4,12,3,3,0,26,0,0,0,4,3,4,3,0,15,5,0,5,6,8,4,0,0,34,416,154,228,241,313,246,58,4,1667,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,4,0,0,0,4,3,3,0,19,0,0,0,5,4,8,3,3,33,4,0,3,3,7,15,4,0,39,0,0,4,10,12,21,13,0,57,0,11,13,14,32,32,14,0,118,0,15,16,26,50,54,11,0,185,0,12,26,31,68,68,15,0,219,0,0,14,24,31,30,10,0,104,0,0,8,18,29,24,3,0,82,0,0,0,9,27,14,0,0,52,0,0,5,0,11,4,0,0,18,0,3,0,3,3,0,0,0,8,0,0,3,10,8,5,3,0,33,12
LGA21450,199,0,6,20,22,20,17,0,0,91,0,0,6,19,12,9,0,0,54,0,0,10,7,3,3,0,0,27,0,3,9,9,17,12,3,0,52,0,3,9,11,11,9,0,0,32,18,9,5,3,3,5,0,0,52,763,534,506,460,422,316,87,5,3098,0,3,3,3,3,0,0,0,14,21,3,4,3,3,0,0,0,37,5,8,9,0,0,6,7,0,39,0,7,11,0,7,7,5,0,43,0,3,5,11,8,16,5,3,56,0,6,15,17,31,25,16,3,124,0,21,36,39,49,41,11,0,200,3,19,63,47,94,76,11,0,311,3,12,55,64,80,68,13,0,299,0,7,29,38,59,46,9,0,183,0,0,14,16,15,22,3,0,79,0,0,4,4,13,6,0,0,28,0,0,8,8,12,4,3,0,33,0,0,0,0,0,5,0,0,6,0,0,0,5,3,7,0,0,21,40
LGA21610,530,0,10,67,74,86,43,11,3,284,0,13,46,58,65,30,8,0,219,0,4,23,39,37,8,6,0,111,0,6,34,52,55,27,11,0,174,4,0,10,27,22,11,4,0,77,37,24,25,14,24,14,4,0,142,1931,1506,1339,1075,1105,662,167,13,7805,0,4,3,3,3,0,3,0,26,21,14,8,3,7,3,6,0,55,25,29,19,17,16,13,5,0,115,12,29,33,25,28,24,3,0,154,12,13,39,33,37,32,13,3,186,3,35,89,57,60,61,18,0,325,10,57,149,131,144,110,27,0,630,8,55,170,185,193,154,26,0,787,0,22,148,133,185,146,24,0,654,0,12,78,83,107,83,7,0,367,0,3,37,42,61,37,4,0,188,0,0,20,25,35,25,3,0,108,0,0,20,20,32,20,3,0,96,0,0,5,8,8,5,0,0,24,0,5,11,9,26,12,5,0,64,87
LGA21670,26,0,0,0,4,5,4,0,0,14,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,11,131,67,58,70,89,68,20,3,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,6,3,0,0,9,0,0,0,0,7,0,0,0,5,0,0,6,3,3,11,0,0,28,0,0,5,12,7,9,3,0,37,0,0,4,15,18,18,0,0,62,0,0,7,8,18,13,0,0,45,0,0,0,3,6,4,0,0,17,0,0,0,0,6,0,0,0,9,0,0,0,3,0,0,0,0,7,0,0,3,3,6,3,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6
LGA21750,71,0,0,11,3,5,10,3,0,35,0,0,9,7,3,8,0,0,24,0,0,0,5,3,3,0,0,10,0,0,0,6,3,0,0,0,14,0,0,0,0,4,0,0,0,10,12,0,5,3,4,5,0,0,24,201,138,166,139,158,142,36,3,977,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,9,3,3,8,0,4,3,3,0,18,0,3,5,3,3,4,0,0,24,0,3,10,10,12,10,0,0,40,0,11,13,18,22,23,10,0,92,7,12,20,26,32,22,0,0,123,0,9,20,24,34,27,6,0,125,0,3,16,24,8,10,3,0,67,0,0,6,12,16,3,0,0,37,0,0,0,4,11,3,0,0,16,0,0,0,3,7,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,9,15
LGA21830,35,0,0,3,3,3,3,0,0,15,0,0,0,3,5,0,0,0,14,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,4,0,3,0,0,0,0,0,8,171,72,82,81,96,78,22,0,605,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,6,0,4,3,0,0,3,3,0,15,0,0,9,3,6,4,6,0,24,0,7,9,16,11,10,0,0,46,0,5,11,5,11,16,0,0,47,0,11,10,13,27,17,7,0,75,0,3,4,14,9,8,0,0,42,0,0,3,12,19,5,4,0,43,0,0,3,3,3,3,0,0,22,0,0,3,3,5,4,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,3,0,16,9
LGA21890,383,0,5,48,60,68,33,6,0,222,0,5,44,40,48,24,9,0,162,0,3,15,22,25,13,0,0,87,0,3,26,37,25,17,5,0,111,3,0,15,25,13,12,4,0,63,30,11,14,7,18,9,0,0,91,1195,1263,1117,799,842,555,120,12,5896,0,3,0,4,0,3,0,0,5,16,9,3,4,3,0,3,0,38,6,21,22,15,9,10,5,0,106,3,27,32,26,17,10,12,0,128,3,29,46,20,28,37,4,0,174,8,40,70,48,69,47,10,0,297,4,55,129,105,151,105,18,0,561,4,44,133,120,172,130,22,0,617,0,18,84,110,125,124,19,0,475,0,3,34,52,77,56,8,0,230,0,0,17,36,67,50,10,0,183,0,0,5,20,31,14,13,0,90,0,0,13,12,24,25,0,0,65,0,0,0,6,4,0,0,0,12,0,4,5,14,18,15,5,0,59,56
LGA22110,105,0,3,9,16,8,12,0,0,48,0,0,5,9,6,14,0,0,34,0,0,0,4,5,3,4,0,17,0,0,3,3,8,4,5,0,13,4,0,3,3,5,4,0,0,21,9,0,0,3,7,3,5,0,29,358,164,218,246,286,288,82,9,1657,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,10,0,4,6,4,7,6,10,0,35,0,0,0,15,11,8,0,0,38,0,6,3,3,17,19,14,3,74,0,19,17,26,33,22,16,0,126,0,10,27,30,59,41,12,0,184,0,9,32,35,56,51,10,0,196,0,0,11,20,20,24,3,0,80,0,0,9,11,14,15,3,0,57,0,0,5,8,11,0,0,0,24,0,0,3,3,3,3,4,0,14,0,0,0,3,4,0,0,0,12,0,3,0,0,0,4,0,0,18,15
LGA22170,333,0,0,35,49,59,42,3,0,190,0,3,21,41,39,21,6,0,135,0,0,15,29,19,15,3,0,80,0,0,11,16,30,17,3,0,87,0,0,12,10,18,11,0,0,50,25,18,14,3,13,9,4,0,86,1004,751,721,657,726,535,126,13,4530,0,0,3,0,5,3,0,0,8,12,13,6,0,3,3,3,0,45,14,19,8,3,8,13,6,0,76,0,16,8,9,6,18,11,0,68,3,11,12,14,17,10,6,3,80,3,22,36,24,41,41,22,8,193,3,32,68,65,86,80,22,0,353,9,46,85,88,138,103,16,0,493,0,7,58,68,101,92,13,0,348,0,0,23,49,53,49,16,0,193,0,12,14,30,31,29,8,0,117,0,3,9,16,20,7,0,0,49,0,3,5,23,18,15,4,0,63,0,0,5,4,5,10,3,0,23,0,6,10,3,17,10,7,0,51,56
LGA22250,18,0,0,3,4,0,4,0,0,16,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,80,42,44,55,88,62,16,0,393,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,0,0,0,3,0,4,4,3,21,4,3,5,0,3,4,3,0,19,0,3,8,6,3,8,4,0,39,0,5,8,9,12,12,0,0,44,0,0,14,10,10,19,8,0,53,0,0,4,5,3,11,0,0,24,0,0,0,3,7,3,0,0,14,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
LGA22310,247,0,14,45,26,35,29,12,0,164,0,7,17,19,29,24,14,0,106,0,0,10,26,19,10,8,0,69,0,3,19,33,28,23,3,0,110,0,0,14,22,34,16,9,0,99,16,21,9,6,10,9,3,0,75,645,710,715,483,517,418,158,28,3673,0,0,0,0,0,0,0,0,5,13,9,0,0,0,0,0,0,28,0,8,5,0,6,0,6,0,31,3,14,10,4,3,10,7,0,52,5,6,10,3,11,8,6,0,46,0,4,22,9,15,23,12,5,96,0,9,21,19,28,27,10,0,107,0,3,35,26,35,39,5,0,145,0,0,28,19,30,40,9,0,126,0,0,13,16,19,26,0,3,73,0,0,3,17,20,24,9,0,77,0,0,5,4,10,9,0,0,40,0,0,4,3,6,3,0,0,17,0,0,0,3,0,0,0,0,4,0,0,3,0,0,5,0,0,9,20
LGA22410,32,0,0,3,3,7,3,0,0,11,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,3,0,20,179,87,98,92,119,106,21,6,711,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,9,0,0,3,0,4,3,3,0,18,0,0,6,0,9,0,3,0,17,3,3,5,7,13,11,7,0,47,0,0,13,13,17,16,5,0,70,0,4,23,17,34,21,3,0,105,3,9,27,25,39,36,3,0,146,0,11,13,17,29,19,3,0,90,0,4,16,10,20,19,3,0,71,0,4,6,12,27,23,0,0,69,0,0,11,29,70,20,0,0,131,0,0,0,0,3,0,3,0,8,0,0,0,0,7,5,0,0,14,8
