LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA22980,0,0,0,44,21,0,0,0,0,30,25,0,0,0,0,32,31,4,0,3,0,41,43,7,14,3,0,63,46,4,6,3,0,54,48,3,7,4,0,65,18,0,5,9,0,30,3,0,0,3,0,7,0,0,0,3,0,5,0,0,0,3,0,6,326,28,35,26,0,425,32,0,0,0,0,32,36,0,0,0,0,36,24,0,0,0,0,27,36,0,6,0,0,41,30,0,0,0,0,35,40,4,3,0,0,46,54,9,5,5,0,61,58,8,7,6,0,74,66,5,9,5,0,78,45,0,0,4,3,55,7,0,7,0,0,17,5,3,8,3,0,16,0,0,3,0,0,4,421,25,43,29,6,518,37,3,8,4,0,51,8,0,6,4,7,21,799,55,90,59,18,1021,30,0,0,0,0,30,99,0,0,3,0,102,108,3,9,5,0,126,76,8,14,6,0,95,74,9,21,3
LGA23110,19,8,3,852,748,20,42,0,0,813,616,32,43,13,4,703,645,60,40,11,3,760,736,61,51,10,7,865,725,48,47,12,4,830,519,35,30,7,3,600,258,26,19,0,3,310,65,4,9,0,0,81,4,3,3,0,0,8,3,3,0,0,0,9,5628,319,297,61,32,6336,590,4,9,5,3,608,599,0,17,9,3,629,415,3,29,11,9,469,514,28,58,19,4,624,477,40,83,19,3,626,655,49,86,19,6,812,616,52,94,19,3,782,548,56,66,17,9,704,464,36,57,8,5,571,321,13,41,8,5,380,120,12,19,5,3,156,43,5,4,5,4,61,8,0,3,4,0,13,5377,312,549,148,55,6433,410,14,27,3,9,461,187,4,9,14,37,259,11604,646,876,229,135,13489,167,3,3,0,3,176,1271,17,26,3,12,1329,2381,86,67,9,14,2562,2557,161,128,13,20,2881,2449,209,143,20
LGA23190,3,0,0,255,134,6,5,3,0,148,118,8,11,0,0,131,160,10,14,0,0,193,151,21,17,11,0,200,222,22,10,6,3,267,196,21,14,7,4,243,88,10,14,3,0,112,21,4,3,3,0,38,4,0,0,0,0,6,0,3,3,0,0,5,1605,116,98,34,12,1866,247,0,0,3,0,254,157,6,3,0,0,167,141,0,7,0,0,150,206,0,16,0,0,226,190,5,12,10,5,224,246,15,17,8,3,284,252,7,23,4,0,288,208,10,17,7,4,240,225,17,14,9,3,262,155,10,14,4,3,180,57,3,17,6,0,83,16,5,5,3,0,26,7,0,3,6,0,17,2102,72,144,63,21,2403,222,3,8,6,0,242,59,6,5,3,13,84,3986,196,264,110,42,4599,140,0,0,0,4,147,491,3,7,3,0,507,553,25,9,0,6,597,412,29,35,8,3,493,385,36,32,3
LGA23270,64,8,16,2431,1967,56,100,6,13,2140,1640,74,76,16,11,1816,1815,87,91,15,12,2023,1988,112,92,23,12,2226,1861,114,66,11,18,2072,1355,87,45,6,14,1509,656,48,30,13,0,741,133,24,5,4,4,166,19,3,3,5,0,31,13,0,0,0,0,15,15299,649,606,118,114,16781,1546,4,6,8,17,1588,1673,12,32,9,22,1738,1187,15,55,17,5,1281,1349,63,103,28,10,1553,1506,85,121,26,14,1747,1708,80,105,39,21,1957,1656,89,117,38,12,1914,1406,82,84,28,13,1613,1144,67,63,20,19,1309,661,50,51,18,5,779,231,24,30,11,7,300,45,11,10,4,0,68,15,3,4,0,3,27,14133,585,767,247,142,15877,1369,50,26,21,26,1488,562,32,48,38,109,786,31359,1313,1446,423,394,34929,558,3,3,0,6,576,3926,60,114,11,38,4143,6634,241,230,30,51,7185,7075,453,334,21,74,7952,6333,493,288,38
LGA23350,9,0,0,78,45,3,8,3,0,54,50,9,14,0,0,73,86,16,15,0,0,120,79,14,18,3,0,120,110,13,25,3,7,149,91,8,13,3,0,122,68,8,11,12,0,95,11,6,11,7,0,40,0,0,0,0,0,3,0,3,0,0,0,8,670,84,121,31,14,925,128,0,0,0,0,134,64,0,0,0,0,65,47,3,3,0,0,54,69,3,9,0,0,76,74,4,6,0,0,87,103,10,15,3,0,133,118,15,20,10,0,157,127,7,5,5,3,148,96,12,19,11,5,140,100,8,15,9,0,128,29,4,8,9,0,61,8,4,9,8,0,24,0,3,3,7,0,14,960,61,119,61,15,1222,99,5,12,3,4,128,23,0,0,11,9,42,1748,149,262,111,46,2312,43,0,0,0,0,43,135,4,6,0,0,140,153,9,22,0,0,185,158,17,20,5,0,198,170,29,31,5
LGA23430,46,7,3,2030,1686,66,50,5,8,1817,1252,77,54,21,4,1411,1487,120,79,17,8,1722,1748,162,99,23,14,2040,1605,142,91,14,13,1859,1262,120,56,12,12,1467,684,49,44,7,7,792,201,25,10,9,3,247,32,12,5,0,0,46,10,5,0,0,0,14,13198,822,546,122,78,14763,1802,0,5,9,10,1826,1784,5,25,9,12,1831,934,16,53,7,10,1021,987,53,115,30,11,1194,1184,80,163,43,4,1481,1370,99,173,45,7,1701,1450,112,135,41,9,1744,1251,98,123,26,4,1507,1158,73,102,37,6,1372,839,71,74,12,9,1014,386,60,49,31,5,530,110,22,14,15,9,167,30,15,6,6,0,62,13284,709,1042,317,94,15449,959,37,41,16,19,1075,422,25,32,24,67,569,27868,1588,1663,482,253,31849,407,0,9,0,3,414,2901,25,53,3,18,3006,4903,157,175,16,20,5270,5168,391,228,22,33,5840,4465,501,241,44
LGA23670,49,3,9,1850,1477,50,35,9,9,1589,1251,60,59,9,3,1386,1365,101,49,19,6,1534,1681,125,87,27,11,1934,1599,116,77,16,14,1817,1257,112,57,13,8,1453,727,35,39,11,3,813,193,21,12,0,0,235,27,9,3,5,0,47,5,0,0,0,0,14,12646,675,488,124,66,13995,1772,0,9,9,13,1806,1680,7,21,6,8,1724,943,13,59,11,6,1035,1025,28,99,23,14,1194,1197,70,138,42,6,1448,1420,89,132,31,12,1682,1567,94,147,33,10,1853,1366,98,98,21,12,1588,1268,104,87,30,7,1486,900,74,75,19,8,1084,369,41,50,23,4,484,92,21,15,6,3,138,33,5,11,4,0,58,13623,652,936,260,102,15577,1072,35,36,23,18,1184,382,14,23,27,60,511,27730,1369,1486,434,243,31265,493,0,0,0,5,498,2793,22,64,3,17,2898,4456,122,184,16,24,4802,4321,267,190,21,32,4832,3943,395,212,27
LGA23810,18,0,7,765,547,21,16,3,3,584,431,19,17,5,3,467,583,30,27,8,5,651,605,39,29,8,7,687,589,36,53,8,5,683,495,37,34,7,8,576,260,23,13,0,0,300,58,9,13,10,0,93,7,3,7,0,0,18,3,0,3,0,0,7,5003,222,225,48,40,5533,695,3,5,0,9,705,676,0,9,3,5,699,518,11,21,5,0,550,661,15,20,9,3,711,684,11,47,11,8,757,721,24,39,12,3,801,741,21,33,18,6,820,729,12,28,12,9,780,669,20,34,14,11,742,423,15,32,14,4,482,163,14,25,10,3,211,50,3,14,3,5,67,21,3,8,5,3,41,6738,151,310,104,64,7367,663,8,20,11,9,719,168,4,6,17,36,231,12579,393,563,177,148,13852,310,3,0,0,3,311,1380,8,19,3,9,1420,1794,35,64,0,14,1899,1578,85,76,9,4,1753,1388,97,94,11
LGA23940,0,0,0,33,13,0,3,0,0,21,17,6,4,3,0,29,26,0,4,6,0,36,37,3,18,3,0,65,34,5,13,3,0,54,35,4,19,8,0,61,21,4,10,8,0,52,7,7,6,4,0,30,0,3,4,6,0,17,0,0,0,6,0,7,260,31,84,55,7,438,39,0,0,0,0,38,28,0,0,0,0,28,13,0,0,0,0,15,18,0,3,3,0,27,41,0,7,3,0,52,49,3,4,5,0,60,61,5,4,6,0,80,53,3,12,3,0,74,49,4,3,9,0,64,38,3,7,4,0,54,12,3,6,6,0,30,4,0,4,7,0,17,5,0,3,3,0,9,406,31,58,46,7,553,33,6,5,6,0,49,13,0,0,9,6,36,717,64,151,115,25,1067,20,0,3,0,0,28,79,0,3,0,0,82,97,4,11,7,3,121,82,6,20,4,0,116,78,21,21,7
LGA24130,7,5,0,275,177,11,12,0,3,205,160,13,30,6,0,215,191,30,40,8,5,265,284,53,31,7,3,380,291,35,32,7,3,364,235,23,28,11,0,300,107,20,21,14,0,165,28,14,13,6,0,61,9,3,4,4,0,13,3,0,3,0,0,8,1986,205,223,64,18,2501,435,0,3,6,6,446,354,0,5,0,3,367,185,3,15,0,0,209,233,11,37,12,3,295,291,17,39,10,0,365,377,34,73,12,0,502,448,45,64,12,12,578,402,34,46,16,7,503,311,19,57,16,7,411,212,16,37,8,5,273,93,16,26,17,3,162,22,8,15,11,0,54,7,0,6,8,0,19,3372,214,420,131,46,4183,254,14,23,10,4,311,83,4,11,11,12,129,5697,442,676,217,87,7119,139,0,0,0,0,143,524,10,15,3,4,565,600,28,38,10,10,675,495,60,51,3,4,615,434,75,77,16
LGA24210,27,3,3,861,566,31,32,7,0,636,370,49,27,5,0,451,431,72,40,4,0,550,538,87,48,11,4,682,549,80,48,11,3,692,457,63,28,7,0,549,225,29,20,3,3,286,57,16,11,3,0,95,24,5,3,0,0,34,7,6,4,0,0,14,4643,461,302,54,28,5478,1068,8,4,6,5,1090,1332,4,14,4,14,1367,595,15,30,16,0,655,566,30,49,25,0,674,522,50,89,33,5,692,725,81,87,34,3,929,812,84,107,37,4,1040,777,70,97,37,4,980,643,65,74,23,8,804,490,35,60,14,0,606,240,43,38,19,6,348,76,19,15,9,0,123,23,14,21,15,3,73,7858,518,684,263,50,9367,511,17,25,8,8,563,171,12,17,16,27,239,13176,1007,1020,335,112,15649,176,0,0,4,3,185,1051,11,33,3,5,1109,1766,100,112,9,10,1998,1381,154,122,16,10,1684,1110,214,89,22
LGA24250,3,0,0,55,40,6,3,0,0,49,35,4,6,3,0,45,49,5,3,3,4,68,50,10,16,0,4,85,65,16,8,4,0,91,65,14,11,4,0,101,39,5,12,7,0,58,4,3,3,11,0,22,3,0,0,0,0,7,0,0,0,3,0,4,485,68,70,31,7,662,70,0,0,0,0,73,35,0,0,3,0,41,26,0,0,0,0,33,56,0,7,3,0,66,72,7,10,5,0,87,66,10,16,3,0,95,84,3,11,4,0,109,84,8,12,0,0,96,98,5,8,6,0,128,74,3,12,5,0,101,42,0,5,11,0,62,13,0,7,3,0,22,0,0,3,0,0,3,725,35,93,54,3,911,53,8,11,3,0,68,22,0,0,4,0,35,1281,108,176,92,14,1674,40,0,0,0,0,40,143,0,3,0,0,144,125,0,9,0,0,134,105,13,18,3,0,137,107,27,16,3
LGA24330,45,3,5,1367,1075,41,41,4,11,1174,826,49,56,6,5,939,899,58,68,7,3,1039,938,69,57,12,7,1081,874,58,54,13,8,1001,697,41,37,6,3,783,376,22,18,3,0,423,96,9,8,0,0,118,30,4,0,0,0,36,3,0,0,0,0,7,7829,377,400,62,51,8720,915,0,3,5,3,932,1458,0,15,7,9,1497,838,11,36,3,9,894,733,24,64,11,13,836,822,41,81,22,10,971,904,44,80,15,5,1042,849,41,72,12,8,986,694,28,60,12,7,800,634,13,45,11,5,714,455,17,19,7,5,503,167,15,3,8,5,191,35,3,6,0,0,45,22,0,0,0,0,21,8533,222,494,107,70,9418,662,17,29,11,20,737,272,8,20,18,38,351,17305,623,935,198,167,19225,182,0,0,0,3,190,1386,21,29,0,9,1446,2701,82,117,7,11,2922,2578,200,144,12,23,2953,2160,238,163,17
LGA24410,43,5,0,1162,807,36,38,11,8,890,622,51,28,10,3,712,777,78,49,14,4,919,975,72,65,12,4,1122,1024,80,84,18,13,1214,810,55,53,17,8,936,418,26,16,3,0,466,105,16,4,0,0,127,20,7,0,3,0,34,3,0,0,0,0,7,7500,434,388,82,40,8444,1209,3,0,7,11,1234,1207,3,19,6,6,1236,641,13,35,9,3,704,783,22,79,15,4,910,881,58,91,26,0,1053,1085,65,118,28,4,1291,1074,77,87,27,6,1270,1019,60,90,22,12,1201,886,49,70,17,7,1027,697,57,62,15,6,830,269,33,36,15,4,357,76,16,22,4,3,114,22,0,8,3,3,37,9847,452,707,188,72,11277,728,19,40,6,15,804,258,17,9,19,36,334,18335,931,1139,293,161,20862,344,0,0,0,8,356,1867,12,62,0,12,1951,2744,95,122,7,10,2981,2474,194,161,20,11,2868,2222,289,113,20
LGA24600,128,17,76,24787,23539,273,211,30,70,24117,16376,299,262,20,55,17013,13684,314,263,33,53,14348,12438,408,289,39,42,13216,10069,341,212,40,45,10699,7423,240,168,32,49,7916,3718,128,87,15,14,3963,1095,54,38,10,8,1199,172,23,14,4,4,224,78,11,18,5,0,104,122898,2232,1727,237,460,127552,3558,10,22,18,30,3639,9527,30,92,22,54,9727,7604,67,146,36,49,7894,7909,97,207,43,42,8297,8595,140,220,52,34,9034,7495,193,231,54,30,8001,5868,169,227,44,25,6332,4465,137,172,47,22,4842,3609,95,138,36,28,3909,2635,110,127,29,24,2932,1288,84,93,23,10,1490,375,28,30,19,11,467,143,7,18,12,11,193,63079,1175,1722,423,361,66766,9483,82,115,31,127,9835,2515,68,89,109,351,3139,197975,3560,3657,809,1305,207295,1189,4,11,3,9,1218,17705,87,112,5,111,18027,47722,485,444,54,181,48879,54288,1257,727,73,176,56520,44908,1588,873,59
LGA24650,32,0,5,893,624,26,28,5,0,680,531,50,43,5,3,621,539,47,56,8,8,656,582,42,42,7,3,673,514,42,28,12,0,593,386,21,25,4,3,437,199,3,12,6,3,225,48,3,3,4,0,64,4,0,0,0,0,10,3,0,3,3,0,8,4804,255,277,58,31,5423,859,3,3,5,14,880,653,3,17,3,9,679,426,12,27,3,3,473,563,30,69,26,6,690,621,44,83,34,5,780,654,41,83,27,5,818,570,40,73,24,11,714,488,28,27,20,9,570,381,23,32,12,0,452,275,8,31,9,3,329,97,12,9,6,3,128,27,0,3,4,0,30,6,0,3,0,0,9,5621,248,466,176,64,6564,443,14,24,8,9,501,160,9,11,17,19,214,11018,526,777,255,123,12703,242,0,0,0,0,244,1146,29,48,0,9,1233,1759,81,98,0,17,1966,1571,176,128,11,18,1908,1400,250,143,17
LGA24780,20,3,3,521,330,3,20,4,3,357,300,23,25,8,0,359,410,44,40,11,6,503,497,55,25,12,6,598,428,46,42,4,5,523,377,32,43,24,6,473,210,15,28,14,9,285,55,11,17,3,0,91,7,8,3,3,0,22,4,5,0,3,0,11,3593,244,269,89,39,4242,477,0,0,6,5,488,343,3,3,4,7,363,306,8,22,4,0,337,371,16,33,7,5,429,395,21,39,15,3,462,412,24,34,14,3,485,409,24,29,19,6,487,360,24,30,17,5,443,374,16,30,20,10,447,258,13,33,11,3,324,105,18,17,17,0,153,29,5,10,12,0,54,7,0,3,3,0,15,3835,171,283,157,39,4489,388,12,21,12,8,440,130,3,10,26,21,185,7947,438,581,283,113,9357,225,0,4,0,3,228,965,6,18,12,12,1012,1223,37,56,20,10,1339,993,65,83,8,9,1157,947,86,99,17
LGA24850,8,0,3,232,197,7,4,3,0,215,165,13,9,3,0,202,216,24,20,7,4,280,258,21,30,5,3,307,247,26,20,3,3,303,212,21,24,3,3,260,95,10,18,8,3,135,20,10,8,8,3,38,0,5,6,3,0,16,0,0,0,0,0,3,1859,147,153,50,31,2231,377,0,0,3,12,389,261,3,0,0,0,266,145,0,9,9,7,166,188,10,21,9,0,230,218,13,16,10,9,263,267,12,29,7,0,318,281,20,33,3,7,332,259,14,21,10,6,303,261,14,20,15,3,310,168,13,20,4,3,213,80,6,12,9,0,104,19,3,6,3,0,31,9,0,0,4,0,15,2538,104,188,74,42,2947,228,6,19,8,4,270,65,6,3,7,13,93,4690,264,359,138,92,5541,190,0,0,0,3,193,570,7,9,0,4,584,615,20,35,6,8,680,556,39,28,5,11,640,467,65,58,12
LGA24900,16,0,4,202,134,11,7,10,0,159,137,10,20,8,3,178,175,21,25,9,3,225,208,34,36,20,0,294,224,29,31,13,4,299,176,21,33,17,0,248,93,19,12,10,0,144,23,13,13,15,0,60,7,0,5,4,0,16,7,0,4,4,0,18,1558,168,203,101,17,2049,275,3,0,0,7,287,160,0,0,0,0,160,152,0,13,5,0,166,180,3,13,3,0,207,218,10,18,7,0,252,218,8,25,13,3,269,210,14,16,13,4,253,245,14,17,9,3,287,236,12,16,18,5,283,166,17,22,21,5,222,74,6,12,12,5,111,18,4,10,6,0,35,7,0,0,7,0,22,2162,100,158,110,27,2551,248,15,18,10,6,295,75,4,10,20,11,123,4038,290,384,237,64,5016,179,0,0,0,0,181,462,6,19,7,0,489,499,21,50,6,7,585,438,44,61,18,4,565,421,66,76,22
LGA24970,23,8,15,3723,3301,88,51,15,12,3465,2646,85,47,14,6,2794,2691,127,68,25,12,2923,2946,162,97,19,16,3240,2659,150,87,22,8,2936,2081,89,58,7,11,2249,1141,72,27,14,0,1253,301,29,16,5,3,350,67,12,3,0,3,85,8,4,0,0,0,18,23254,846,498,138,97,24827,1451,0,11,12,7,1479,2257,14,26,12,12,2319,1624,25,45,16,4,1716,1800,63,94,30,9,1995,2096,100,132,46,8,2384,2291,132,168,74,14,2677,2159,122,151,31,19,2488,1859,96,124,27,12,2121,1620,66,118,36,8,1852,1189,81,76,26,3,1376,561,44,64,20,5,696,173,19,33,12,3,240,45,6,10,5,0,74,19117,772,1055,348,115,21405,1823,38,60,18,27,1956,625,30,24,41,73,784,44819,1680,1632,539,305,48980,392,4,0,0,3,401,3677,43,49,10,23,3809,8031,184,149,20,42,8428,8679,444,257,32,45,9453,7759,529,241,30
LGA25060,52,5,5,1280,1005,46,55,9,3,1110,756,55,45,9,7,867,748,87,66,7,7,918,856,107,70,7,5,1043,880,75,54,12,14,1030,587,60,43,11,9,704,292,25,28,7,7,359,69,10,10,0,0,92,14,4,3,0,0,23,10,3,0,3,0,17,7132,504,434,72,57,8199,1086,0,5,7,6,1107,1255,9,18,8,11,1300,645,10,34,9,6,696,701,38,75,14,7,837,808,57,113,30,0,1004,899,80,101,45,8,1125,906,63,88,32,13,1095,769,62,68,22,14,935,700,46,62,33,7,846,493,46,65,18,6,631,194,29,20,17,10,261,51,13,12,3,3,72,23,6,0,3,0,29,8528,444,667,223,83,9954,613,25,40,4,7,692,224,18,12,31,33,324,16502,998,1155,331,181,19163,209,0,0,3,0,210,1435,17,46,5,11,1510,2472,117,142,18,16,2767,2377,210,173,14,13,2788,1914,270,166,23
LGA25150,6,4,0,154,86,4,7,4,3,103,88,10,7,0,4,111,101,16,17,8,3,137,125,17,13,3,0,166,107,17,17,10,3,141,97,19,13,8,0,135,43,5,3,3,0,55,10,0,3,3,0,20,3,3,8,3,0,14,0,0,3,0,0,7,908,95,105,44,14,1167,192,0,0,0,3,196,150,0,0,0,0,151,90,4,7,3,0,98,107,12,19,14,0,152,135,10,9,16,0,171,154,15,21,7,3,201,175,13,23,8,3,225,158,13,16,8,0,203,119,14,19,14,0,166,86,10,16,8,0,124,25,12,6,5,0,48,4,8,8,12,0,24,3,0,0,4,0,6,1404,109,143,97,10,1765,108,13,15,3,4,135,37,4,3,9,7,58,2459,218,268,152,37,3126,87,0,0,6,0,92,250,10,17,0,3,277,330,32,29,4,5,393,310,42,28,11,5,393,265,57,42,3
LGA25250,70,8,11,1366,964,56,125,6,3,1154,723,66,84,7,7,882,667,73,116,4,9,875,757,96,94,14,3,960,833,85,71,14,7,1008,676,50,42,12,5,790,371,30,19,3,3,431,96,13,15,0,6,126,14,6,3,0,0,28,7,0,0,0,0,11,7017,507,662,76,70,8325,605,3,8,0,6,621,1168,8,27,13,9,1218,845,10,55,5,3,926,806,32,111,23,7,971,802,59,198,30,13,1103,879,72,163,28,17,1160,961,58,116,32,3,1173,792,52,78,23,6,951,664,53,61,17,6,810,484,30,53,14,8,586,231,17,30,14,3,290,56,6,13,11,0,81,26,7,8,10,3,44,8313,406,917,220,81,9931,608,18,32,12,12,679,260,15,26,20,49,370,16195,946,1639,327,207,19310,185,0,3,3,3,194,1306,31,61,3,12,1404,2639,129,218,19,27,3028,2457,278,337,27,16,3120,1883,345,274,22
LGA25340,46,3,4,1107,740,43,59,5,6,848,602,76,57,3,3,741,838,111,111,26,9,1101,1057,157,131,18,3,1370,1024,150,123,35,10,1346,815,103,93,21,3,1044,440,74,45,13,3,579,113,28,30,7,3,186,17,14,5,9,0,53,9,7,4,7,0,20,7766,795,716,158,55,9481,1665,3,3,6,18,1690,1382,6,12,8,7,1413,748,13,62,10,8,843,920,43,113,40,12,1130,1089,109,165,48,6,1421,1386,128,225,72,15,1821,1424,138,200,55,16,1833,1208,105,160,38,14,1520,1190,99,142,43,10,1489,856,92,122,38,14,1132,416,65,85,39,8,615,130,28,55,26,3,242,39,13,11,21,3,84,12450,840,1363,442,129,15229,894,49,63,21,19,1047,339,20,26,29,59,479,21454,1704,2170,652,263,26238,665,3,0,0,4,677,2330,22,75,4,18,2450,2488,98,177,6,15,2783,2003,229,241,13,24,2507,1737,345,220,17
LGA25430,3,0,0,125,77,0,0,0,0,75,83,6,14,0,0,105,114,9,19,4,0,146,129,17,25,4,5,179,151,14,36,3,6,203,132,18,20,5,0,175,62,12,23,5,0,100,14,3,9,3,0,34,0,0,3,3,0,6,0,3,5,0,0,8,1026,76,155,23,10,1290,134,0,0,0,0,141,128,0,3,3,0,130,92,0,3,4,3,98,106,7,14,0,0,123,133,8,15,7,0,167,131,6,41,3,0,184,191,8,27,4,3,239,183,10,32,7,0,224,158,8,25,3,0,194,142,8,23,3,0,184,44,7,20,7,0,75,15,0,9,3,0,25,6,3,6,9,0,26,1457,60,221,54,14,1807,133,6,14,7,10,169,45,0,0,16,5,71,2665,144,387,100,42,3332,54,0,0,0,0,57,309,4,4,4,4,322,347,3,11,3,0,365,260,11,14,0,3,287,251,18,43,3
