LGA_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA48050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,40,68,90,66,17,306,140,127,94,104,137,41,3,643,12,5,8,9,3,4,3,53,670,686,825,989,972,265,41,4450
LGA48130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,50,67,68,55,12,291,52,39,43,56,53,34,8,289,11,7,5,3,0,3,4,30,350,476,489,634,559,193,38,2745
LGA48260,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,25,37,50,40,13,179,70,48,31,41,55,21,3,269,7,4,7,4,0,0,4,26,328,492,427,481,425,147,26,2332
LGA48340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,12,26,50,83,125,80,25,404,71,79,94,113,114,52,11,538,15,0,10,13,8,5,3,55,535,623,905,1180,924,342,75,4579
LGA48410,0,10,8,6,3,0,0,33,7,6,0,0,3,0,0,18,0,3,3,3,4,0,0,18,10,16,18,14,12,0,0,65,28,107,227,207,185,96,28,881,726,869,817,696,583,185,13,3889,68,63,66,61,48,23,12,347,5020,9407,9677,10261,7031,1410,159,42959
LGA48540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,9,0,0,3,4,0,0,0,11,3,20,20,23,29,7,0,104,169,206,178,204,145,24,3,921,12,4,13,15,7,8,0,64,1078,1505,1411,1792,1190,185,26,7180
LGA48640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,27,32,18,4,112,3,17,9,16,19,5,0,66,0,0,4,0,4,0,0,13,70,108,123,134,143,49,11,636
LGA48750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,22,53,65,54,16,223,40,23,31,31,42,19,5,196,0,0,5,0,3,0,0,15,177,163,212,311,339,134,33,1366
LGA48830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,24,49,89,127,145,81,21,541,53,83,58,93,121,38,8,459,3,3,4,10,7,7,15,49,375,534,623,876,927,303,82,3710
LGA49090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49399,0,4,6,3,0,0,0,11,0,3,3,5,0,0,0,9,0,4,6,3,0,0,0,23,0,8,18,13,0,0,0,44,11,19,39,37,46,17,3,178,71,231,207,238,140,18,0,904,14,15,14,14,6,3,3,62,443,1296,1213,1324,787,123,14,5200
LGA49499,8,9,0,3,3,0,0,26,3,4,3,3,3,0,0,16,3,3,8,0,5,0,0,19,12,17,12,11,11,3,0,65,31,91,102,113,95,39,8,480,546,753,706,828,844,282,36,4001,66,52,63,70,60,21,18,354,4228,6992,6833,8212,6315,1537,185,34306
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,22,0,0,0,0,0,0,0,0,0,5,13,25,8,0,0,64
LGA49898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,11,65,129,164,192,161,45,766,269,237,247,308,357,119,13,1547,17,18,30,48,32,11,14,178,2133,2388,2849,3543,2961,818,129,14812
LGA50210,16,5,0,8,0,0,0,31,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,17,7,4,6,0,0,0,33,26,170,255,244,215,96,21,1030,551,414,275,260,306,101,13,1913,35,31,28,32,20,8,0,165,3437,3947,3549,3355,2568,646,79,17569
LGA50250,4,8,6,11,0,0,0,23,5,14,16,11,6,0,0,51,0,6,4,3,0,0,0,16,10,29,26,26,9,0,0,95,17,37,53,49,30,21,3,218,259,1134,1063,1010,528,78,5,4078,52,211,214,186,101,17,3,791,1952,7470,6922,6365,3486,480,37,26712
LGA50280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,144,139,147,96,29,645,137,129,131,111,159,49,6,730,17,4,14,12,7,8,3,73,678,1079,1325,1263,1106,316,64,5832
LGA50350,3,7,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,0,0,0,20,5,25,63,71,43,30,4,245,65,72,81,77,72,20,0,387,6,15,14,11,13,0,0,60,714,1314,1273,1396,977,226,20,5926
LGA50420,16,22,7,0,4,0,0,54,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,25,7,0,9,0,0,62,25,151,258,214,185,77,11,922,611,407,274,275,269,125,12,1965,38,41,20,37,23,9,0,170,3719,4535,3861,4029,3054,887,92,20178
LGA50490,24,19,16,9,3,0,0,69,4,3,7,10,3,0,0,26,0,3,3,3,0,0,0,16,28,26,22,19,12,0,0,112,26,120,162,126,104,60,15,617,580,1106,914,786,582,148,15,4128,90,121,108,94,67,20,14,517,5387,11599,10418,9598,6167,1242,121,44530
LGA50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,21,25,32,16,11,114,3,13,9,7,23,8,3,58,0,0,0,3,3,3,0,13,38,58,90,110,118,58,17,493
LGA50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,16,6,5,17,4,50,25,112,124,100,49,7,0,422,5,0,9,7,10,0,6,36,160,506,557,523,304,53,19,2121
LGA50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,10,32,37,32,44,10,172,5,9,9,13,21,8,3,68,0,0,4,4,0,0,0,7,35,66,151,151,147,88,20,656
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,29,39,69,36,11,202,25,19,32,38,53,20,3,184,4,4,5,4,4,3,0,26,181,191,314,402,424,135,24,1663
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,23,15,17,3,83,8,7,10,5,7,11,0,45,3,0,0,4,0,0,3,10,48,53,62,113,81,66,8,428
LGA50980,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,5,11,35,83,68,53,21,5,278,68,170,160,139,109,23,0,675,13,17,28,16,14,10,0,110,694,1628,1559,1389,1006,210,28,6513
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,32,32,8,4,106,3,14,4,6,12,0,0,42,0,0,0,0,0,0,0,3,23,60,76,91,74,27,3,354
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,16,11,19,14,10,9,68,0,0,4,14,6,0,0,28,0,0,0,0,3,0,0,10,37,77,64,88,92,36,14,412
LGA51190,0,0,0,0,0,0,0,3,0,7,3,4,3,0,0,8,0,5,0,3,0,0,0,4,0,8,3,9,3,0,0,21,11,69,82,125,106,52,7,449,454,564,550,491,464,101,5,2629,57,52,40,49,42,17,3,266,3463,4831,5083,5531,3877,787,66,23637
LGA51260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,3,0,0,0,3,0,0,8,7,116,261,276,212,109,27,1013,307,245,303,257,252,108,18,1497,22,17,30,31,25,11,11,159,1864,2295,3157,3259,2335,648,97,13651
LGA51310,17,17,14,13,6,3,0,70,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,17,26,15,15,6,3,0,72,14,60,177,262,186,90,38,828,277,276,261,216,191,74,10,1309,17,37,23,21,19,8,7,120,1826,3070,2763,2809,2005,616,113,13193
LGA51330,48,26,14,14,15,4,0,132,8,0,7,0,3,0,0,16,0,0,3,0,0,0,0,10,57,28,25,20,15,4,0,149,45,170,289,330,284,137,21,1275,1140,837,662,619,629,216,21,4126,97,105,89,75,58,25,7,449,8308,13013,11710,11620,8225,1891,166,54937
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,37,72,92,73,31,7,327,33,61,54,71,57,21,0,291,12,16,8,11,3,3,0,54,312,475,621,673,480,133,16,2721
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,3,0,3,4,9,0,0,15,0,0,0,0,0,0,0,7,22,42,29,33,60,9,0,204
LGA51540,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,6,4,18,35,32,33,11,3,131,20,71,55,74,24,10,3,254,0,10,18,5,10,4,0,51,241,587,519,571,375,95,18,2402
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,16,14,3,63,3,5,8,8,14,0,0,37,0,3,0,3,3,0,0,8,40,63,80,76,71,32,10,378
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,38,55,46,40,12,212,33,28,28,31,29,15,0,162,0,3,4,4,5,0,0,15,156,207,280,324,245,113,23,1344
LGA51750,16,8,7,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,7,4,3,0,0,31,15,23,50,94,61,61,23,328,212,158,97,68,99,41,7,677,10,5,6,15,6,3,0,49,1388,1508,1190,1229,966,342,59,6679
LGA51820,30,19,18,18,8,0,0,97,8,8,4,0,0,0,0,16,7,0,3,0,4,0,0,15,41,30,24,20,9,0,0,125,41,270,467,408,291,125,22,1630,845,821,667,610,520,130,11,3604,79,100,92,101,53,15,12,457,6452,10638,10073,9424,5770,1221,143,43710
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,28,18,9,4,81,93,137,158,160,128,18,0,703,14,14,9,16,8,8,0,65,512,912,1056,1120,752,125,18,4490
LGA51960,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,7,7,3,10,3,0,28,24,78,57,61,29,7,0,253,3,3,8,9,13,0,0,47,201,553,486,458,258,44,6,2006
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,14,10,10,0,52,0,14,4,8,6,3,0,44,0,0,0,4,0,0,0,9,29,80,63,79,76,33,5,362
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,17,30,9,4,87,3,19,4,0,16,7,0,54,3,0,0,0,0,3,0,15,49,95,91,110,125,47,8,528
LGA52170,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,16,4,23,45,77,69,38,13,262,91,63,36,39,31,18,4,282,5,11,8,6,0,0,0,26,503,639,459,498,395,148,32,2678
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,19,32,17,5,109,3,6,0,4,6,11,0,32,0,0,0,0,0,0,4,4,41,87,97,110,99,58,17,504
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,13,11,4,3,51,0,0,0,5,12,8,0,23,0,0,0,0,0,0,0,3,12,27,41,36,42,25,10,186
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,3,4,16,13,25,14,0,0,69
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,8,21,0,0,54,3,5,8,14,10,11,0,60,4,0,0,0,0,0,3,8,68,114,127,123,124,47,8,609
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,17,20,21,16,6,102,3,12,14,19,15,12,0,68,4,3,0,0,0,0,0,13,83,163,169,161,140,56,23,789
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,22,37,44,45,12,183,22,32,23,25,26,9,0,139,4,3,7,8,0,3,0,25,144,252,278,346,277,121,26,1433
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,48,50,54,48,14,245,106,62,52,70,74,13,0,381,6,5,7,4,7,0,0,34,568,598,656,757,548,138,36,3306
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,40,67,85,65,23,289,50,24,33,49,58,30,7,250,8,0,4,9,0,3,0,27,219,211,330,481,420,192,33,1893
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,5,6,13,0,36,11,36,26,31,20,11,0,137,3,4,3,5,6,0,0,25,157,341,314,281,247,58,8,1400
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,53,71,54,17,238,38,23,29,39,68,20,4,225,5,3,0,3,4,8,0,24,175,212,284,360,412,175,35,1653
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,13,6,11,4,64,3,6,0,7,9,0,0,22,0,0,0,0,4,0,0,5,25,51,54,69,59,26,7,290
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,14,28,19,3,90,3,10,0,0,7,4,0,18,0,0,0,0,0,0,0,3,19,65,53,65,77,29,5,313
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,12,6,10,7,0,0,37,0,0,3,0,0,3,0,10,32,81,62,85,60,6,6,330
LGA53150,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,15,48,70,62,29,6,235,62,34,33,30,7,6,0,183,3,4,3,3,0,0,0,12,298,362,316,403,297,93,15,1792
LGA53220,0,3,8,3,0,0,0,9,3,14,9,11,3,0,0,42,0,3,0,0,0,0,0,5,3,26,16,14,3,0,0,60,7,25,31,26,21,10,0,126,131,743,686,578,301,38,3,2481,46,144,120,115,62,15,4,500,963,3809,3288,2904,1630,239,13,12850
LGA53290,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,13,59,71,99,75,42,20,381,89,121,114,116,95,33,7,579,18,18,20,18,21,11,0,118,718,1090,1089,1254,874,217,44,5287
LGA53360,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,17,17,7,3,0,49,15,26,31,32,12,8,0,129,6,6,0,3,0,0,0,22,128,224,245,237,128,27,5,1000
LGA53430,24,21,7,10,3,3,0,62,3,4,3,4,0,0,0,10,0,0,0,8,0,0,0,12,26,20,13,16,4,3,0,84,11,112,173,213,195,102,21,826,658,555,493,455,414,171,14,2756,48,48,37,42,31,13,7,233,3784,5734,5183,5408,3968,1115,127,25331
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,19,34,52,46,24,212,26,23,25,38,40,15,3,172,3,7,9,8,3,4,3,27,216,430,318,401,347,154,49,1912
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,29,18,14,3,80,0,10,5,10,9,10,0,43,3,0,0,0,0,0,0,3,76,128,114,130,131,51,7,645
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,16,6,3,50,3,8,6,3,12,3,0,33,0,0,3,0,0,0,0,5,19,66,64,78,83,32,17,356
LGA53780,15,14,7,3,3,0,0,44,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,22,20,8,3,3,0,0,57,30,230,339,292,243,123,20,1277,541,424,372,376,360,133,10,2218,55,60,33,32,19,10,6,223,4008,5277,5135,5083,3742,1007,102,24345
LGA53800,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,3,4,3,0,3,0,0,14,22,67,150,156,175,75,14,658,288,399,333,328,319,96,9,1766,37,47,56,52,38,16,5,250,2272,3391,3566,3938,2784,616,78,16650
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,8,0,0,18,0,0,0,0,0,0,0,3,34,77,68,76,35,8,0,298
LGA53990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,97,100,105,72,12,450,136,99,117,145,127,33,4,656,13,17,14,16,9,3,4,72,900,1221,1428,1628,1117,280,49,6627
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,16,20,35,13,4,107,25,24,17,19,24,13,3,122,3,0,3,8,0,0,0,17,119,170,212,258,197,55,12,1037
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,21,38,24,6,7,125,4,10,5,16,9,6,0,52,0,0,0,0,3,0,0,10,43,116,97,140,135,42,15,583
LGA54170,58,47,10,7,5,3,0,131,3,0,0,0,0,0,0,7,5,0,0,0,3,0,0,10,60,47,10,9,12,3,0,143,92,374,752,910,797,322,41,3286,1837,1017,918,728,709,223,16,5452,110,77,71,64,53,29,6,415,9978,8695,8642,9833,7038,1671,156,46015
LGA54200,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,12,22,145,218,260,237,113,27,1025,343,195,183,193,224,97,9,1241,38,22,19,27,18,10,3,142,2303,2773,3002,3184,2406,687,97,14453
LGA54280,0,3,0,0,3,0,0,4,0,4,3,3,4,0,0,10,0,0,0,3,3,0,0,3,0,6,3,6,10,0,0,24,12,51,74,89,57,19,4,297,199,410,315,299,200,48,4,1474,28,43,36,47,26,10,3,202,1746,3441,3060,2950,1907,355,35,13484
LGA54310,0,0,0,0,0,0,0,3,0,9,3,8,3,0,0,25,0,3,3,0,3,0,0,8,0,17,7,9,3,0,0,30,11,82,68,49,31,10,0,262,111,446,393,339,193,30,0,1519,24,53,63,49,23,5,0,219,1116,2951,2690,2343,1285,210,24,10634
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,19,20,14,3,92,15,38,17,14,29,14,6,133,9,3,5,6,8,3,0,32,280,358,335,404,335,89,14,1825
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,6,9,5,49,7,11,14,11,9,4,3,49,0,0,0,4,0,0,0,8,36,72,81,112,84,38,6,429
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,19,12,8,0,79,0,4,7,3,7,3,0,19,0,0,5,0,0,0,0,7,11,43,77,69,49,30,10,282
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,32,47,46,32,19,208,9,11,7,27,23,5,0,89,0,0,3,5,3,7,5,17,86,145,154,251,207,85,29,946
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,8,22,10,12,77,7,22,19,13,11,4,0,73,0,7,9,0,5,5,0,25,45,152,168,141,124,43,23,696
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,13,3,3,38,3,4,0,0,0,7,3,17,0,0,0,0,3,0,0,5,12,25,40,31,48,16,9,177
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,28,20,18,7,96,0,5,0,4,13,3,0,31,0,0,0,0,0,0,0,0,23,49,85,92,84,41,6,384
LGA54830,6,0,3,3,0,0,0,13,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,7,6,8,4,3,0,0,0,20,13,84,105,85,63,25,0,387,147,266,281,279,226,48,3,1250,20,25,13,27,12,5,0,109,1359,2865,3175,3199,2035,345,31,13009
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,35,40,47,13,14,166,3,4,11,13,19,14,0,60,3,3,4,0,3,4,0,16,59,125,142,188,166,63,17,764
LGA54970,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,7,0,0,0,0,0,0,0,4,0,8,3,7,0,0,0,12,0,0,9,4,6,3,0,25,17,101,130,117,70,13,0,438,10,23,20,19,6,3,0,77,174,586,548,559,346,52,0,2257
LGA55040,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,13,0,0,3,4,0,0,0,4,0,5,7,8,0,0,0,14,0,3,3,4,0,3,0,18,22,102,117,89,55,4,0,393,9,14,9,6,8,3,0,46,160,580,516,446,274,40,3,2020
LGA55110,16,9,7,4,4,0,0,38,3,0,3,0,0,0,0,7,0,3,0,0,0,0,0,5,19,11,7,4,4,0,0,45,37,148,235,282,262,122,28,1110,622,439,408,427,363,129,14,2402,31,37,29,43,23,21,11,198,4022,3878,4253,4816,3338,821,123,21254
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,28,54,75,93,56,29,341,73,62,73,92,117,33,3,460,9,3,7,8,12,4,5,56,515,571,743,1034,885,304,67,4125
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,9,11,57,47,53,29,3,0,199,0,17,6,8,0,0,0,38,75,316,240,242,138,16,0,1030
LGA55320,45,44,32,38,25,4,0,194,6,3,6,6,0,0,0,17,0,0,0,3,0,0,0,3,49,44,34,44,25,4,0,212,41,246,483,593,578,285,67,2296,1151,1009,814,683,655,185,24,4518,71,58,57,64,51,18,14,331,6761,8813,8101,8398,6171,1549,204,40001
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16,16,10,0,0,76,3,6,7,3,3,0,0,24,50,168,130,107,63,6,0,530
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,23,21,17,4,93,32,39,17,37,31,12,0,166,0,0,0,3,0,0,0,15,230,274,258,323,274,89,23,1481
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,0,24,3,0,3,0,5,3,0,18,0,0,0,0,0,0,0,3,22,36,32,30,36,16,3,172
