LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA34590,47,6303,5351,703,491,68,46,6655,5178,772,528,67,36,6584,4717,750,458,79,37,6046,3675,688,413,56,32,4864,2136,441,347,42,22,2982,618,220,162,27,7,1039,110,70,38,10,6,232,25,20,9,3,0,63,44453,4961,3629,493,329,53866,4609,13,27,46,43,4740,3501,14,95,29,21,3663,2454,54,176,54,21,2759,2381,111,289,70,24,2872,2325,157,298,80,17,2879,2200,178,329,103,25,2833,2150,192,347,74,23,2780,1829,196,283,75,19,2402,1756,184,305,83,26,2355,1311,146,261,75,17,1812,647,121,185,65,7,1030,217,46,60,34,9,365,70,23,30,16,4,148,25454,1424,2688,797,258,30618,2331,121,147,62,44,2715,1310,100,112,68,206,1796,73553,6607,6579,1420,834,88994
LGA34710,0,122,89,12,4,5,0,114,115,14,15,8,3,155,130,17,23,10,0,177,109,11,30,10,3,164,70,14,14,14,0,115,16,5,14,6,0,46,3,0,0,5,0,11,7,0,0,9,0,14,1005,106,140,81,11,1340,75,0,0,5,6,78,31,0,0,0,0,31,22,0,0,0,3,25,24,0,6,0,0,28,24,3,3,0,0,32,30,0,0,0,0,38,25,0,3,3,0,36,27,0,3,0,0,34,34,3,13,3,0,49,38,0,3,0,0,44,9,3,0,3,0,18,0,0,0,3,0,6,3,0,0,0,0,10,346,16,35,22,7,422,84,3,6,4,7,102,28,5,5,12,3,51,1461,128,184,119,25,1920
LGA34770,20,2931,2771,316,176,40,26,3332,2998,335,219,64,26,3645,2858,320,210,71,23,3484,2397,273,213,75,27,2977,1335,178,186,74,24,1800,325,70,100,57,12,556,60,27,59,43,0,189,13,22,26,28,10,107,24610,2021,1591,523,222,28966,1915,0,4,15,18,1953,1090,5,30,8,11,1139,912,17,59,12,7,1014,1170,50,121,30,10,1376,1160,68,104,33,8,1376,1197,81,123,27,10,1443,1274,75,122,32,8,1512,1129,71,122,30,13,1368,1030,52,131,37,8,1263,724,60,95,44,9,929,297,32,71,33,10,438,110,17,40,15,4,188,31,8,33,27,6,101,12035,547,1048,343,123,14100,1428,43,73,49,42,1640,658,35,41,59,112,905,38737,2644,2753,974,498,45605
LGA34800,0,136,110,4,8,6,0,130,120,3,7,6,0,132,85,6,6,3,0,98,82,9,4,3,0,99,36,0,12,4,0,49,17,3,4,3,3,26,3,0,3,6,0,12,0,0,0,3,0,4,881,37,71,48,12,1043,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,7,3,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,9,5,0,0,0,0,5,9,3,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,9,4,3,3,75,66,0,0,0,3,71,21,3,0,4,3,34,1032,51,71,51,17,1226
LGA34830,0,19,11,0,0,0,0,11,14,0,0,0,0,12,9,0,0,0,0,13,11,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,3,0,0,113,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,127,0,3,0,0,128
LGA34860,3,454,400,73,60,30,8,576,439,64,59,41,4,604,391,55,64,53,10,574,290,60,74,43,3,468,208,32,48,53,3,343,43,18,22,50,0,130,13,7,24,30,3,77,10,5,36,30,0,79,3669,391,526,372,57,5013,150,0,3,5,5,162,110,3,0,0,0,120,108,8,5,5,3,130,134,9,16,5,0,166,143,4,10,5,0,170,98,12,12,6,3,137,95,3,7,7,3,120,95,6,18,11,3,136,79,8,13,3,0,109,64,7,10,11,4,97,33,3,11,14,0,65,19,3,15,20,0,60,3,0,18,16,0,40,1144,69,146,118,27,1511,317,14,13,14,10,367,91,12,16,13,28,151,5213,488,702,518,116,7036
LGA34880,8,402,389,57,59,22,9,526,426,56,108,23,4,621,428,75,80,33,14,634,336,57,93,29,8,526,219,36,69,14,7,341,55,16,46,24,3,143,14,10,18,25,3,67,7,8,11,16,3,41,3259,376,576,207,60,4477,268,0,0,5,7,282,146,0,5,3,0,153,140,3,17,9,0,172,144,13,19,5,0,177,171,14,22,6,0,209,195,8,38,10,0,253,187,18,25,10,4,241,190,13,37,4,4,246,166,15,31,14,6,234,163,18,41,21,7,242,67,4,29,17,3,119,31,7,15,15,3,69,9,3,20,5,0,41,1881,109,286,125,38,2443,219,13,25,8,4,264,103,3,13,29,26,170,5458,506,906,367,125,7361
LGA35010,33,6929,6144,1026,645,87,51,7955,6273,1099,713,112,46,8246,5603,1021,705,100,46,7473,4382,854,652,90,28,6016,2332,507,429,67,33,3369,675,251,204,45,24,1198,98,77,92,25,5,304,34,30,27,14,4,104,50583,6395,4963,690,357,62990,7591,13,48,41,40,7735,4784,31,134,37,31,5018,2867,69,239,52,15,3239,2910,158,341,127,22,3567,3121,180,451,113,12,3877,3485,277,522,124,31,4437,3388,273,501,125,27,4305,2926,249,492,105,19,3784,2539,210,449,143,34,3376,1918,215,438,115,29,2709,882,200,304,105,24,1513,327,84,142,48,14,606,91,41,52,37,4,227,36815,1996,4102,1161,301,44381,3059,151,237,70,62,3575,1522,89,108,72,250,2048,91982,8627,9412,1999,969,112990
LGA35250,0,10,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,48
LGA35300,0,768,690,47,21,7,3,770,708,45,30,3,3,783,724,35,17,0,9,784,459,26,27,3,6,526,250,12,21,7,3,289,92,9,7,6,0,108,27,5,3,3,0,44,4,0,0,0,3,11,6479,238,167,35,50,6964,275,0,0,3,0,278,156,0,0,3,0,161,161,0,13,7,0,176,180,3,12,0,3,193,171,7,13,0,0,192,158,4,4,3,0,167,120,5,8,3,3,137,116,0,3,4,3,130,113,7,10,0,0,134,66,6,3,3,0,82,36,5,0,0,0,51,15,0,10,3,0,31,8,0,7,3,0,18,1571,37,79,26,17,1742,409,3,11,3,3,431,164,5,3,4,13,187,8625,282,263,70,82,9320
LGA35600,0,123,110,18,25,10,3,153,85,8,28,13,0,134,119,19,24,18,3,181,117,16,15,17,0,170,68,12,22,11,0,115,19,4,11,3,3,48,0,0,4,3,0,9,0,0,3,8,0,12,981,94,175,96,13,1365,63,0,0,0,0,63,41,0,0,0,0,44,34,0,5,3,0,43,40,0,4,3,0,44,35,3,5,0,0,38,40,0,3,0,0,45,38,3,3,3,3,48,32,7,9,0,0,43,47,0,9,0,0,56,25,0,12,3,0,37,11,0,3,3,0,17,7,0,4,0,0,12,0,0,0,0,0,3,405,16,49,19,6,494,53,0,8,6,0,71,30,0,4,14,11,57,1467,113,236,131,32,1987
LGA35670,0,17,17,0,0,0,0,22,19,0,0,0,0,23,21,0,0,0,0,24,14,0,0,0,0,12,8,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,165,3,7,0,0,180,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,36,8,0,0,0,0,8,6,0,0,0,0,6,208,3,9,0,0,224
LGA35740,9,1078,959,240,173,21,10,1403,992,291,188,28,10,1506,929,266,216,32,19,1461,700,242,172,34,15,1165,448,183,120,24,4,781,119,91,62,11,4,287,9,30,21,6,0,72,9,4,3,3,0,30,7588,1608,1222,197,85,10693,1154,3,5,11,9,1184,608,0,18,8,3,638,443,11,35,5,3,495,458,36,61,15,0,571,550,51,87,18,11,714,679,77,158,23,0,943,678,79,164,32,7,963,705,80,145,38,5,974,633,95,172,30,14,939,508,80,169,38,8,806,237,68,86,31,3,431,100,34,50,27,0,210,21,23,14,10,0,72,6787,637,1168,281,68,8948,471,47,63,11,11,606,215,22,32,27,36,332,15070,2316,2486,513,201,20581
LGA35760,4,238,175,24,43,31,0,274,208,34,62,37,7,343,180,43,72,33,3,330,191,28,56,33,4,313,132,23,54,29,3,245,45,10,35,33,4,129,20,14,26,37,0,89,0,4,24,22,4,54,1805,204,453,303,36,2793,121,0,0,9,0,129,80,0,0,3,0,81,97,0,4,6,0,110,85,0,5,6,0,103,80,3,8,3,0,94,95,5,13,3,0,118,117,6,15,8,3,145,95,8,23,5,0,133,92,7,10,10,0,118,93,4,19,8,3,130,43,5,10,15,3,79,14,3,17,15,0,43,3,0,17,20,0,40,1007,38,135,103,20,1312,103,14,15,17,3,142,74,4,8,21,11,126,2986,259,617,445,75,4374
LGA35780,0,68,64,0,0,0,0,67,51,3,3,0,0,60,56,3,3,0,0,62,43,3,4,3,0,46,34,0,3,0,0,35,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,531,9,18,5,4,570,27,0,0,4,0,33,21,0,0,0,0,21,25,0,4,0,0,31,16,0,0,0,0,16,17,0,0,0,0,19,19,0,0,0,0,19,17,0,0,0,0,19,11,0,0,0,0,16,16,0,0,0,0,14,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,7,7,5,3,199,35,0,0,0,0,35,14,0,5,0,0,23,761,20,25,12,7,822
LGA35790,0,31,34,3,0,0,0,31,47,4,0,0,0,55,41,0,0,0,0,41,51,0,0,0,0,52,26,0,0,0,0,26,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,329,11,3,0,0,345,13,0,0,0,0,16,23,0,0,0,0,23,26,0,0,0,0,26,21,0,0,0,0,20,22,0,0,0,0,24,24,0,0,0,0,25,27,0,0,0,0,27,22,0,0,0,0,22,15,0,0,0,0,15,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,209,0,4,3,0,214,17,0,0,0,0,17,8,0,0,0,0,11,569,11,4,3,3,591
LGA35800,0,54,43,0,4,5,0,58,47,3,5,8,0,63,63,5,21,12,0,108,57,10,15,17,0,100,34,10,18,13,0,67,5,8,8,0,3,25,0,3,8,4,0,18,0,0,5,4,0,13,447,43,117,83,11,700,9,0,0,0,0,9,12,0,0,0,0,17,14,0,0,0,0,14,11,0,0,0,0,14,19,0,0,0,0,16,16,0,0,0,0,16,19,0,0,0,0,20,17,0,0,3,3,26,16,0,3,0,0,19,17,0,5,0,0,20,5,3,4,0,0,11,3,0,5,0,0,7,0,0,0,0,0,3,151,7,21,10,3,184,24,0,11,4,0,38,17,3,3,8,3,31,638,54,142,100,13,945
LGA36070,0,12,19,0,0,0,0,16,10,0,0,0,0,10,9,0,0,0,0,9,13,0,0,0,0,8,4,0,0,0,0,11,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,0,5,0,0,114,7,0,0,0,0,7,10,0,0,0,0,10,6,0,0,0,0,6,8,0,0,0,0,7,8,0,0,0,0,8,10,0,0,0,0,10,14,0,0,0,0,13,14,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,86,0,3,0,0,95,4,0,0,0,0,4,5,0,0,0,0,3,198,3,9,0,3,209
LGA36150,0,24,23,0,3,3,0,29,16,0,3,3,0,21,15,0,6,0,0,25,23,3,6,3,0,34,5,0,6,8,0,22,3,3,5,4,0,12,0,0,0,8,0,10,0,0,0,3,0,5,173,20,33,38,3,269,3,0,0,0,0,3,5,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,9,6,0,0,0,0,6,0,3,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,48,9,5,3,0,59,18,6,3,0,0,24,4,0,0,3,0,7,242,25,37,43,7,365
LGA36250,4,2105,1962,412,216,44,18,2656,2059,436,265,45,22,2824,1948,444,294,37,20,2740,1607,432,242,31,22,2338,896,256,167,32,15,1367,250,135,79,13,3,484,46,41,30,9,3,121,16,12,13,12,3,58,16729,2815,1760,287,145,21733,3057,3,17,25,22,3115,1808,11,63,25,8,1916,958,15,85,30,6,1096,971,62,112,26,6,1173,1038,93,153,27,9,1316,1161,123,188,40,10,1520,1211,109,206,34,11,1571,1117,124,189,47,14,1485,1035,142,190,51,13,1432,790,140,200,64,10,1202,367,91,120,35,3,616,151,34,63,25,7,277,40,16,32,10,3,103,13701,965,1607,438,124,16833,1071,63,70,22,17,1254,491,35,42,29,64,654,31995,3878,3479,768,354,40472
LGA36300,0,41,39,9,4,0,0,53,43,3,0,0,0,50,29,3,0,3,0,40,30,3,9,4,0,42,13,7,3,3,0,26,4,0,3,0,0,11,3,0,0,0,0,4,0,0,3,0,0,3,391,32,41,22,6,488,40,0,0,0,0,40,30,0,0,0,0,30,19,0,0,0,0,23,17,0,0,0,0,20,14,0,3,0,0,13,14,3,0,0,0,18,16,0,0,0,0,20,24,0,3,0,0,25,0,0,0,0,0,4,17,0,0,0,0,16,4,0,0,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,196,3,16,5,3,223,10,0,0,0,0,12,9,0,0,0,3,11,607,34,60,31,7,734
LGA36370,10,2403,2249,156,129,14,22,2571,2393,179,165,35,12,2793,2374,220,172,32,21,2825,2036,167,151,34,25,2415,1073,105,138,28,14,1357,269,42,66,37,3,421,38,14,27,11,0,95,17,12,21,19,0,65,20184,1184,1213,261,143,22987,1929,6,6,22,15,1972,1173,3,22,13,7,1215,883,4,40,9,4,948,965,13,61,10,3,1052,918,28,65,12,6,1037,894,29,72,21,11,1027,914,36,57,18,11,1040,868,20,80,18,3,993,823,39,74,29,8,980,590,37,69,16,15,728,295,18,51,21,5,387,94,15,26,12,3,146,37,3,22,19,3,90,10389,261,647,219,98,11611,1301,38,46,21,27,1431,444,11,31,34,64,587,32317,1491,1936,537,332,36613
LGA36510,4,648,575,109,96,18,12,806,637,116,111,20,9,898,582,128,127,38,5,878,487,118,132,37,7,781,282,71,116,44,12,523,84,37,80,57,6,265,17,21,40,25,5,100,12,3,30,23,3,71,4880,739,909,289,81,6902,663,4,3,7,10,683,369,0,11,5,3,390,220,3,12,3,3,242,227,15,33,20,3,297,306,23,42,16,4,395,348,37,56,18,7,463,386,33,58,14,3,500,383,33,70,13,8,501,335,34,86,27,5,494,254,29,88,39,3,414,137,25,63,37,3,261,43,20,38,27,3,136,17,11,31,30,3,85,3674,269,587,253,72,4859,287,13,49,23,9,387,153,7,43,26,40,269,8995,1033,1588,593,197,12414
LGA36580,6,349,305,34,41,16,6,405,320,45,41,15,3,421,312,48,65,14,9,444,252,51,69,35,8,414,123,35,56,33,3,248,37,18,34,21,5,117,10,6,20,17,0,54,3,0,7,20,0,36,2583,300,456,188,58,3584,224,0,0,8,3,237,155,4,5,9,4,163,125,5,4,3,0,140,152,7,10,6,8,179,146,9,24,8,6,188,143,13,24,12,4,189,178,6,20,10,5,217,167,9,31,11,0,218,166,13,39,13,4,234,139,9,32,15,4,197,58,11,25,10,0,104,24,5,14,11,0,57,11,3,3,9,0,25,1682,99,223,118,37,2148,132,5,30,16,0,183,100,8,16,20,23,170,4492,417,724,346,119,6093
LGA36630,7,596,531,54,85,19,13,704,603,80,92,36,7,816,648,66,87,25,13,842,474,66,108,51,6,710,308,46,96,52,9,502,70,20,73,43,8,219,12,10,42,24,0,92,4,9,37,23,9,83,4821,445,770,312,88,6435,472,0,5,7,6,491,283,0,10,6,0,297,243,0,15,14,3,274,252,9,18,9,0,281,288,11,32,14,5,353,313,7,31,18,10,377,307,12,35,8,7,371,320,6,27,5,3,368,318,8,51,17,4,401,230,15,45,13,9,310,110,12,53,35,0,213,27,6,34,15,0,82,20,5,16,20,3,63,3187,98,362,168,49,3861,340,8,33,13,8,399,136,3,15,49,42,248,8487,553,1179,539,190,10946
LGA36660,0,677,643,92,90,23,4,852,722,103,108,25,8,974,742,95,128,35,9,1018,637,101,132,54,12,931,349,56,126,53,16,598,104,47,83,52,4,297,20,18,57,35,3,133,5,6,29,26,3,69,5677,667,936,339,87,7706,644,0,5,14,9,668,329,3,11,5,4,350,261,9,24,6,0,293,282,15,21,7,3,329,304,14,42,8,4,369,394,15,32,12,3,456,374,27,60,20,8,484,381,22,54,22,5,484,357,15,50,16,4,445,357,16,64,30,4,471,134,19,54,35,3,243,49,8,19,21,3,101,22,4,20,35,3,94,3887,168,448,233,51,4793,417,29,29,20,15,506,180,8,28,43,54,319,10160,868,1442,638,205,13319
LGA36720,42,6363,5773,1116,727,125,48,7791,6123,1220,777,124,56,8296,5480,1206,816,145,61,7706,4418,949,775,107,54,6299,2457,641,486,93,42,3716,637,280,209,85,16,1219,121,96,88,54,6,363,30,26,33,28,3,126,46336,7049,5341,913,424,60067,5919,12,40,38,44,6056,3972,23,98,25,27,4141,2650,48,213,38,24,2975,2519,139,391,107,21,3185,2806,255,448,112,19,3638,3371,270,614,129,25,4404,3153,349,593,120,28,4237,3009,323,619,132,28,4110,2793,321,566,140,43,3863,2111,292,591,137,31,3169,1011,200,378,156,18,1759,331,101,168,92,7,693,93,45,94,63,6,297,33729,2378,4813,1283,313,42514,2783,172,245,86,60,3342,1196,118,155,102,234,1813,84046,9719,10554,2389,1029,107729
LGA36820,4,397,355,50,76,10,6,504,407,66,81,39,8,603,402,72,93,32,12,612,367,66,101,39,0,580,235,50,82,33,8,408,71,12,51,37,3,179,11,16,37,14,0,86,8,6,18,18,0,47,3284,412,673,255,69,4689,412,0,0,0,3,419,168,0,0,0,5,173,188,0,7,4,0,201,182,8,26,12,3,237,187,8,30,5,3,233,240,13,37,15,0,298,270,14,44,13,3,348,269,23,41,15,8,352,269,24,52,12,6,360,263,11,49,24,3,355,116,9,40,15,3,178,43,10,18,24,3,97,19,9,15,14,0,54,2628,135,367,150,40,3323,279,13,33,13,8,344,134,12,14,15,37,205,6314,569,1088,434,153,8561
LGA36910,31,4270,4079,446,301,48,36,4913,4326,540,378,106,30,5383,4152,457,379,117,30,5138,3447,416,442,107,43,4449,1995,306,362,106,32,2799,579,142,218,107,10,1053,97,64,112,62,11,343,30,29,73,60,3,192,35997,3185,2928,834,285,43225,3260,3,18,32,25,3338,2187,14,42,13,11,2269,1541,18,81,31,13,1688,1701,62,143,47,15,1963,1658,86,137,69,9,1961,1793,100,167,51,16,2122,1721,82,184,61,16,2071,1596,93,173,65,13,1948,1547,104,182,73,22,1921,1165,108,212,79,12,1579,636,65,177,68,9,949,239,45,95,61,7,448,74,16,66,59,8,225,19124,806,1677,707,173,22486,2211,73,86,76,41,2496,797,41,67,113,134,1151,58128,4100,4771,1727,638,69361
LGA36950,0,121,119,7,7,0,0,134,94,3,0,0,0,100,99,7,9,0,0,112,96,4,4,0,0,105,52,8,4,0,0,63,14,0,4,3,0,21,7,0,0,0,0,5,3,0,0,0,0,4,945,44,44,6,7,1042,21,0,0,0,0,19,32,0,0,0,0,37,30,0,3,0,3,36,34,0,3,0,0,35,26,0,0,0,0,30,29,0,0,0,0,35,28,0,0,0,0,33,19,0,0,0,0,21,27,0,5,0,0,32,13,0,0,0,0,12,8,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,277,11,24,0,10,315,59,3,4,0,0,63,66,0,6,0,8,84,1347,61,71,7,22,1505
LGA36960,0,90,64,0,0,0,0,64,53,0,3,0,0,61,67,0,0,0,0,70,54,0,4,0,0,61,26,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,531,11,16,0,0,566,12,0,0,0,0,12,49,0,0,0,0,47,43,0,3,0,0,46,51,0,0,0,0,56,44,0,0,0,0,44,30,0,0,0,0,29,41,0,0,0,0,40,27,0,0,0,0,30,28,0,0,0,0,27,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,343,3,8,0,0,351,31,0,3,0,0,33,30,0,3,0,3,38,935,17,28,0,4,996
LGA37010,17,5498,5383,439,300,47,29,6204,5317,500,360,60,27,6261,4838,464,323,44,36,5705,3834,448,335,54,37,4711,2028,230,214,58,22,2552,585,116,93,30,9,838,99,34,37,15,3,187,29,18,15,13,3,77,46089,2946,2429,387,254,52107,3929,9,19,17,20,3988,3464,13,58,9,12,3554,2030,17,97,11,5,2170,1950,47,161,26,4,2193,1943,79,188,32,6,2253,1977,84,173,54,11,2301,1800,90,203,34,22,2145,1699,85,184,35,14,2018,1490,81,207,37,15,1836,1141,71,207,50,11,1474,534,53,115,41,10,755,180,36,54,25,5,301,82,12,29,19,4,138,22227,673,1698,379,160,25132,2821,69,126,40,42,3100,1063,31,65,43,129,1328,72205,3717,4322,850,579,81678
LGA37300,4,68,79,8,4,0,3,98,86,11,8,0,0,101,100,11,0,0,0,109,56,3,0,0,0,60,24,3,4,0,0,31,9,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,698,36,22,0,6,773,40,0,0,0,0,40,10,0,0,0,0,13,21,0,0,0,0,24,37,0,0,0,0,39,32,0,0,0,0,32,23,0,5,0,0,29,18,0,3,0,3,29,21,3,0,0,0,25,11,0,0,0,0,13,14,0,3,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,238,6,17,0,3,267,52,0,0,0,0,58,21,0,0,0,3,25,1017,49,45,4,10,1123
LGA37310,12,1136,1033,128,121,47,16,1338,996,117,112,62,19,1303,935,112,154,54,7,1259,726,105,155,78,19,1090,407,80,133,79,11,702,145,29,104,68,6,352,22,13,55,49,0,141,13,8,43,42,3,109,8465,788,1107,547,115,11026,550,0,3,19,8,578,310,0,13,8,9,339,278,3,14,11,0,306,291,14,32,21,4,357,342,22,30,18,6,417,319,15,33,13,3,378,343,12,39,18,4,415,295,14,35,11,7,363,244,18,50,23,8,345,188,28,57,23,3,295,96,13,37,29,5,181,46,8,33,44,0,132,16,0,35,29,6,82,3315,152,394,257,75,4190,582,24,53,17,13,686,212,5,26,54,30,330,12571,970,1582,877,240,16235
