LGA_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA52310,3,18,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,4,33,17,23,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,29,22,0,3,54,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,7,3,80,16,13,0,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,9,46,0,0,49,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,68,4,0,85,34,40,0,3,73,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,4,3,0,0,13,3,0,0,0,4,0,0,0,0,3,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
LGA52590,15,32,0,3,60,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,7,11,0,0,17,0,0,0,0,0,0,13,0,0,12,3,12,0,0,13,0,3,0,0,3,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,3,0,0,0,3,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,0,4,0,0,4,35,100,4,5,147,59,32,0,7,91,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,21,7,0,0,27,0,0,0,0,0,4,6,0,0,12,6,3,0,0,10,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9
LGA52660,12,7,3,0,21,0,0,0,0,0,3,7,0,0,15,0,0,0,0,0,5,13,0,0,21,3,3,0,3,13,0,4,0,0,10,0,5,3,0,7,0,9,0,0,11,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,8,0,0,9,0,8,0,0,7,0,0,0,0,4,0,0,0,0,0,4,3,0,0,5,0,3,0,0,3,0,10,0,0,11,0,3,0,0,6,48,86,11,6,152,39,19,0,0,58,0,0,0,0,0,16,4,0,0,22,0,0,0,0,0,47,19,0,0,69,3,0,0,0,3,15,4,0,0,15,3,7,0,0,14,10,4,0,0,19,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,19,4,0,0,27,20,0,0,0,23,0,0,0,0,0,5,4,0,0,9,20,7,3,0,25,4,0,0,0,5,18,5,0,0,26
LGA52730,13,0,0,0,16,0,0,0,0,0,7,6,3,0,11,0,0,0,0,0,11,12,0,0,23,0,0,0,0,0,0,9,3,0,11,4,9,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,7,9,0,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,48,58,10,0,114,75,20,0,0,94,3,0,0,0,3,22,11,0,0,27,0,0,0,0,0,46,12,0,0,57,0,0,0,0,3,13,20,0,0,28,19,18,0,0,34,0,6,0,0,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,31,6,0,0,34,3,3,0,0,6,0,0,0,0,3,14,3,0,0,16,27,3,0,0,30,12,0,0,0,11,17,5,0,0,17
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,19,0,0,0,0,0,3,14,0,0,13,0,4,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,10,46,0,0,58,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5
LGA52870,14,22,3,3,38,0,0,0,0,0,0,9,0,0,9,3,0,0,0,5,5,4,0,0,6,0,6,0,0,6,0,9,0,0,5,0,4,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,5,0,0,9,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,35,72,4,3,118,56,30,0,0,92,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,19,13,0,0,32,0,0,0,0,0,9,9,0,0,16,11,11,0,0,22,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,8,13,8,0,0,14,0,0,0,0,0,3,0,0,0,3,6,0,0,0,7,0,0,0,0,4,17,3,0,0,20
LGA52940,12,29,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,0,56,19,20,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53010,12,23,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,38,22,34,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,16,0,0,27,0,0,0,0,0,7,9,0,0,12,0,4,3,0,9,0,3,0,0,7,0,0,0,0,3,3,3,0,0,9,4,9,0,0,9,15,25,3,0,44,4,5,0,0,6,0,0,0,0,0,0,0,0,0,3,8,11,3,0,21,0,0,0,0,0,6,3,0,0,9,12,4,0,0,18,78,96,16,0,195,0,0,0,0,3,0,0,0,0,0,10,3,0,0,6,0,0,0,0,0,38,11,0,0,52,8,0,0,0,9,10,3,0,0,11,6,3,0,0,7,3,0,0,0,3,3,0,0,0,3,4,0,0,0,9,5,0,0,0,5,33,4,0,0,39,5,6,0,0,11,0,0,0,0,0,12,0,0,0,10,25,3,0,0,33,16,0,0,0,16,16,5,0,0,18
LGA53220,5,14,0,0,19,23,9,13,0,46,0,3,0,0,3,0,0,0,0,0,13,22,0,3,33,0,3,0,0,3,0,11,3,0,13,0,3,0,0,9,4,6,0,0,15,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,3,3,0,0,10,3,4,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,0,0,9,0,0,0,0,4,7,3,0,0,8,6,4,0,0,10,62,102,24,4,188,10,22,0,0,29,17,0,0,0,15,4,0,0,0,10,0,0,0,0,0,21,4,0,0,23,0,0,0,0,0,3,3,0,0,5,4,7,0,0,7,7,3,3,0,12,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,9,0,0,0,13,9,0,0,0,14,0,0,0,0,0,3,0,0,0,3,11,3,0,0,11,0,0,0,0,0,13,5,0,0,22
LGA53290,32,82,0,0,116,0,4,3,0,8,7,11,0,0,11,0,0,0,0,3,15,32,0,0,50,4,11,0,0,15,3,39,3,0,39,6,22,7,0,32,10,11,0,0,25,3,0,0,0,3,0,8,0,0,7,0,3,0,0,4,6,17,0,0,27,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,3,0,0,3,9,22,0,0,31,4,11,0,0,17,100,280,26,3,410,92,110,0,3,204,3,0,0,0,3,12,12,0,0,22,0,0,0,0,0,43,23,0,0,72,5,3,0,0,10,11,17,0,0,26,4,10,0,0,15,21,7,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,19,9,0,3,31,17,4,0,0,18,0,0,0,0,0,15,4,0,0,20,15,17,0,3,30,0,0,0,0,3,19,20,0,0,41
LGA53360,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,23,0,0,29,0,0,0,0,3,0,15,0,0,15,0,3,0,0,3,7,10,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,23,71,3,0,94,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,13,3,0,0,19,0,0,0,0,0,3,4,0,0,6,0,5,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6
LGA53430,8,11,3,0,21,13,11,0,0,19,21,71,24,0,112,6,7,0,0,12,79,125,19,0,223,11,48,6,0,64,30,134,29,7,194,8,80,28,0,116,17,37,8,0,66,13,8,3,0,18,20,31,0,0,55,19,37,3,0,54,114,156,19,4,294,18,39,0,0,56,9,6,5,0,16,13,10,0,0,22,26,47,12,0,82,13,22,0,0,30,30,47,4,0,83,46,69,5,0,118,504,990,161,12,1666,17,10,0,0,28,8,0,0,0,8,53,33,0,0,85,3,0,0,0,3,168,38,3,0,211,9,13,0,0,28,105,78,0,3,189,60,58,13,0,126,55,5,3,3,64,31,0,0,0,32,16,0,0,0,22,20,10,0,0,29,213,48,4,0,266,36,8,0,3,52,15,0,0,0,20,74,4,0,0,80,160,41,0,0,197,112,15,0,0,129,93,47,0,0,140
LGA53570,22,31,3,0,56,0,3,0,0,3,3,8,0,0,8,3,0,0,0,3,5,21,0,0,27,0,0,0,0,3,0,10,0,0,16,0,4,0,0,10,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,7,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,3,0,0,9,62,93,7,0,161,73,40,3,0,121,0,0,0,0,0,10,0,0,0,14,0,0,0,0,3,30,5,0,0,42,0,0,0,0,0,0,7,0,0,11,7,0,0,0,14,7,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,12,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,3,0,0,3,14,3,0,0,21
LGA53640,17,46,0,0,62,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,22,63,8,0,95,21,45,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,3,0,0,3,7,0,0,0,5,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
LGA53710,13,23,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,0,47,21,12,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
LGA53780,0,5,0,0,9,8,14,3,0,26,21,113,9,4,150,0,9,0,0,7,112,177,24,7,327,17,29,10,0,53,41,103,18,0,162,12,62,11,0,82,83,71,4,0,159,7,6,0,0,15,29,17,0,0,51,9,23,8,0,44,71,62,3,0,134,28,35,7,6,67,4,9,0,0,11,10,18,0,0,26,46,59,4,0,110,6,10,0,0,17,51,91,0,5,146,43,65,13,0,119,590,989,122,23,1722,19,6,0,0,24,8,0,0,0,8,86,34,3,0,126,8,0,0,0,8,333,96,0,7,440,16,14,0,0,32,101,57,10,0,166,24,57,0,0,80,202,29,0,0,232,9,7,0,0,11,25,0,0,0,25,15,8,0,0,19,167,30,0,0,195,145,32,0,3,173,10,3,0,0,17,79,8,0,0,91,165,43,0,0,211,27,3,0,0,31,243,60,0,0,310
LGA53800,34,95,0,3,131,5,0,4,0,11,5,34,5,3,45,0,0,0,0,0,34,109,20,0,159,0,17,0,0,19,11,72,9,0,90,0,22,10,0,37,21,30,14,0,61,0,3,0,0,7,12,14,0,0,27,3,14,3,0,24,16,65,3,3,85,5,30,8,0,41,0,9,3,0,11,6,4,0,0,15,19,44,3,0,68,9,3,0,0,8,7,59,3,0,68,19,34,3,0,58,215,648,93,10,967,77,89,0,3,173,6,4,0,0,9,27,12,0,3,38,3,3,0,0,8,133,54,0,0,187,6,3,0,0,13,29,55,0,0,84,15,33,0,0,53,52,18,0,0,71,4,0,0,0,8,5,0,0,0,10,4,3,0,0,12,67,14,0,0,81,42,11,0,0,61,3,0,0,0,3,22,4,0,0,29,78,13,0,3,99,11,0,0,3,15,89,46,0,0,138
LGA53920,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,21,15,5,0,44,3,3,0,0,8,12,16,4,0,35,0,0,0,0,0,22,25,4,0,54,0,7,0,0,9,4,20,10,0,31,0,3,4,0,5,3,9,0,0,13,0,0,0,0,4,0,3,0,0,10,0,3,0,0,4,13,20,0,0,33,10,5,0,0,12,0,0,0,0,3,3,3,0,0,6,4,12,3,0,18,0,0,0,0,0,10,12,0,0,17,0,11,0,0,20,112,168,28,0,312,77,50,0,3,133,0,0,0,0,3,20,9,0,0,32,3,0,0,0,3,91,35,0,6,125,3,3,0,0,3,22,12,0,0,39,13,3,0,0,18,10,3,0,0,20,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,28,14,0,0,35,39,8,0,0,49,3,0,0,0,3,11,3,0,0,19,39,4,0,0,47,9,3,0,0,9,43,14,0,0,59
LGA54060,4,16,0,0,23,0,7,0,0,7,0,6,0,0,4,0,0,0,0,0,0,12,0,0,12,0,3,0,0,3,3,9,3,0,13,3,0,0,0,3,4,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,60,5,0,92,8,10,0,0,26,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,24,6,0,0,34,3,0,0,0,3,4,3,0,0,5,0,8,0,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,8,0,0,12
