LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA18450,178,80,40,3337,3124,73,327,85,47,3660,3197,127,358,77,45,3805,4006,138,439,58,71,4709,6040,288,610,77,81,7097,7238,383,517,51,70,8267,8341,483,585,61,76,9547,8621,646,566,33,62,9932,6015,443,386,26,49,6922,5224,500,299,30,29,6083,4036,259,174,16,20,4512,5410,489,204,11,20,6141,1686,482,254,19,13,2455,936,70,100,18,74,1200,67103,4461,5059,806,711,78143
LGA18500,46,20,5,476,621,26,96,23,9,772,673,43,104,28,8,860,793,52,122,26,13,1008,1193,109,180,27,9,1523,1391,154,203,28,19,1799,1724,189,217,25,18,2176,2046,273,242,39,22,2630,1400,222,200,24,15,1862,1065,263,178,15,12,1533,871,175,149,15,8,1215,1255,367,234,39,13,1904,599,814,263,105,11,1795,209,50,50,10,19,347,14294,2794,2323,488,197,20092
LGA18710,17,7,3,112,102,3,31,25,6,160,125,16,46,13,0,203,128,5,47,17,4,211,217,19,53,24,5,326,288,31,58,16,3,391,309,36,63,16,3,429,333,41,49,18,4,442,187,33,38,4,0,268,157,43,30,10,3,236,122,30,17,13,0,175,153,24,40,11,0,233,57,37,22,7,3,126,36,3,15,3,5,63,2305,324,530,210,51,3423
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,3,0,11,21,3,3,0,0,24,23,3,3,10,0,41,27,4,15,5,3,57,51,8,14,10,3,84,76,9,13,13,0,105,76,9,21,3,0,110,87,9,16,5,3,120,46,7,11,0,3,70,31,9,11,3,0,59,21,4,9,0,0,40,29,3,9,0,0,48,5,7,8,0,0,26,13,4,7,3,0,30,526,79,159,72,13,846
LGA19499,939,174,77,3849,3820,260,2162,178,154,6583,4682,498,2945,203,187,8520,6261,639,3501,169,235,10803,8914,1278,4797,200,288,15476,9332,1717,4905,143,291,16387,10723,2314,5589,137,315,19077,10878,2898,5773,99,312,19961,6945,2053,3893,51,143,13076,5266,1907,2729,65,108,10075,3120,1043,1492,20,64,5739,3772,1211,1563,44,74,6653,1316,814,718,44,48,2938,1527,372,690,70,255,2913,79641,17188,41955,1991,2587,143362
LGA19799,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,9,0,3,0,0,12,8,0,0,0,0,10,6,3,3,0,0,14,4,0,0,0,0,4,8,0,0,0,0,9,4,0,0,0,0,4,12,0,0,0,0,11,11,0,0,0,0,16,0,0,0,0,0,0,65,7,16,0,3,90
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,23,13,9,265,137,15,38,28,0,221,199,22,46,43,14,325,260,17,62,22,7,369,375,53,95,23,7,550,467,63,56,13,8,606,465,65,77,20,10,635,389,54,59,14,5,525,259,38,26,10,3,345,168,42,36,0,6,253,127,9,14,0,3,157,118,20,20,3,3,168,28,19,21,0,0,72,49,3,8,10,5,85,3276,436,589,233,88,4617
LGA20260,14,11,3,184,161,8,26,26,9,239,166,16,35,22,4,238,238,17,50,19,3,323,411,32,45,26,8,522,571,22,38,23,12,657,547,37,49,15,8,652,554,38,41,22,3,655,332,21,27,10,5,392,267,27,23,0,0,321,179,22,13,6,0,216,163,20,16,4,4,210,35,25,17,3,0,87,68,3,5,7,4,98,3852,308,412,232,61,4865
LGA20570,83,61,32,1998,1821,55,151,65,38,2126,1864,69,204,61,46,2247,2490,109,223,44,38,2891,3789,215,309,56,51,4418,4896,281,285,44,68,5576,5740,278,295,39,49,6397,5434,337,288,29,51,6141,3566,276,143,21,31,4043,2775,235,106,6,20,3153,1818,141,85,8,12,2071,1879,257,121,8,7,2281,622,301,142,24,17,1103,572,43,41,16,35,711,39214,2649,2497,619,510,45492
LGA20660,117,49,21,1956,1715,68,205,52,21,2066,1532,95,211,45,37,1914,1828,122,232,33,20,2243,2834,234,340,44,37,3494,3750,280,312,41,35,4410,4400,320,315,31,53,5126,4829,364,317,35,33,5588,3417,346,212,15,25,4015,2733,347,160,17,25,3277,1818,190,109,14,12,2134,1689,309,140,9,16,2164,812,378,172,15,6,1392,545,65,37,20,34,696,33779,3173,2913,511,383,40759
LGA20740,47,30,9,517,404,17,75,33,16,548,517,42,113,35,20,721,613,53,125,24,15,826,976,84,177,38,24,1298,1045,100,158,34,19,1356,1009,69,172,26,17,1295,870,94,139,19,15,1135,474,69,90,16,8,657,380,59,66,12,4,520,235,36,26,11,3,305,247,63,44,4,3,362,88,68,28,10,5,204,136,21,36,10,25,231,7455,813,1320,337,181,10097
LGA20830,57,49,19,881,684,26,138,64,21,927,679,48,126,47,11,915,814,68,175,46,17,1127,1373,114,193,53,24,1763,1600,131,212,36,26,2004,1727,146,210,26,31,2135,1551,167,179,21,22,1943,1026,130,122,11,8,1301,800,94,92,13,11,1011,583,66,45,8,3,706,541,102,72,8,11,745,230,100,56,14,11,414,224,31,40,18,19,335,12611,1259,1765,518,244,16390
LGA20910,110,42,13,1566,1263,48,181,43,7,1545,1174,92,188,44,24,1517,1283,108,210,44,17,1659,1844,204,285,34,20,2390,2244,259,303,46,28,2875,2815,297,324,34,33,3506,2878,423,367,40,26,3735,1882,353,267,27,14,2546,1521,436,239,39,15,2249,1038,277,131,17,12,1475,1262,505,253,29,9,2064,643,667,259,59,7,1636,313,65,62,8,36,481,21623,3810,3220,613,270,29534
LGA21010,14,11,4,213,179,4,42,28,10,260,196,25,30,30,5,288,263,25,69,25,9,388,384,34,85,15,10,514,527,58,63,14,11,673,532,43,76,9,10,668,499,36,50,3,6,602,343,24,36,7,3,416,262,27,20,6,0,318,169,21,10,0,3,195,163,16,13,0,0,199,51,29,14,3,0,98,71,3,6,9,4,99,3834,347,539,186,80,4981
LGA21110,170,76,23,2978,2769,133,251,95,31,3281,2588,201,283,100,36,3203,2833,229,325,59,43,3491,4121,385,456,87,50,5093,4870,514,479,79,45,5987,6541,513,533,75,51,7713,7474,683,556,69,47,8832,5729,546,428,55,37,6793,5097,701,386,50,30,6267,3631,466,224,27,24,4370,5793,935,371,45,23,7170,3199,1386,460,82,23,5151,889,116,93,24,47,1176,58413,6942,5065,1152,528,72106
LGA21180,91,62,31,2384,2358,84,210,86,55,2787,2446,163,288,95,60,3052,2811,196,309,83,74,3468,4633,380,449,79,90,5632,7050,456,416,64,96,8073,8562,503,435,45,126,9668,8787,618,357,29,71,9861,5806,426,200,18,30,6479,4201,416,140,22,25,4811,2658,240,97,5,25,3029,2929,392,110,6,11,3451,1084,363,115,14,20,1589,1051,84,75,28,82,1322,56772,4422,3325,789,801,66102
LGA21270,8,17,3,136,73,14,23,39,6,148,73,9,32,17,0,129,109,18,33,21,0,182,169,34,32,26,7,268,181,34,22,21,3,273,226,33,34,12,5,315,208,38,25,13,3,287,107,21,13,3,0,144,91,23,15,5,0,132,58,4,5,0,3,71,45,11,9,3,3,69,12,15,8,0,3,41,29,9,6,7,0,48,1488,277,272,264,34,2345
LGA21370,42,56,14,710,453,33,100,65,12,657,582,57,156,65,23,876,743,67,152,49,20,1034,1278,87,205,77,33,1683,1580,139,194,34,24,1971,1840,155,205,27,25,2247,1686,159,180,23,34,2071,924,96,96,15,7,1142,747,94,55,12,8,908,487,52,44,3,4,596,450,81,51,6,9,603,120,86,41,12,14,286,205,28,29,22,30,313,11723,1169,1599,585,265,15338
LGA21450,86,46,19,1422,1049,40,172,69,17,1349,1000,107,159,51,29,1340,1201,111,213,49,18,1591,1944,179,246,62,26,2461,2277,257,274,44,31,2880,2548,279,262,37,34,3160,2275,298,263,15,37,2884,1461,254,163,11,15,1912,1027,242,121,7,8,1409,729,125,66,14,8,933,734,159,78,8,3,978,259,162,74,14,16,515,320,29,57,13,21,441,18165,2287,2269,561,291,23576
LGA21610,207,104,41,3297,2832,121,424,131,50,3552,2677,217,432,116,49,3498,3226,244,551,84,67,4164,5070,412,664,104,75,6323,6216,494,631,71,95,7494,6879,614,685,66,63,8308,6510,764,601,60,59,7998,4411,522,369,37,42,5385,3120,513,263,22,22,3940,2152,288,164,19,10,2630,2079,429,214,18,10,2741,706,500,177,26,14,1424,907,93,92,40,73,1206,49942,5292,5530,1128,676,62565
LGA21670,13,6,9,206,165,7,42,21,5,244,192,15,35,11,3,259,238,10,42,3,12,305,445,19,66,11,10,550,539,32,42,12,13,640,518,29,35,3,4,590,432,17,27,9,6,487,200,16,19,3,0,231,172,15,11,0,3,202,93,6,8,0,0,111,79,18,5,0,0,113,15,11,15,0,0,41,49,7,9,8,7,80,3332,212,376,106,75,4102
LGA21750,40,22,9,413,327,13,58,43,4,457,365,28,71,23,16,505,448,28,105,30,11,624,811,46,113,25,15,1015,957,59,107,28,14,1158,1105,62,108,18,16,1300,1005,86,109,13,17,1223,640,49,70,3,6,771,431,37,51,9,9,536,300,27,26,4,4,365,307,36,36,0,3,387,90,63,34,7,0,188,136,14,22,5,16,194,7289,562,984,289,144,9265
LGA21830,38,30,8,373,245,10,58,27,7,350,236,24,87,44,6,397,304,26,105,22,8,468,485,41,118,32,9,685,540,36,89,21,10,700,665,64,125,30,9,896,643,58,88,17,11,819,364,58,82,14,8,524,309,32,45,7,9,399,179,30,32,5,3,247,235,42,43,7,11,333,109,57,70,11,4,257,105,11,29,11,10,159,4718,508,1062,355,126,6758
LGA21890,127,46,30,2120,2158,57,268,79,43,2608,2147,141,278,60,39,2663,2460,145,372,55,47,3084,3788,277,433,61,66,4623,4762,342,423,51,59,5635,5525,403,467,51,70,6506,5510,463,473,27,55,6524,3734,311,284,16,33,4381,2929,383,203,12,27,3551,1971,202,117,14,7,2310,2228,356,183,19,10,2793,873,351,127,19,16,1388,657,65,46,14,53,839,40801,3572,3839,648,558,49419
LGA22110,59,41,20,691,500,26,129,57,21,733,660,50,182,76,19,984,916,57,185,50,30,1237,1478,108,228,71,36,1921,1744,136,216,32,34,2163,1800,131,198,36,36,2201,1630,131,186,41,27,2016,885,103,123,8,9,1137,675,118,73,10,6,888,383,41,34,15,5,480,383,60,36,5,6,499,116,65,38,14,3,233,183,29,55,31,27,319,11970,1058,1778,583,300,15681
LGA22170,112,66,17,1904,1540,80,208,87,20,1940,1545,110,262,70,31,2021,1883,113,282,64,33,2372,3222,261,378,48,43,3949,4112,298,350,39,54,4853,4697,430,372,48,56,5593,4639,433,360,30,37,5496,3041,417,233,14,21,3723,2253,378,187,11,10,2846,1445,218,112,14,7,1799,1431,350,136,11,14,1940,632,357,143,5,8,1154,613,72,56,21,45,813,32857,3568,3222,653,415,40714
LGA22250,20,21,6,204,135,3,35,24,4,206,157,19,48,17,3,250,187,39,42,28,8,303,345,37,84,21,11,487,394,65,63,24,16,553,433,59,54,15,13,567,421,40,34,4,5,509,224,38,26,0,0,291,161,31,25,0,0,218,101,17,9,0,0,123,108,19,17,0,0,144,31,28,21,3,0,81,57,10,11,3,7,90,2924,406,496,209,78,4106
LGA22310,129,63,18,1807,1665,96,257,64,28,2106,1543,142,270,60,18,2034,1763,157,296,38,26,2285,2505,245,398,59,29,3243,3137,331,404,53,35,3953,3633,366,447,42,29,4504,3856,463,458,35,32,4843,2719,341,303,17,14,3403,2136,414,231,26,10,2823,1415,243,167,7,11,1843,1772,414,260,18,13,2480,765,524,206,26,7,1540,546,78,85,20,36,756,29146,3900,3953,662,315,37975
LGA22410,21,19,3,363,280,17,40,27,8,376,314,12,71,27,8,429,371,18,69,30,4,498,565,39,82,31,13,734,671,52,98,34,8,863,709,45,123,29,9,920,727,56,94,26,7,908,432,26,50,9,8,529,400,34,33,8,6,480,313,15,31,9,8,380,392,29,40,9,3,469,86,51,26,13,3,171,108,15,26,16,14,173,5692,422,830,318,108,7374
LGA22490,25,19,0,141,127,15,38,23,8,204,127,25,37,30,7,224,175,20,63,19,5,282,243,40,65,15,5,368,247,47,85,21,7,405,281,54,43,17,10,405,322,48,55,15,8,442,192,31,18,11,0,254,151,37,29,3,3,217,83,20,11,0,0,111,99,20,8,4,0,137,34,29,21,9,0,95,38,8,14,7,3,70,2213,406,536,218,57,3421
LGA22620,98,56,37,2061,1628,63,188,85,31,1987,1767,86,226,74,32,2187,2289,96,252,58,46,2739,3779,201,342,66,59,4450,5123,242,344,57,71,5841,5562,315,331,44,54,6305,5085,337,313,22,47,5812,3599,289,179,11,15,4094,2690,266,146,16,22,3144,1715,132,87,3,14,1956,2020,238,101,4,11,2378,596,304,110,6,8,1029,588,37,62,34,36,757,38424,2627,2807,677,500,45035
LGA22670,84,80,38,2255,2552,99,231,92,57,3028,2717,191,327,101,54,3389,3372,230,330,74,67,4067,6171,426,491,78,90,7266,11092,583,450,79,158,12352,14754,658,503,63,140,16115,14766,810,465,45,118,16202,9099,557,280,22,57,10005,6676,595,182,22,32,7512,4200,355,111,7,20,4703,5114,549,134,21,24,5850,1950,617,145,22,15,2756,1456,136,72,34,84,1781,86281,5892,3850,900,986,97913
LGA22750,201,113,68,4459,3762,136,373,129,41,4444,4030,209,487,135,77,4931,4850,211,517,102,69,5752,7666,430,672,108,91,8966,9400,460,663,86,110,10724,10975,643,651,67,113,12446,11111,732,667,57,77,12638,7593,576,450,42,51,8711,6037,613,326,34,42,7050,4155,327,199,21,33,4727,4789,555,306,31,28,5707,1694,731,294,32,19,2773,1301,115,102,43,87,1647,81684,5835,5975,1230,911,95635
LGA22830,54,42,23,1092,786,43,98,65,17,1009,937,73,153,79,21,1268,1291,92,177,50,28,1631,2245,188,216,59,25,2732,3004,221,228,48,52,3550,3609,235,223,33,37,4137,3507,268,201,26,39,4045,2201,204,106,12,22,2548,1596,183,87,17,15,1903,1005,85,53,10,11,1163,1039,189,58,6,4,1305,397,161,75,15,11,659,399,39,48,24,48,550,23044,2019,1839,617,352,27867
LGA22910,32,26,11,230,189,17,65,20,3,293,225,21,99,21,10,369,275,33,80,23,13,422,409,51,97,19,11,581,473,46,96,17,7,644,451,50,98,7,7,612,347,44,63,8,14,482,226,45,38,3,0,313,145,29,24,3,0,202,106,14,11,5,0,142,109,25,25,4,3,156,23,29,16,0,0,74,52,4,12,8,12,92,3202,410,759,227,82,4688
LGA22980,11,12,0,79,47,5,24,16,0,94,55,6,29,13,7,108,97,9,28,17,0,151,180,21,32,32,0,271,238,27,32,14,3,312,265,19,33,16,7,333,189,18,38,24,3,270,105,13,31,5,0,149,75,14,17,0,0,108,55,5,12,0,0,80,58,10,7,0,0,77,16,8,10,5,0,43,23,3,3,9,3,37,1470,162,320,189,26,2171
LGA23110,87,36,8,1200,996,43,137,35,26,1235,1013,73,170,35,20,1320,1231,106,153,23,25,1545,2107,140,252,37,39,2579,3181,208,239,29,42,3709,4024,234,278,22,35,4593,4576,350,244,11,39,5221,3191,269,166,15,32,3670,2491,248,122,12,9,2891,1846,151,75,7,15,2097,2563,237,117,15,16,2945,937,251,79,10,17,1285,531,33,38,10,32,640,29856,2387,2186,411,365,35197
LGA23190,24,22,9,442,306,4,40,26,3,386,338,20,52,24,11,443,481,27,54,16,8,588,784,47,90,29,12,968,1020,59,84,23,12,1196,1179,69,93,26,17,1381,997,90,79,16,7,1182,620,61,38,8,3,732,432,60,26,5,9,528,289,35,15,3,0,345,261,54,36,8,0,366,68,59,30,11,0,165,129,8,15,6,12,173,7319,608,678,282,104,8991
LGA23270,141,67,40,2646,2566,120,263,96,60,3113,2764,166,352,75,72,3426,3397,240,383,83,94,4196,6103,458,516,91,101,7264,9352,583,513,57,137,10639,12250,660,496,55,140,13588,12234,788,478,51,130,13679,8193,552,286,28,63,9118,6041,581,184,33,44,6880,4104,355,138,13,25,4628,5171,470,136,16,25,5815,2270,496,109,14,19,2917,1360,112,94,30,102,1699,78483,5655,4120,884,1068,90209
LGA23350,17,22,4,234,159,16,39,34,6,250,152,20,51,26,7,253,198,29,79,21,5,327,328,34,88,32,8,493,371,44,92,13,15,531,473,40,71,21,9,614,480,77,48,11,11,626,356,22,39,5,0,423,279,34,31,3,3,351,163,18,27,3,3,219,155,22,32,0,0,207,41,30,19,8,0,93,53,7,20,10,11,97,3404,399,658,249,83,4795
LGA23430,146,85,32,3128,2762,102,286,84,35,3261,2551,205,293,89,37,3185,3101,234,367,88,57,3839,5023,393,534,82,70,6095,7552,528,518,61,79,8739,9116,626,576,50,89,10461,8956,794,523,57,56,10386,5755,623,340,16,35,6774,4254,695,228,30,30,5247,2795,401,166,23,20,3404,3548,679,204,20,18,4468,1522,695,149,23,24,2409,982,99,83,33,75,1281,60957,6192,4462,940,663,73211
LGA23670,147,69,26,3124,2597,93,261,97,41,3084,2414,200,274,112,49,3048,2948,203,334,65,46,3594,4632,336,490,64,64,5590,6573,438,448,54,59,7575,8317,583,454,55,73,9480,8212,665,458,45,71,9442,5230,509,297,29,28,6092,3981,510,219,20,27,4759,2631,298,133,10,18,3095,3557,452,158,19,19,4202,1527,499,121,8,24,2178,869,86,64,20,56,1095,56559,4941,3900,831,610,66838
LGA23810,53,27,17,1241,1033,32,108,49,21,1249,1150,53,124,28,31,1390,1430,52,123,25,25,1651,2308,107,174,28,27,2646,2794,133,168,25,34,3150,3163,145,177,26,32,3545,2987,183,187,21,35,3411,2156,109,91,10,13,2375,1749,149,64,14,8,1984,1257,106,37,0,9,1410,1971,118,67,3,12,2171,863,137,48,8,6,1065,409,31,29,16,31,515,24533,1375,1477,345,317,28046
LGA23940,14,24,0,124,65,9,39,39,5,157,76,18,44,37,3,180,99,14,54,27,4,198,189,31,68,29,9,321,235,23,61,20,3,343,259,33,66,13,9,377,220,36,51,12,7,326,117,21,14,3,0,161,80,14,20,0,3,123,59,4,16,6,0,85,49,8,5,6,0,68,16,7,8,3,3,36,27,3,6,14,11,57,1570,235,495,277,57,2643
LGA24130,55,31,10,820,582,29,112,46,14,772,593,58,111,44,21,821,688,67,119,28,21,923,1103,107,177,37,21,1447,1219,107,185,30,29,1562,1282,158,180,19,25,1663,1213,156,171,16,11,1558,763,167,110,13,7,1056,566,129,97,11,3,809,334,66,47,4,3,458,351,108,66,8,3,535,111,118,46,13,8,297,156,18,41,16,14,250,9714,1312,1532,415,180,13147
LGA24210,101,41,13,1920,1711,76,178,53,18,2033,1519,142,177,57,18,1915,1639,134,205,46,15,2049,2198,243,322,55,26,2842,2500,261,274,58,21,3118,2719,290,318,38,37,3400,2650,394,264,39,21,3369,1628,275,189,21,11,2125,1354,333,139,25,12,1854,997,190,95,15,7,1305,1102,315,119,22,9,1567,499,365,104,10,4,984,409,58,46,18,27,549,22752,3147,2545,632,252,29330
LGA24250,13,9,0,151,98,9,24,31,3,167,109,4,29,25,0,174,174,25,42,21,0,252,289,27,60,20,3,396,308,34,63,15,5,425,321,42,51,13,9,430,295,47,43,15,7,408,159,22,39,11,0,234,111,29,23,3,3,164,82,18,21,3,0,124,80,29,19,5,0,131,15,20,11,3,3,51,40,4,7,0,5,57,2210,315,453,191,40,3214
LGA24330,63,32,17,1556,1769,42,146,46,36,2032,1724,63,187,33,43,2057,1991,110,226,31,42,2394,2868,178,274,41,41,3392,3605,217,245,32,33,4135,4517,268,256,26,39,5116,4433,300,249,21,31,5033,3077,186,158,6,13,3443,2286,244,114,8,8,2658,1468,135,80,3,15,1700,1783,226,97,6,12,2115,753,245,100,5,9,1114,488,27,45,18,40,613,32341,2283,2257,395,390,37665
LGA24410,110,48,19,2005,1817,60,194,57,19,2152,1748,126,203,54,23,2150,2019,143,230,43,24,2461,3149,217,278,54,31,3734,4125,301,331,49,55,4857,5241,330,340,33,47,5988,5008,441,333,27,35,5841,3384,335,239,14,23,3990,2477,383,168,10,17,3052,1603,223,112,8,12,1957,1796,366,143,10,13,2323,715,334,87,17,9,1162,619,59,58,15,50,798,35626,3383,2836,561,368,42780
LGA24600,215,113,87,6937,9394,188,377,161,128,10244,10215,324,469,140,159,11302,12244,386,517,136,174,13453,18713,656,761,149,228,20506,25717,820,782,125,260,27716,39113,1026,924,123,318,41493,52282,1343,910,84,308,54924,45138,1073,673,60,209,47149,43192,1233,599,55,195,45275,32774,873,481,35,113,34277,63225,1936,967,42,168,66336,41934,4189,2971,66,202,49359,5097,228,201,68,330,5925,406769,14529,10960,1694,2934,436884
LGA24650,67,45,20,1293,1119,51,149,48,15,1387,1072,75,194,43,23,1411,1241,85,168,53,19,1571,1936,179,223,31,33,2414,2546,235,247,30,35,3089,2776,256,235,18,46,3329,2645,305,237,14,26,3227,1877,209,124,11,10,2226,1338,165,103,11,18,1628,853,103,63,0,3,1024,910,133,57,7,12,1111,259,151,42,4,7,468,358,34,40,23,26,476,20170,2020,1966,447,300,24909
LGA24780,38,50,19,776,633,37,104,67,26,868,668,45,104,71,18,901,911,69,135,78,26,1211,1518,109,199,59,42,1925,2188,152,184,41,31,2596,2449,175,203,38,29,2891,2170,202,179,44,22,2615,1373,145,117,31,10,1681,1046,149,80,13,15,1304,647,73,57,10,7,793,575,99,58,4,6,750,209,112,46,20,4,389,260,31,50,41,33,407,15381,1412,1569,671,285,19322
LGA24850,33,28,15,640,461,15,53,32,11,567,456,39,85,24,18,623,526,41,64,18,17,668,842,79,107,24,20,1078,1095,82,92,19,29,1318,1149,90,133,21,30,1427,1146,104,94,10,20,1376,843,65,63,9,4,987,650,73,36,8,9,781,465,35,23,4,7,536,391,64,32,3,5,494,92,46,30,7,4,175,155,15,16,14,18,212,8870,758,883,275,208,10991
LGA24900,34,37,17,518,271,19,74,62,9,429,410,42,103,52,15,620,565,54,108,53,16,797,884,88,150,55,26,1200,1092,98,137,41,23,1388,1142,107,138,25,9,1420,1041,121,103,23,15,1302,630,77,63,13,8,794,467,63,42,5,0,587,370,40,20,10,4,445,243,59,36,7,6,352,51,71,66,16,0,213,192,30,25,33,14,293,7800,895,1149,519,173,10542
LGA24970,156,68,29,3222,3352,137,287,95,43,3913,3305,225,335,104,50,4018,3894,218,356,90,60,4608,6212,396,465,111,73,7252,8531,534,510,79,74,9729,11194,614,552,67,69,12496,13386,708,505,39,71,14720,9969,579,352,27,61,10978,8654,590,256,38,57,9596,6068,417,134,30,32,6681,9073,674,222,28,37,10039,4144,861,238,21,28,5294,1313,98,74,28,80,1589,92353,6155,4512,1051,784,104862
LGA25060,75,49,30,1865,1731,55,172,47,34,2036,1673,121,189,49,27,2057,1797,113,217,46,33,2209,2638,194,303,45,52,3235,3140,284,328,45,40,3840,3833,384,281,41,47,4589,3876,404,314,37,35,4667,2674,328,226,28,21,3275,2090,339,187,17,13,2644,1489,208,114,10,3,1827,1730,341,158,13,13,2253,679,394,143,13,3,1231,499,58,43,28,35,671,29666,3291,2775,596,398,36722
LGA25150,23,23,3,365,280,27,64,40,4,413,283,38,48,34,9,411,341,37,70,18,3,473,498,62,93,22,17,682,584,76,81,31,10,779,691,73,86,18,14,877,612,111,67,12,8,808,392,80,49,8,3,536,308,82,30,4,3,429,188,35,23,0,6,252,181,33,18,3,0,243,39,60,22,7,0,127,86,5,8,0,12,106,4798,728,689,287,101,6600
LGA25250,143,51,23,1419,1594,72,297,83,31,2073,1831,129,361,60,35,2417,2086,144,380,58,39,2711,3214,267,507,59,60,4109,3897,342,488,47,58,4836,4274,390,516,45,56,5274,4105,452,438,23,53,5074,2685,361,313,10,17,3394,2060,352,214,17,17,2662,1216,213,133,9,9,1582,1197,330,159,12,5,1705,457,365,127,15,12,980,520,62,67,20,40,718,30449,3533,4194,647,472,39293
LGA25340,172,73,28,2794,2018,109,305,116,30,2573,2088,183,369,102,45,2795,2578,235,467,97,63,3437,4235,377,603,83,56,5357,4965,451,585,71,75,6151,5350,541,571,64,60,6581,4500,669,613,73,45,5906,2866,550,447,37,32,3933,2095,547,325,39,28,3028,1529,311,191,24,14,2069,1439,448,218,25,20,2148,470,472,216,42,11,1211,732,97,106,42,56,1032,37512,5069,5227,1084,573,49461
LGA25430,30,32,9,309,185,11,82,19,9,301,242,20,110,21,11,406,330,29,106,16,8,482,587,35,118,24,12,773,819,50,86,16,17,993,910,59,101,10,17,1089,711,56,75,3,7,854,431,27,60,5,3,529,299,29,37,4,4,371,178,19,16,3,3,217,169,32,30,3,6,239,49,28,36,0,0,119,77,7,17,10,10,117,5253,413,906,200,100,6878
LGA25490,18,23,3,216,177,12,46,32,3,265,173,15,52,34,9,274,222,22,82,30,7,363,375,44,119,29,14,579,420,40,124,19,3,614,544,50,122,26,8,749,625,68,107,23,7,828,365,50,72,15,0,506,334,41,56,5,3,441,213,15,40,6,3,270,219,39,51,4,3,312,69,35,56,16,7,178,84,14,24,12,3,135,4001,443,989,336,75,5851
LGA25620,18,22,0,195,142,13,50,30,4,245,171,27,53,30,7,286,209,29,58,23,15,327,360,49,72,20,9,506,384,47,62,7,8,511,375,38,58,15,4,489,358,56,69,14,10,507,212,50,36,10,3,306,132,37,22,11,3,205,89,10,14,0,3,114,98,25,19,5,0,147,30,21,25,7,5,88,48,10,24,4,4,100,2770,419,604,237,64,4096
LGA25710,81,29,10,1095,688,32,110,36,4,869,548,61,137,32,12,792,643,80,147,30,8,913,884,136,179,26,22,1245,1004,148,184,22,12,1373,1108,224,201,16,14,1563,1047,247,189,19,9,1516,720,207,112,5,5,1056,524,238,97,10,6,870,409,108,59,6,6,589,378,161,78,6,0,625,143,179,74,9,3,409,163,33,31,14,18,258,9261,1889,1700,326,126,13305
