LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA56230,18,5,3,169,164,9,25,16,3,220,201,11,24,14,6,257,219,9,42,13,3,280,305,18,55,18,3,399,322,23,48,19,4,417,307,16,39,9,0,374,366,32,37,7,6,448,283,25,27,8,0,349,413,40,23,5,3,488,452,21,15,0,7,494,964,34,27,0,4,1035,249,35,28,3,0,319,79,4,11,3,7,103,4499,296,426,144,52,5415
LGA56300,0,3,0,19,19,3,15,3,0,39,19,0,6,11,3,35,22,0,11,3,0,43,28,4,5,3,0,46,41,0,7,9,3,62,42,3,10,3,0,65,43,0,7,5,0,56,24,3,8,3,0,35,21,0,5,0,0,26,6,3,0,3,0,14,9,3,3,0,0,20,0,0,6,4,0,8,5,0,0,0,0,11,296,25,87,47,9,470
LGA56370,0,0,0,9,6,0,4,3,0,11,11,3,3,0,0,14,16,4,3,5,0,29,13,3,3,7,0,24,24,9,8,0,0,35,38,9,11,3,0,56,32,12,7,3,0,60,23,7,0,0,0,37,13,3,6,0,0,27,10,8,4,0,0,20,12,3,11,0,0,31,10,4,11,3,0,27,8,4,0,0,0,10,215,58,69,42,8,395
LGA56460,5,8,0,62,35,0,9,6,3,59,93,4,12,6,3,123,96,7,16,3,0,123,165,18,26,10,4,228,223,9,22,4,6,264,246,16,22,3,3,297,259,11,27,8,5,311,179,13,22,4,0,220,151,19,25,4,3,197,103,9,9,7,0,125,143,12,18,5,0,171,35,20,23,5,0,84,35,4,10,0,3,46,1838,143,242,87,30,2339
LGA56580,32,6,4,455,503,8,30,8,6,560,509,9,42,9,3,578,637,26,40,6,8,714,956,32,57,9,22,1064,1214,43,64,4,0,1330,1844,43,81,14,8,1984,2853,78,87,11,8,3042,2324,68,72,12,9,2479,2058,77,76,4,5,2216,1533,79,56,4,8,1678,2247,152,87,11,3,2495,946,282,160,21,6,1412,227,11,14,5,11,273,18306,917,902,154,106,20379
LGA56620,0,0,0,8,45,0,0,0,0,45,14,0,0,0,0,12,26,0,0,0,0,26,26,0,0,0,0,26,20,0,0,0,0,20,8,0,0,0,0,7,24,0,0,0,0,25,8,0,0,0,0,7,9,0,0,0,0,9,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,20,224,3,3,0,0,231
LGA56730,9,9,3,120,121,6,23,19,6,175,154,4,20,8,11,189,169,13,35,11,4,235,321,22,23,8,10,385,322,21,46,14,10,409,422,19,34,3,10,487,510,24,37,4,3,576,374,34,23,7,4,436,360,25,31,5,0,428,255,9,6,3,0,281,346,19,23,4,4,397,84,23,15,4,4,128,69,3,7,3,9,89,3607,228,335,124,71,4361
LGA56790,3,9,0,23,8,0,11,3,0,26,18,3,13,3,0,44,31,6,14,4,0,51,45,11,18,3,0,70,67,14,19,4,0,100,44,3,18,3,0,71,80,11,21,9,5,128,38,10,8,3,0,65,37,8,11,0,0,60,31,7,3,3,0,45,43,6,8,3,0,66,19,8,4,3,0,30,3,0,4,0,0,12,475,95,161,78,10,811
LGA56860,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,9,3,0,0,0,0,3,5,0,0,0,0,7,3,0,3,0,0,9,4,0,0,0,0,10,0,3,3,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,6,16,12,0,71
LGA56930,3,3,0,79,66,0,3,0,0,73,48,3,4,0,0,55,62,0,0,0,0,64,64,3,3,0,0,69,71,0,8,0,0,86,76,3,11,0,0,94,127,4,10,3,0,144,69,10,9,0,0,84,65,11,8,0,0,84,56,10,0,6,0,75,94,14,7,0,3,118,32,27,22,0,0,74,20,0,0,0,0,21,930,80,101,20,3,1130
LGA57000,0,0,0,8,3,0,0,0,0,6,6,0,3,0,0,13,12,3,3,0,0,12,14,3,4,3,0,27,17,4,0,0,0,25,33,3,0,0,3,41,51,7,3,0,0,57,68,0,0,0,0,68,72,0,4,3,0,83,96,0,0,0,0,98,274,0,3,0,0,281,83,5,5,3,0,93,9,0,3,0,3,11,748,30,36,24,9,846
LGA57080,46,29,16,1398,2197,32,75,29,33,2365,2524,57,94,26,35,2741,3028,72,95,34,43,3273,4522,142,150,33,32,4882,6078,164,206,31,49,6518,9169,221,220,31,62,9700,13907,269,233,21,58,14477,13098,287,145,16,45,13597,12435,328,192,12,46,13010,10036,227,111,11,24,10408,21830,641,241,23,55,22788,18651,1585,824,25,59,21142,1252,52,63,18,70,1448,120343,4111,2728,430,635,128253
LGA57140,9,3,0,18,8,3,3,0,0,19,11,0,0,3,0,20,11,4,0,0,0,22,20,5,0,0,0,25,17,4,9,0,0,32,25,0,7,0,0,38,25,8,3,8,0,45,16,4,0,4,0,29,13,3,0,5,0,22,10,5,3,0,0,17,12,3,3,0,0,18,3,4,5,0,0,15,3,0,4,0,0,9,185,48,59,37,4,340
LGA57210,5,12,0,58,55,3,11,26,6,99,39,3,16,29,0,95,65,3,22,18,3,117,127,0,34,25,5,190,154,11,26,14,0,200,306,15,39,9,4,376,236,21,29,5,7,292,129,9,39,11,3,195,83,6,19,0,3,111,56,6,5,3,0,74,59,3,23,4,0,89,15,7,13,4,0,37,22,3,0,3,4,31,1389,105,295,190,41,2019
LGA57280,13,0,4,118,106,3,10,0,7,128,120,5,10,0,6,144,155,4,13,4,4,174,220,11,12,3,3,253,311,9,15,4,7,346,384,12,15,0,9,422,552,37,15,0,10,608,498,32,12,0,3,550,599,30,15,6,8,648,576,11,15,8,4,618,1294,30,24,3,8,1362,696,47,27,3,3,769,82,10,9,3,3,98,5728,241,204,38,71,6286
LGA57350,0,0,0,3,10,0,5,4,0,14,14,3,3,0,0,21,10,0,0,0,0,16,19,5,5,0,0,40,26,3,10,3,0,38,32,0,5,0,3,43,24,3,6,0,0,41,19,4,7,6,0,39,18,3,9,0,0,33,7,0,0,0,0,7,10,3,8,3,0,24,3,0,14,3,0,17,6,3,3,0,0,17,200,35,85,33,6,355
LGA57420,0,4,0,15,9,0,4,4,0,14,7,0,5,3,0,15,16,0,0,3,0,24,22,3,8,3,0,43,27,0,7,3,0,40,38,4,5,5,0,47,48,5,9,5,0,74,44,0,5,0,3,58,31,0,0,3,0,43,23,3,5,0,0,35,58,5,5,0,0,70,37,6,12,0,0,53,4,3,0,0,0,13,381,43,85,47,3,559
LGA57490,112,44,17,1910,1511,20,171,39,9,1750,1479,44,146,49,20,1731,1623,41,162,34,15,1875,2367,77,267,26,31,2766,2534,109,230,36,22,2941,2855,149,290,28,19,3337,2981,176,312,19,21,3511,2191,148,197,21,16,2579,1889,168,157,13,6,2238,1561,92,97,9,9,1770,1893,190,127,6,4,2228,476,161,89,11,4,743,309,15,32,14,29,396,25531,1406,2443,472,235,30091
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,22
LGA57700,31,23,7,243,154,3,38,22,3,219,159,18,34,11,0,232,164,19,51,11,10,249,299,15,54,20,0,386,363,46,70,9,7,492,390,44,58,17,0,515,416,62,105,15,5,597,309,52,60,8,3,436,267,50,53,0,0,377,167,32,43,8,6,252,191,42,49,8,6,297,45,56,21,11,0,132,54,11,14,4,3,83,3177,465,689,188,49,4569
LGA57770,0,0,0,3,6,0,0,0,0,5,12,0,0,0,0,12,9,0,3,3,0,16,15,0,3,0,0,19,24,0,0,0,0,24,33,3,15,0,0,47,22,3,3,0,0,31,21,0,0,0,0,25,20,0,3,0,0,23,12,3,3,0,0,17,42,0,3,0,0,46,20,0,3,0,0,27,8,3,0,0,0,8,244,16,35,5,3,305
LGA57840,33,11,8,508,526,13,59,15,3,623,499,19,51,10,7,588,572,35,75,8,4,693,859,54,100,22,10,1040,889,63,102,14,10,1078,1180,74,94,7,5,1368,1242,109,110,22,4,1495,999,88,95,17,6,1209,872,112,90,5,3,1089,628,76,44,3,8,767,1100,194,86,13,3,1393,413,253,129,20,6,825,110,11,11,3,4,144,10377,1138,1091,218,89,12914
LGA57910,189,42,29,2824,2682,70,289,52,32,3127,2763,103,326,65,44,3290,3287,157,395,66,36,3937,5001,216,542,80,52,5893,6083,284,508,57,52,6984,7679,441,564,58,60,8800,9016,573,645,72,56,10356,6423,534,541,29,51,7579,5178,662,406,44,27,6325,3728,447,261,27,23,4479,5457,850,382,44,23,6755,2107,986,374,34,24,3522,787,70,88,20,61,1024,62923,5459,5560,857,590,75381
LGA57980,22,11,3,957,918,13,49,5,9,993,801,26,48,6,6,894,952,26,61,10,18,1060,1449,57,100,14,17,1628,1727,49,89,9,16,1893,2306,83,97,10,14,2502,3161,131,107,22,24,3445,2739,102,89,5,15,2954,2376,152,86,4,8,2626,1825,112,59,3,14,2004,3197,244,115,11,6,3588,1950,587,181,16,11,2748,288,20,20,6,12,341,24684,1623,1132,177,174,27793
LGA58050,128,62,21,2128,1983,42,211,77,22,2326,1928,99,255,80,35,2396,2259,110,243,55,34,2705,3534,177,359,64,43,4183,4508,244,381,56,44,5237,6170,328,431,46,56,7028,7083,461,462,60,47,8115,5022,346,315,40,48,5761,4292,472,232,26,23,5048,3078,290,185,19,12,3587,3980,456,232,23,26,4712,1257,433,150,26,12,1874,671,50,50,15,50,828,47829,3549,3691,843,464,56371
LGA58190,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,10,19,0,0,0,0,22,19,3,3,0,0,26,13,3,9,0,0,23,12,4,0,0,0,21,5,0,7,0,0,12,10,3,7,3,0,19,3,0,3,0,0,7,3,5,0,0,0,9,0,4,0,0,0,9,8,0,0,3,0,13,106,24,28,9,3,170
LGA58260,0,0,0,0,5,0,6,0,0,5,3,0,0,0,0,4,3,0,4,0,0,9,3,0,0,0,0,8,5,0,0,0,0,5,4,3,0,0,0,6,16,0,0,0,0,18,12,0,0,0,0,12,8,0,0,0,0,7,8,0,0,0,0,10,10,0,0,0,0,9,14,0,0,0,0,17,3,0,0,0,0,3,90,10,15,3,0,119
LGA58330,6,4,0,51,28,3,19,3,0,56,31,4,13,3,3,58,51,11,15,10,0,84,46,6,22,9,0,85,58,3,26,6,0,92,61,10,18,3,0,91,64,16,13,0,0,101,36,8,17,7,0,68,27,5,10,3,0,45,13,3,7,0,0,24,29,3,5,0,0,35,3,7,7,3,3,23,6,0,7,4,0,18,492,83,195,80,15,858
LGA58400,0,3,0,3,0,0,0,0,0,10,3,0,4,0,0,6,6,0,3,0,0,8,7,3,0,4,0,18,12,0,0,0,0,11,9,0,0,0,0,12,14,0,0,3,0,18,15,5,4,0,0,24,5,6,3,0,0,18,0,3,0,0,0,3,6,7,3,0,0,12,3,0,0,0,0,6,0,0,3,0,0,7,81,26,26,16,4,154
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40
LGA58510,35,13,6,635,838,25,72,23,6,973,937,48,65,16,13,1081,1179,41,106,20,13,1355,1790,65,136,20,13,2028,2136,99,130,19,12,2396,2860,110,144,13,19,3145,3596,162,163,15,22,3951,2742,137,91,17,11,2996,2321,170,94,8,9,2614,1748,82,53,3,6,1902,2604,182,86,7,6,2886,1200,202,52,3,3,1463,277,15,14,6,16,328,24896,1355,1255,231,173,27910
LGA58540,3,4,0,13,4,0,0,3,0,15,7,0,4,7,0,22,14,3,3,3,0,24,16,5,8,4,0,37,29,3,10,3,0,50,42,3,16,6,6,73,45,11,14,4,0,74,26,6,5,0,0,35,25,5,6,5,0,43,20,5,0,0,0,31,19,0,3,3,0,24,0,8,4,0,0,19,8,0,0,0,0,7,260,53,83,67,14,475
LGA58570,36,24,3,616,774,25,80,25,7,909,772,38,71,22,17,920,895,33,90,16,18,1049,1244,72,130,23,16,1490,1551,91,164,9,15,1834,1914,115,166,13,18,2232,2356,197,185,18,20,2771,1714,119,144,6,11,2007,1455,202,137,8,3,1800,1024,133,86,13,6,1261,1846,297,132,11,11,2298,726,369,144,8,7,1247,189,24,21,8,12,248,17082,1737,1613,257,167,20856
LGA58610,3,4,0,26,13,0,6,4,0,23,25,0,8,7,5,38,31,7,3,3,0,43,45,5,4,5,0,66,52,4,12,4,5,78,64,13,12,8,0,102,59,11,16,12,0,102,38,4,9,0,0,48,28,3,12,3,0,41,25,4,3,0,0,37,19,6,8,3,0,44,9,6,6,7,0,21,8,0,0,3,0,11,436,75,107,58,14,688
LGA58680,0,0,0,0,3,0,7,0,0,12,3,0,0,3,0,7,3,4,3,0,0,5,5,3,3,0,0,12,12,4,0,0,0,16,7,0,8,0,3,20,16,7,0,0,0,24,10,3,3,3,0,19,3,0,3,0,0,7,0,0,0,0,0,3,5,3,0,0,3,11,0,5,3,0,0,3,0,3,0,3,0,6,66,37,33,24,7,157
LGA58760,177,73,23,2185,1767,55,299,73,16,2202,1691,99,319,72,30,2205,1974,95,316,49,31,2458,3040,186,468,71,30,3796,3731,248,424,65,41,4509,4500,353,594,49,56,5551,4724,474,625,51,28,5902,3148,412,412,39,27,4037,2559,498,391,27,25,3497,1835,302,245,16,8,2408,2187,455,278,14,13,2941,676,417,175,18,9,1298,488,50,87,15,38,688,34363,3684,4870,802,385,44105
LGA58820,4,3,0,27,28,0,7,8,0,39,32,4,5,0,0,44,49,0,3,3,0,59,61,3,15,5,0,90,97,9,11,3,0,118,96,10,13,3,4,119,122,13,13,7,0,149,130,8,7,0,6,149,190,11,9,0,0,216,235,3,7,3,0,253,597,3,3,3,0,610,160,0,8,0,0,169,31,3,4,0,3,45,1853,72,104,56,28,2111
LGA58890,0,7,0,12,12,0,3,9,0,27,14,0,14,3,0,26,5,0,5,3,0,20,15,5,12,10,0,39,15,8,13,6,0,44,18,4,8,5,0,37,30,4,13,6,0,55,5,9,10,4,0,26,13,0,3,6,0,18,3,0,8,3,0,16,3,5,3,7,0,21,0,3,4,0,0,8,0,0,0,3,0,5,153,41,110,79,3,380
LGA59030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,3,0,0,5,7,0,0,0,0,5,8,0,3,3,0,13,8,0,3,0,0,20,20,0,9,0,0,26,20,0,0,0,0,24,28,3,0,0,0,29,35,0,0,0,0,37,81,0,4,0,0,83,18,3,3,0,0,26,0,0,0,0,0,5,236,6,28,22,3,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,4,0,10,6,0,0,0,0,9,6,3,7,3,0,22,10,3,5,8,4,23,16,0,3,4,0,23,13,3,7,5,0,29,23,10,9,8,0,43,14,5,3,4,0,27,16,3,5,0,0,25,10,4,9,3,0,25,3,0,6,0,0,13,3,3,3,0,0,13,0,3,4,0,0,9,3,0,5,3,0,14,129,44,77,46,4,296
LGA59170,4,0,0,12,12,0,3,0,0,14,17,5,0,3,0,22,14,0,3,4,0,23,27,4,12,4,3,45,33,3,20,6,3,60,31,8,9,4,0,53,34,8,16,3,0,63,22,3,13,10,0,44,12,4,18,0,0,29,14,3,11,6,0,31,9,0,9,0,0,21,0,3,3,0,0,8,0,3,3,6,0,19,232,43,118,54,8,456
LGA59250,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,8,3,0,0,0,0,5,14,0,0,0,0,14,19,0,0,0,0,20,18,0,4,0,0,23,48,0,0,4,0,50,64,3,0,0,0,68,102,0,0,0,0,103,92,0,0,0,0,90,254,3,0,0,0,259,111,0,3,3,0,113,16,0,0,0,0,16,757,13,13,4,3,787
LGA59310,0,0,3,13,16,0,0,3,0,25,22,5,3,3,0,37,31,4,3,5,0,47,35,3,8,4,0,54,41,4,6,4,0,58,60,4,16,5,4,87,69,14,10,0,0,93,54,12,18,0,0,84,36,7,11,0,0,52,23,10,4,0,0,42,36,4,6,3,0,46,7,6,4,4,0,20,12,0,0,3,0,14,449,84,99,41,11,688
LGA59320,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,13,11,0,0,0,0,11,8,3,3,0,0,15,17,0,0,3,5,25,17,0,5,8,0,25,14,0,3,0,0,22,8,0,6,0,0,21,3,4,0,0,0,11,3,8,6,0,0,21,3,7,3,0,0,12,0,3,4,3,0,6,0,0,0,0,0,0,96,28,43,26,11,190
LGA59330,0,0,0,9,0,0,0,0,0,6,8,0,3,3,0,8,10,3,5,7,0,20,18,3,3,3,0,24,8,3,0,0,0,10,20,3,8,5,0,34,22,6,0,4,0,30,19,3,0,0,0,19,9,5,0,0,0,9,4,0,0,0,0,9,9,4,0,0,0,12,0,6,3,0,0,10,0,0,0,4,0,8,120,35,27,29,0,212
LGA59340,0,3,0,39,54,5,0,6,0,66,54,4,5,4,3,67,73,10,10,0,0,87,113,9,14,3,3,143,166,7,13,0,0,186,243,19,16,3,3,284,322,12,10,6,5,356,261,20,7,3,4,292,255,12,9,0,0,277,218,13,13,0,3,245,502,10,6,3,3,522,206,21,11,3,0,237,46,0,3,0,3,61,2553,134,113,49,22,2867
LGA59350,0,0,0,8,3,0,0,0,0,5,8,0,0,0,0,11,7,0,0,0,0,12,14,0,0,0,0,17,19,0,0,3,0,24,29,0,3,0,0,35,32,0,0,0,0,33,39,0,0,0,3,41,49,0,0,0,0,48,52,0,0,0,0,56,134,0,0,0,0,131,48,0,0,0,0,56,6,0,0,0,0,6,450,6,12,14,5,495
LGA59360,0,3,0,11,20,3,0,0,0,21,16,0,0,0,3,17,14,0,3,5,0,23,33,0,13,3,0,53,38,3,12,8,3,63,36,6,6,0,3,51,71,4,7,4,0,93,93,5,6,0,0,105,103,3,5,3,0,115,115,0,11,0,0,125,370,0,13,3,3,387,165,3,0,8,3,182,17,0,6,8,3,29,1096,38,82,57,22,1290
LGA59370,4,0,0,46,33,0,3,5,0,48,47,5,11,12,0,80,47,3,17,16,0,87,67,11,16,17,3,106,96,13,14,0,0,131,79,19,19,3,3,116,82,9,21,0,6,115,51,7,14,0,0,71,41,6,6,0,0,62,35,10,11,3,0,56,30,14,7,4,0,48,3,4,5,3,0,22,9,4,5,3,0,21,662,110,158,78,20,1029
LGA59499,382,58,32,1492,1398,72,777,74,33,2352,1499,101,917,58,55,2629,1886,128,1044,53,55,3165,2617,246,1483,77,79,4508,2839,304,1594,58,90,4883,3439,501,1938,53,92,6020,3965,688,2310,61,98,7117,3055,590,1821,29,68,5570,2460,641,1419,29,52,4591,1892,392,849,6,42,3185,3352,511,996,15,45,4914,1711,354,370,19,32,2483,579,64,240,25,75,983,31866,4658,16258,754,848,54378
LGA59799,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,5,8,0,0,0,0,9,8,0,0,0,0,7,12,0,0,0,0,19,20,0,0,0,0,21,40,0,3,0,0,44,28,0,3,0,0,32,48,9,0,0,0,57,77,0,0,0,3,79,434,3,5,0,0,447,820,7,8,0,0,837,26,0,0,0,3,32,1533,22,23,5,8,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,15,10,0,92,81,7,30,14,3,130,85,3,28,12,0,141,123,13,28,5,3,174,161,8,44,4,4,224,178,15,29,4,3,228,155,7,42,4,3,209,109,18,18,3,0,147,70,5,10,0,0,93,54,12,6,0,0,71,49,0,3,0,0,55,37,11,5,0,0,65,7,13,4,3,0,29,17,0,4,0,0,24,1201,123,270,83,20,1700
LGA60410,12,7,0,126,99,0,15,10,5,125,111,4,13,8,3,136,118,5,25,3,3,152,235,21,40,3,0,301,353,14,35,4,3,412,380,19,29,3,3,430,355,23,37,0,9,422,193,10,27,0,0,240,156,16,19,0,0,189,79,7,7,0,0,93,66,11,9,0,0,86,15,5,3,0,0,24,31,4,3,0,8,38,2307,144,266,34,40,2792
LGA60610,13,8,6,433,340,9,29,14,6,404,407,11,51,13,11,490,551,15,35,9,3,609,868,30,68,15,9,980,1232,55,56,5,14,1360,1298,43,42,13,12,1401,1394,47,40,6,9,1499,841,43,32,4,9,933,721,39,14,3,7,789,504,18,10,4,0,537,417,46,14,0,0,480,107,56,29,0,0,190,99,5,6,5,20,128,9216,410,437,126,115,10298
LGA60810,19,13,3,252,243,6,49,32,6,341,275,14,58,17,11,367,358,9,57,16,15,459,573,22,93,18,14,719,591,37,78,14,11,728,626,30,71,12,4,748,557,49,59,7,11,683,330,30,39,0,5,406,276,35,30,3,3,341,181,16,11,0,5,214,134,36,21,3,3,202,35,22,17,0,4,85,61,3,9,3,7,81,4460,324,607,165,104,5661
LGA61010,0,4,0,12,23,4,6,4,3,37,24,3,14,3,0,40,40,3,3,7,0,60,47,3,15,8,0,70,64,3,14,0,0,83,75,9,14,3,0,98,59,4,10,4,4,81,44,3,3,0,0,54,18,5,8,0,0,37,20,4,5,0,0,28,23,5,4,0,0,29,0,3,5,3,0,15,11,7,4,0,0,24,451,53,109,55,17,681
LGA61210,10,12,0,109,116,3,16,18,4,164,119,12,30,16,3,181,194,22,30,13,4,251,300,19,41,14,6,387,399,23,57,15,15,505,472,15,54,8,3,559,440,22,55,3,9,525,214,20,34,8,4,276,166,22,18,3,0,208,104,10,12,0,4,131,103,12,14,3,3,126,23,13,21,8,0,63,47,6,15,6,8,74,2786,200,403,155,63,3604
LGA61410,36,12,6,707,558,12,85,17,6,679,600,19,104,20,8,752,784,18,121,23,14,955,1381,47,161,13,20,1622,1612,66,174,15,22,1886,1931,113,155,10,18,2225,1708,102,147,9,12,1985,1048,78,109,8,7,1257,966,79,77,3,11,1135,703,51,44,3,6,808,618,94,52,6,7,772,177,86,53,3,0,321,158,6,17,5,19,210,12919,789,1360,188,150,15404
LGA61510,3,12,0,97,83,0,18,3,5,105,113,6,23,3,0,153,117,9,23,8,0,161,213,10,24,10,3,255,215,15,37,3,6,273,236,11,26,0,4,273,242,9,30,0,3,283,154,10,7,0,5,175,179,5,20,0,0,204,122,5,4,0,3,137,99,7,3,0,0,103,25,3,5,0,0,39,32,0,0,0,5,35,1903,91,231,50,40,2314
LGA61610,20,8,9,484,417,12,42,11,12,499,474,12,58,11,17,569,771,20,78,18,23,906,1183,48,76,21,13,1341,1418,52,73,10,15,1561,1525,47,70,4,13,1663,1401,81,65,3,17,1560,803,49,56,3,11,919,636,57,35,6,4,734,466,22,14,3,0,510,368,43,25,8,0,453,104,39,18,4,0,166,142,13,10,3,10,177,10182,505,647,132,147,11619
LGA61810,9,11,3,90,78,5,23,9,0,115,92,10,29,15,3,142,89,16,21,7,0,125,168,18,37,17,3,246,212,26,23,10,4,275,196,33,42,3,0,272,175,32,26,4,4,233,92,16,20,3,0,135,85,14,17,3,0,123,60,0,8,0,0,71,49,5,5,3,0,58,7,10,8,4,0,29,20,0,0,4,3,31,1383,186,272,112,23,1974
LGA62010,3,3,0,14,8,3,5,3,0,18,10,0,6,0,0,21,20,0,0,4,0,23,24,3,4,5,0,33,29,3,7,0,0,39,34,0,4,0,0,44,41,4,9,0,0,56,17,0,10,0,0,21,14,0,3,3,0,25,18,0,3,0,0,17,14,0,3,0,0,22,6,0,3,3,0,14,3,0,3,3,0,6,235,19,65,30,8,357
LGA62210,3,3,6,51,63,0,9,4,4,89,86,4,11,4,3,110,114,4,15,6,3,140,167,12,9,0,12,199,203,11,15,6,4,236,250,5,19,0,4,279,247,10,14,0,3,279,236,6,14,3,0,266,279,5,4,0,0,292,236,3,0,0,0,242,176,10,0,0,0,192,48,3,3,0,0,53,19,3,3,0,0,30,2184,80,131,41,42,2474
LGA62410,3,5,0,50,57,4,6,15,3,83,74,4,13,8,3,104,104,8,23,3,3,139,140,14,28,3,7,191,177,21,22,8,5,232,159,17,30,3,3,215,118,14,24,3,0,163,53,16,12,0,0,79,36,16,10,0,3,59,25,5,3,0,0,34,27,8,11,0,3,49,7,7,5,0,0,27,18,0,4,0,0,25,1029,137,208,59,37,1462
LGA62610,37,7,12,617,593,12,70,19,11,703,688,26,105,12,24,857,963,26,96,25,19,1118,1637,43,164,17,19,1884,2217,71,136,7,22,2456,2778,84,155,12,29,3062,2623,109,131,10,15,2887,1564,82,85,7,7,1736,1226,80,41,4,9,1362,654,44,42,4,0,745,565,73,56,3,11,702,164,79,29,7,0,280,200,7,14,9,15,246,16470,742,1174,152,198,18742
LGA62810,69,28,32,1534,1610,35,148,37,24,1854,1661,44,194,24,20,1948,2182,49,217,38,40,2525,3638,116,291,33,47,4130,4495,153,301,27,49,5028,5770,142,255,26,36,6228,6942,200,277,19,44,7476,5187,171,213,20,25,5618,4318,203,175,10,13,4726,3010,150,117,5,20,3298,3723,298,204,16,22,4261,1309,390,242,15,16,1974,418,23,35,16,34,521,45778,1988,2773,376,422,51337
