LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA18020,0,0,3,3,4,4,3,11,0,29,0,0,0,3,5,0,4,4,0,18,0,0,3,0,3,5,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,21,22,31,60,51,29,46,6,278,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,18,4,6,0,0,0,0,0,25,0,11,4,3,0,0,0,0,0,21,0,14,8,8,3,0,4,4,0,37,3,13,20,21,5,3,0,0,0,69,4,3,11,21,8,4,0,0,0,55,0,0,3,18,20,3,3,7,0,52,0,0,0,6,7,3,0,3,0,27,0,0,0,0,4,3,0,0,0,10,0,0,0,0,3,0,0,0,0,9,3,0,0,0,8,3,0,8,0,17
LGA18050,11,12,18,18,124,148,59,67,3,451,7,3,7,16,31,80,47,68,4,262,3,5,4,9,20,80,50,52,0,222,0,0,3,3,11,40,8,29,0,106,0,0,3,3,3,34,21,44,0,114,0,0,0,5,0,5,6,20,0,33,4,3,0,0,0,8,3,0,12,31,38,144,306,259,433,668,297,401,43,2587,4,11,3,0,0,0,0,3,3,24,3,171,14,0,0,0,0,0,8,198,6,143,62,12,0,3,0,3,4,233,8,122,139,25,8,5,8,3,0,315,10,81,193,68,12,11,0,0,3,380,12,76,162,117,36,35,6,17,0,460,5,43,89,138,109,51,25,13,4,484,7,28,44,78,136,99,31,29,7,457,10,21,26,49,102,91,43,46,6,396,4,3,10,21,49,44,22,28,0,184,4,6,5,11,28,25,19,22,0,123,0,0,0,8,18,6,7,15,3,61
LGA18100,0,0,0,0,0,6,4,6,0,18,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,8,17,11,22,30,16,14,8,124,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,13,0,5,0,4,0,0,0,0,0,8,0,0,3,3,3,0,3,0,0,10,0,0,4,7,0,0,0,0,0,9,0,0,0,3,3,5,0,3,0,13,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA18200,0,0,3,3,17,15,10,11,0,56,3,0,0,0,6,8,0,10,4,28,0,0,0,0,5,4,0,6,0,25,0,0,0,3,0,7,4,9,0,24,0,0,0,3,0,9,4,26,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,17,10,24,67,81,32,79,11,333,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,19,0,10,12,3,0,0,0,0,0,21,0,12,12,3,3,0,0,0,3,29,0,8,11,10,0,5,0,3,0,41,0,0,0,9,9,3,0,3,0,38,0,0,0,10,17,9,0,3,0,43,0,0,3,3,8,6,3,0,0,23,0,0,0,0,4,0,0,0,0,10,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,3,0,0,10
LGA18230,17,4,6,13,156,163,95,89,0,552,3,0,5,12,67,61,40,83,3,273,8,0,0,6,43,47,39,53,3,196,5,0,0,3,13,39,15,40,0,120,0,0,0,0,7,20,15,54,3,104,0,0,0,0,0,10,4,13,0,27,3,3,3,3,7,14,4,15,15,75,77,117,125,162,772,732,407,533,58,2992,0,3,0,0,0,0,0,0,0,11,7,100,6,4,0,0,0,0,0,122,14,74,9,9,0,0,0,3,7,118,6,45,44,15,4,4,0,3,0,135,8,41,68,42,27,5,3,3,0,200,16,39,75,113,59,23,8,18,5,352,8,30,48,125,141,46,25,12,6,442,15,7,28,85,130,72,26,30,8,403,10,9,16,41,121,88,23,33,0,348,9,8,3,14,51,46,11,19,0,160,11,3,4,8,52,26,29,16,3,148,7,0,3,4,39,26,19,15,0,113
LGA18250,14,22,35,37,255,346,126,113,13,959,13,6,16,17,189,274,99,121,5,729,14,10,17,22,123,214,103,106,0,613,4,7,4,8,73,114,53,95,9,360,10,3,4,6,48,149,66,157,0,447,4,3,6,6,3,27,20,69,0,131,0,6,11,4,13,23,8,15,11,78,109,297,461,350,1202,1668,671,851,88,5692,0,11,14,0,4,0,0,3,0,32,12,251,25,3,3,0,0,0,4,307,15,284,99,32,7,3,7,0,13,452,15,130,184,41,10,6,6,4,4,398,10,74,209,58,10,9,4,3,6,385,9,56,163,128,56,43,9,10,10,489,19,34,88,125,149,86,23,22,12,550,15,22,65,111,208,149,61,36,10,667,9,14,32,47,128,117,54,43,5,452,5,3,13,29,55,62,39,32,0,237,5,5,7,10,32,32,28,21,3,139,10,3,6,8,24,20,11,14,0,92
LGA18350,8,6,9,23,90,127,70,88,3,439,0,3,7,10,51,77,50,56,0,257,0,3,4,4,45,53,37,40,3,199,3,0,0,0,19,34,27,37,3,122,3,0,0,7,16,36,12,50,0,129,0,0,0,4,0,8,3,12,0,29,0,4,3,6,10,9,3,3,8,53,44,177,214,253,550,656,342,423,45,2715,0,7,0,0,0,0,0,0,0,7,9,139,9,6,4,0,0,0,3,166,6,105,29,7,0,3,0,3,3,168,3,66,64,21,7,5,0,9,3,176,8,37,83,41,16,5,5,0,4,204,9,41,83,94,42,19,3,19,3,309,16,20,46,109,101,55,18,8,3,375,12,15,37,81,91,45,13,24,3,325,3,3,8,38,41,40,35,12,0,181,0,3,0,5,20,20,3,20,0,78,3,0,0,7,10,7,10,9,0,52,4,3,0,10,8,7,5,10,0,46
LGA18400,3,4,10,6,71,89,41,52,3,285,4,0,4,0,41,73,44,39,3,215,3,0,0,4,42,49,21,39,0,163,0,3,3,5,34,30,20,41,0,136,6,0,6,3,97,58,57,61,4,284,15,0,0,0,59,23,35,42,3,178,0,0,3,0,10,9,3,3,11,33,60,97,96,113,523,563,308,419,40,2224,0,6,0,0,0,0,0,0,0,11,6,56,3,4,4,0,0,0,0,77,0,43,24,11,0,0,0,3,3,84,0,33,25,14,3,3,0,0,0,80,4,24,41,24,12,3,5,3,0,110,6,9,32,38,21,4,3,3,0,117,7,9,24,46,46,23,9,10,3,174,3,5,12,30,41,18,12,7,0,125,3,8,5,12,25,21,9,16,0,90,3,0,4,4,3,4,3,5,0,34,0,0,0,0,3,0,3,6,0,18,0,0,0,0,0,0,0,3,0,5
LGA18450,41,20,54,85,439,595,223,249,17,1711,38,9,21,46,268,378,181,209,12,1172,22,12,19,25,204,294,145,184,14,924,13,3,10,17,148,166,111,158,8,627,29,10,8,11,174,182,151,232,0,795,3,0,4,3,32,26,39,68,3,180,5,10,6,7,25,44,11,14,23,150,305,535,660,765,2518,2885,1239,1538,155,10599,5,29,9,3,8,5,0,9,0,71,40,519,41,12,4,7,3,4,5,635,40,567,167,45,13,10,5,11,19,876,25,370,278,91,40,11,3,9,11,834,32,238,361,176,43,33,16,16,11,922,48,174,403,456,148,86,29,35,16,1397,41,77,243,453,290,155,51,38,20,1377,42,43,136,270,326,205,64,94,22,1207,34,22,61,157,248,212,68,80,0,882,15,13,35,48,146,86,52,42,0,443,14,3,12,21,90,56,77,33,0,312,10,3,7,5,81,46,40,26,0,215
LGA18500,9,8,17,25,86,142,63,79,3,437,3,4,10,13,44,71,38,64,3,253,3,0,3,6,27,45,39,55,0,183,0,0,8,3,16,38,18,33,0,117,0,0,0,4,6,31,15,56,0,120,0,0,0,3,0,3,6,24,0,43,0,0,3,0,12,11,3,10,9,46,44,133,221,167,368,560,243,433,42,2219,0,16,0,0,0,0,0,3,3,28,3,128,11,3,0,0,0,0,9,159,5,172,56,13,0,0,0,4,3,247,8,89,109,11,5,4,3,4,9,238,6,64,128,37,5,6,0,3,4,248,12,55,142,96,31,20,11,16,4,389,9,26,72,108,91,54,19,25,3,406,12,26,38,78,93,77,45,30,4,400,9,10,21,33,81,86,63,45,5,358,3,3,15,9,34,42,59,47,0,204,9,3,6,6,21,22,30,28,0,120,4,5,3,3,15,5,28,23,0,82
LGA18710,0,3,0,7,18,18,7,22,0,70,0,4,0,3,9,5,11,11,0,42,0,0,0,3,3,4,5,10,0,29,0,0,0,0,5,0,3,11,0,19,0,0,0,0,0,0,7,11,0,20,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,6,13,31,24,44,84,87,51,96,13,444,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,25,0,13,5,4,0,0,0,0,0,16,3,13,12,9,3,0,0,3,0,40,0,7,11,14,6,0,0,0,3,37,4,7,26,23,7,3,0,0,0,66,0,0,16,18,13,11,3,4,0,62,3,0,3,12,14,10,4,5,0,52,0,0,0,4,8,6,0,7,0,31,0,5,0,0,3,0,0,0,0,14,0,0,0,0,5,3,0,3,0,11,0,0,0,0,0,3,0,0,0,0
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,7,9,9,19,4,17,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,3,3,0,0,17,3,0,0,0,0,0,3,0,0,10,3,0,0,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA19499,208,215,347,678,1373,3329,1063,1389,116,8714,152,119,156,353,769,2203,894,1175,70,5894,104,62,88,204,496,1538,714,1273,39,4521,60,38,42,96,252,742,393,795,28,2439,50,32,44,60,172,611,354,988,20,2321,24,6,14,21,36,94,37,325,12,566,24,45,55,65,137,259,54,140,119,899,1530,3011,3366,4650,7530,15502,5292,8301,887,50067,13,54,16,6,4,5,0,8,10,104,87,760,31,11,3,3,0,0,18,917,84,830,154,42,7,6,4,11,19,1149,63,681,346,96,24,17,8,16,24,1283,90,534,574,241,36,34,11,29,34,1588,82,466,669,607,117,57,29,43,43,2126,65,250,370,607,198,120,54,87,35,1777,70,116,190,394,281,175,80,92,30,1422,43,61,114,163,191,166,89,118,14,958,30,34,35,60,91,77,40,81,7,454,28,13,16,31,42,54,40,58,9,286,19,9,14,14,29,35,17,37,4,183
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,5,3,0,3,19,15,22,13,3,85,0,0,0,3,18,16,12,10,0,60,5,0,0,3,6,19,6,15,0,50,0,0,0,0,7,7,0,6,0,22,0,0,0,4,6,0,4,12,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,11,24,39,53,62,137,137,79,126,14,672,3,4,0,0,0,0,3,0,0,13,5,36,0,4,0,0,0,0,0,48,3,15,3,0,0,0,0,0,0,27,0,16,12,9,0,0,0,6,0,54,0,13,18,20,0,0,0,0,0,56,8,15,27,31,12,4,0,4,0,95,0,10,10,23,9,0,5,3,3,70,0,3,7,14,13,7,13,7,0,60,0,0,5,6,9,11,6,3,0,30,0,0,4,4,4,6,0,3,0,18,0,0,0,0,3,5,0,3,0,13,0,0,0,0,3,7,4,0,0,17
LGA20260,0,3,3,6,29,35,13,11,0,88,0,0,0,3,5,11,6,8,0,25,0,0,0,0,6,6,0,3,0,15,0,0,0,3,0,0,0,8,0,13,0,0,0,0,0,6,9,17,0,32,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,7,14,40,31,53,124,123,53,79,15,529,0,3,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,13,4,19,7,0,0,0,0,0,3,40,3,16,12,0,0,0,0,0,0,31,0,7,9,8,0,3,0,0,0,42,4,14,31,21,9,3,3,6,0,88,9,11,9,30,10,13,7,5,0,88,9,6,7,24,28,21,10,11,0,115,6,3,7,17,32,56,16,15,0,149,9,0,0,4,26,39,14,16,0,112,7,0,0,4,19,39,7,15,0,84,10,0,0,0,8,26,13,10,0,59
LGA20570,28,5,16,39,295,357,160,148,12,1058,9,4,8,20,119,196,105,117,6,577,9,3,3,3,72,102,67,83,5,349,4,0,9,3,38,55,44,57,3,220,11,0,3,7,31,41,58,81,0,231,0,0,0,0,10,4,7,26,3,55,0,3,6,7,15,33,7,16,10,97,165,354,316,483,1546,1615,743,812,105,6136,3,14,3,0,0,0,0,3,0,28,30,311,13,4,4,0,0,0,19,378,28,325,68,27,12,3,0,6,11,478,27,218,133,48,16,7,0,3,8,471,22,158,245,112,20,17,3,6,11,604,33,118,245,289,88,32,19,27,12,860,37,55,144,299,184,59,25,29,11,838,39,27,75,220,248,92,31,34,9,768,33,23,41,117,155,88,47,45,3,549,21,11,15,37,75,65,42,50,3,314,18,3,3,7,41,55,43,38,0,202,12,11,3,0,13,36,20,16,3,109
LGA20660,16,15,20,56,226,305,130,106,6,878,17,11,3,25,122,194,72,103,0,547,6,3,7,12,64,131,62,84,0,366,5,0,0,5,39,70,29,62,0,221,7,0,6,7,16,63,32,62,4,208,0,0,0,4,3,11,11,28,0,55,4,9,6,4,21,28,4,14,13,98,129,339,333,446,1140,1412,550,664,66,5078,7,21,4,5,0,3,0,3,0,41,17,343,23,5,0,0,0,3,5,399,22,327,91,30,5,3,4,3,15,496,9,182,163,46,4,9,0,4,7,422,12,125,224,87,14,14,3,9,6,491,24,91,233,215,63,32,13,20,5,703,28,38,128,284,188,99,31,27,15,832,31,26,80,179,244,151,47,34,9,799,37,23,36,103,179,150,48,53,0,626,11,6,17,31,65,78,43,39,3,295,9,6,3,17,36,56,43,41,10,217,3,3,0,5,10,32,32,31,0,114
LGA20740,7,6,5,6,38,81,32,35,0,214,7,0,0,3,15,45,20,17,0,115,3,0,0,0,10,20,13,16,0,72,0,0,0,0,7,18,6,11,0,37,0,4,0,3,3,12,6,19,0,43,0,0,0,0,0,0,0,3,0,10,0,3,4,0,4,6,5,4,3,29,70,133,103,146,276,374,136,198,29,1464,0,3,0,5,0,3,0,0,0,13,14,71,3,3,0,0,0,0,7,88,8,76,23,9,0,3,0,0,3,118,9,55,45,9,0,0,0,0,3,120,6,39,61,24,6,3,0,0,0,142,18,49,66,75,11,6,6,6,3,248,10,22,30,74,47,11,7,16,3,224,11,3,11,51,54,15,10,7,0,171,10,4,12,21,18,11,6,10,0,95,4,0,3,3,3,13,5,7,0,40,0,0,0,6,8,6,15,7,0,48,4,0,0,0,0,22,7,6,0,42
LGA20830,3,3,6,13,67,111,74,61,0,347,3,6,0,15,25,38,35,47,3,172,0,0,4,0,13,35,28,32,3,123,3,0,0,3,3,23,13,30,3,78,0,0,0,3,11,17,13,28,0,67,4,0,0,0,4,0,3,11,0,28,0,0,5,3,7,7,6,6,7,42,57,162,148,196,393,519,291,332,35,2141,0,3,0,3,0,0,0,3,0,13,4,119,6,0,0,0,0,0,3,138,6,109,33,5,0,0,0,8,4,164,3,67,61,23,3,3,3,0,4,161,0,25,78,41,7,7,0,4,0,169,17,41,90,102,30,13,6,9,6,316,18,13,45,75,69,30,10,7,3,272,12,15,18,46,70,28,21,9,5,215,6,3,13,27,29,24,19,12,4,141,3,3,3,9,14,13,12,9,0,72,3,0,4,3,5,20,11,7,0,55,4,0,0,0,4,20,7,5,0,39
LGA20910,5,11,12,38,148,203,74,84,4,593,3,8,4,23,58,125,45,70,8,345,5,0,9,16,36,93,39,64,0,263,3,0,0,4,16,43,24,22,4,124,3,8,4,6,7,42,33,48,3,148,3,0,3,3,0,6,4,23,0,41,3,4,3,7,10,14,0,9,11,59,77,256,276,320,671,930,370,460,67,3413,3,27,0,7,0,3,0,0,0,43,22,478,29,8,0,0,0,0,6,543,16,318,98,24,3,4,0,7,10,477,13,177,148,55,5,7,0,5,4,414,19,94,188,65,11,9,4,4,7,399,17,86,172,203,69,27,11,20,15,619,20,36,112,171,148,70,31,29,8,635,22,35,71,161,170,93,24,35,8,619,14,25,34,52,123,79,43,47,3,423,8,13,12,26,42,55,25,29,3,207,7,0,3,13,18,29,11,18,0,104,0,3,0,0,10,14,9,22,0,66
LGA21010,3,4,3,9,25,35,15,3,0,90,3,0,0,0,21,13,10,13,0,67,0,0,0,0,5,10,3,9,3,36,0,0,0,0,10,10,4,5,0,26,0,0,0,0,7,9,0,4,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,12,17,40,27,62,172,166,70,88,12,661,0,0,0,0,0,0,0,0,0,0,5,34,3,0,0,0,0,0,0,45,7,19,12,3,0,0,0,0,0,42,0,10,12,11,0,0,0,0,0,42,3,19,21,8,3,0,0,3,3,62,13,11,19,37,6,3,3,0,3,92,3,3,26,29,21,3,3,3,0,98,3,0,5,28,25,7,4,0,0,83,0,0,8,9,6,4,7,3,0,46,3,0,0,3,10,4,3,3,0,27,3,0,0,0,4,5,5,7,0,29,0,0,3,0,3,10,3,3,0,26
LGA21110,19,17,35,70,325,377,157,125,12,1139,11,5,16,40,162,286,94,121,6,743,3,14,8,22,85,161,71,84,10,459,8,3,3,8,44,94,59,58,0,276,5,3,3,5,27,74,55,116,3,294,0,4,0,4,10,22,15,52,0,100,0,9,3,11,15,18,4,15,11,89,102,470,529,562,1333,1699,738,828,105,6366,7,39,14,0,7,0,3,6,0,74,36,806,39,11,4,3,3,0,16,916,33,583,157,47,6,13,0,5,22,869,20,341,267,65,17,11,5,10,6,740,25,236,297,143,22,17,10,11,5,764,37,165,322,320,104,49,21,19,11,1056,36,89,189,289,234,93,66,45,15,1062,35,54,115,230,330,187,74,61,5,1086,21,39,56,118,262,141,80,64,10,786,11,19,21,52,96,83,49,54,0,382,14,6,20,11,41,48,37,53,0,223,9,7,6,4,9,42,18,27,0,118
LGA21180,33,31,23,62,484,578,225,184,28,1640,29,11,14,30,252,359,171,156,13,1047,16,7,5,24,138,239,123,161,6,719,10,0,4,11,64,104,86,130,4,423,6,5,4,11,58,125,78,185,3,471,0,0,0,3,9,19,7,48,0,97,0,7,12,9,30,55,12,21,32,178,190,461,493,614,2239,2599,1016,1263,193,9062,3,10,4,4,7,0,0,0,3,36,16,295,21,9,0,0,0,0,11,360,26,280,80,30,13,3,3,17,14,459,13,200,169,65,18,17,6,13,11,502,13,109,227,132,29,21,7,10,10,557,29,96,208,319,103,55,19,25,17,877,27,41,114,327,256,97,39,51,17,981,34,29,64,198,274,150,49,45,18,857,24,15,30,104,192,156,74,73,14,679,21,5,13,42,73,90,58,60,3,355,23,4,3,28,35,65,58,53,4,271,4,0,0,13,24,49,33,24,0,150
