LGA_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
LGA11350,0,3,3,0,4,7,0,6,0,27,0,6,8,3,0,3,0,7,0,23,0,16,11,8,0,3,0,16,0,63,4,21,10,12,11,10,0,22,3,85,0,23,24,10,5,11,10,25,0,123,3,24,28,40,17,24,11,32,0,170,11,16,26,38,37,32,16,32,0,202,7,6,20,48,49,76,36,46,5,287,4,11,13,25,59,76,48,83,5,317,3,6,6,12,31,37,30,56,0,196,0,0,11,12,23,40,9,41,0,131,4,3,3,11,15,32,11,37,0,107,3,8,7,14,19,28,22,82,0,176,6,4,7,12,4,19,6,44,3,115,3,3,0,3,3,7,0,5,0,32,44,153,164,259,261,417,199,536,18,2053,0,0,4,3,0,0,0,0,0,9,3,12,5,3,0,3,0,0,0,31,6,38,12,8,3,4,3,3,0,77,3,45,24,12,3,6,6,11,0,110
LGA11400,0,9,3,3,0,3,0,21,0,41,0,3,0,0,0,0,4,8,0,20,0,5,7,3,6,3,9,28,0,59,0,4,3,3,3,18,4,21,0,56,3,14,12,13,3,9,4,27,3,81,3,3,5,13,6,10,7,38,3,98,9,7,3,12,7,12,7,52,0,110,3,3,8,5,11,22,7,46,0,108,5,5,12,10,7,19,5,43,0,108,0,6,3,3,8,24,13,32,0,82,3,0,3,7,3,11,4,38,3,72,0,0,0,3,12,7,3,27,0,55,0,0,5,5,7,12,21,46,3,91,3,0,0,8,0,8,5,49,0,83,0,4,0,4,3,4,3,10,0,27,28,66,69,89,85,156,91,490,14,1093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,14,0,8,0,3,0,3,0,0,0,19
LGA11450,0,3,4,3,0,0,0,10,0,29,0,15,8,3,0,0,0,3,0,30,0,16,9,5,3,6,0,8,0,53,0,11,11,8,3,11,4,11,0,54,4,12,14,13,5,12,3,10,0,74,0,12,24,22,15,14,4,24,0,122,0,18,14,34,36,51,17,46,6,213,7,13,17,20,62,62,27,77,4,293,8,11,7,22,61,110,57,100,4,382,6,4,6,11,31,55,45,100,0,270,7,4,8,10,29,59,41,111,3,272,3,3,3,0,24,40,24,87,3,191,12,4,11,12,19,73,57,198,7,388,3,0,3,4,6,35,34,126,0,210,0,0,3,4,8,4,3,8,4,40,51,134,130,163,320,533,331,921,33,2611,3,3,0,4,0,9,0,3,0,16,4,56,0,4,0,3,0,0,0,74,0,57,10,4,0,7,0,5,0,84,4,28,12,16,3,0,0,0,0,64
LGA11500,0,4,3,7,3,4,4,11,0,41,0,4,3,4,0,0,0,4,0,27,3,26,3,5,4,4,3,7,3,53,4,16,17,3,7,7,3,11,0,68,0,7,21,20,13,8,3,23,0,104,10,24,25,35,31,35,5,38,3,206,12,13,30,54,89,66,26,56,10,351,8,17,22,35,150,149,43,91,7,515,24,8,12,38,173,177,92,155,7,680,12,4,15,11,101,147,73,151,11,530,6,9,8,12,96,147,84,182,10,548,7,4,8,4,55,90,60,160,3,393,19,11,3,17,81,178,157,404,3,865,12,10,5,5,28,63,58,237,3,420,0,0,3,0,9,11,7,15,12,53,118,162,170,261,836,1082,622,1532,63,4853,3,11,4,0,0,5,0,3,0,29,5,85,10,3,0,0,0,0,0,103,4,90,20,15,10,3,0,5,0,146,8,103,33,12,13,14,0,4,0,189
LGA11520,3,3,4,3,0,8,0,6,0,37,0,8,3,0,0,0,0,3,0,20,0,12,3,5,3,4,0,7,0,34,0,8,27,6,8,7,4,8,3,66,0,9,18,12,9,4,0,7,0,52,0,6,42,26,7,30,7,28,3,152,3,12,29,40,34,34,4,35,7,200,6,5,17,37,105,88,37,49,0,340,14,14,24,28,128,143,57,93,4,506,10,6,7,38,96,120,53,106,8,432,12,10,15,31,93,134,69,125,5,494,16,3,4,20,72,118,50,116,5,391,33,15,11,36,139,337,164,327,5,1054,17,14,11,28,59,236,167,587,3,1120,0,0,3,0,3,13,3,14,6,49,113,134,217,301,745,1277,620,1502,49,4960,6,7,8,0,3,9,3,4,3,42,5,69,7,5,6,0,3,4,0,97,12,82,23,10,6,12,0,8,0,145,5,58,35,5,5,13,0,9,6,129
LGA11570,7,9,9,10,11,12,13,27,0,94,0,18,3,11,0,5,0,5,0,48,12,40,28,11,11,19,0,22,3,139,5,38,43,32,16,20,3,25,5,183,12,21,53,40,15,45,3,37,3,228,6,45,75,105,64,100,25,98,7,524,19,29,82,82,182,171,42,122,15,746,19,36,46,81,294,316,107,219,13,1135,24,33,45,59,328,458,166,281,19,1408,12,14,19,57,226,339,163,303,7,1142,13,27,20,42,193,328,168,349,15,1161,17,14,12,20,124,237,135,326,4,886,36,17,18,47,226,444,350,789,9,1934,13,19,20,19,86,243,161,637,5,1204,3,5,3,11,9,36,16,40,24,143,203,368,469,635,1793,2763,1354,3269,134,10975,13,17,9,10,5,11,3,9,7,86,15,162,15,6,3,7,3,3,7,215,9,164,47,25,7,12,3,7,9,296,15,184,109,33,20,21,6,20,5,414
LGA11600,0,3,4,0,0,0,0,6,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,3,0,12,0,27,0,0,0,3,0,0,3,12,0,18,3,6,4,3,0,6,0,11,0,30,0,5,3,0,0,4,3,24,0,46,5,0,4,7,3,8,0,26,0,50,0,0,0,0,3,5,4,40,0,60,0,4,0,0,0,9,9,27,0,58,4,0,0,0,0,5,0,21,0,32,3,0,0,3,0,5,0,10,0,22,0,3,0,3,3,8,3,26,0,45,0,3,0,3,0,4,3,19,0,32,0,0,0,0,0,3,0,8,0,7,22,26,18,30,25,64,30,246,9,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA11650,0,10,5,13,8,16,7,49,4,109,8,36,17,9,0,12,6,21,0,116,10,58,25,30,9,16,6,31,4,190,14,53,67,34,21,27,16,54,8,286,8,50,55,51,25,34,20,72,0,315,20,52,97,128,73,75,24,110,15,583,30,42,78,129,206,180,49,116,13,840,37,37,49,141,382,333,159,234,8,1384,44,35,44,112,318,425,245,400,17,1644,35,21,43,60,229,287,175,344,9,1201,24,15,31,47,156,272,145,364,7,1064,23,9,10,29,105,197,105,302,5,787,46,31,33,42,175,352,239,643,6,1565,22,22,21,26,53,121,120,426,3,822,3,3,11,18,19,35,19,44,18,168,320,477,582,870,1775,2391,1329,3214,110,11074,8,12,11,5,12,11,5,17,3,80,15,171,21,12,5,12,4,12,5,255,14,225,67,24,14,15,6,9,10,391,31,217,101,35,16,16,6,22,4,460
LGA11700,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,4,0,9,0,21,0,0,0,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,3,4,0,9,3,3,5,0,4,16,7,90,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,3,3,0,5,3,5,0,12,0,37,0,9,5,0,3,0,0,3,0,15,5,10,3,8,0,9,0,15,0,41,3,6,7,3,5,5,4,11,0,51,0,10,13,11,4,4,7,18,3,60,3,9,15,23,10,12,7,17,0,98,0,3,9,31,47,26,12,22,0,154,4,3,8,15,48,58,29,36,0,202,7,0,11,10,55,57,47,64,5,250,3,3,7,10,24,42,26,40,0,154,5,0,3,7,22,24,23,53,0,142,3,3,3,5,5,19,12,45,0,101,11,5,3,3,17,47,32,93,3,218,0,4,4,3,13,20,22,67,0,123,0,0,3,3,3,3,3,6,0,25,52,63,94,137,257,343,215,502,20,1676,0,5,0,0,0,0,0,3,0,8,0,16,6,4,0,0,0,0,0,23,3,15,5,4,0,0,0,0,0,33,4,33,20,0,0,3,0,9,0,65
LGA11730,0,3,3,3,0,5,3,29,5,61,0,8,4,5,3,8,0,16,0,41,7,15,6,16,3,4,3,19,3,73,0,9,17,9,4,14,8,36,3,108,4,8,14,18,4,10,5,52,3,132,5,13,13,19,13,21,16,64,5,178,5,10,13,26,27,34,20,66,3,213,8,15,16,21,46,58,31,59,0,255,3,13,10,12,53,51,43,71,0,255,3,3,10,5,25,26,21,50,0,139,3,3,4,3,24,30,17,35,0,123,3,3,0,4,11,26,12,31,3,96,11,8,4,0,26,35,37,75,0,197,0,0,3,6,0,16,19,61,3,108,0,0,0,0,7,6,0,14,0,26,53,109,123,162,249,349,239,684,36,2007,0,0,0,0,0,0,0,0,0,3,0,14,4,3,0,0,0,0,0,16,5,19,11,0,0,0,0,5,0,42,4,24,22,12,4,3,3,7,0,75
LGA11750,0,0,0,0,0,3,0,13,0,20,0,0,0,0,0,4,0,10,0,16,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,3,0,10,0,14,0,3,0,0,0,0,0,5,0,18,0,0,5,4,3,3,0,15,0,36,0,4,0,3,3,8,3,14,0,34,0,0,0,0,3,8,3,13,0,29,3,0,0,4,4,6,0,19,0,32,0,0,0,0,4,7,0,14,0,27,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,3,4,28,0,34,3,3,0,0,3,5,8,40,0,61,0,0,0,0,0,3,0,6,4,15,7,12,6,11,36,53,21,204,3,367,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11800,0,3,3,5,7,3,0,28,0,50,0,9,3,3,0,3,0,19,0,36,7,19,9,3,3,7,3,14,0,74,3,20,21,6,3,11,6,26,3,98,4,21,31,22,14,32,3,35,0,160,8,21,22,39,30,30,16,56,4,220,13,13,22,46,83,68,25,86,0,359,10,6,22,30,149,118,68,84,0,486,9,11,14,23,84,114,72,112,4,432,9,4,8,20,56,87,44,115,3,352,11,10,6,23,46,76,52,108,3,330,5,9,0,6,33,47,21,79,0,205,5,10,11,8,40,98,68,153,6,404,5,3,4,8,11,20,12,96,0,157,3,0,0,0,10,4,3,13,4,38,93,151,175,261,562,720,385,1015,35,3401,5,9,0,3,4,0,0,3,0,20,6,31,7,0,0,3,0,0,3,48,6,52,13,10,4,5,0,4,0,95,3,55,26,20,6,4,0,3,0,127
LGA12000,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,8,0,13,0,0,0,3,0,3,0,5,0,11,0,0,0,3,0,5,0,21,0,30,0,0,0,0,0,4,0,12,0,17,0,3,0,3,4,9,4,13,0,38,0,0,3,0,0,3,3,16,0,34,0,0,3,0,4,0,5,15,0,27,0,0,0,0,0,8,3,9,0,15,0,3,6,3,0,3,0,14,0,25,0,0,0,0,4,7,0,11,0,24,0,0,0,0,3,3,3,16,0,28,0,0,0,0,0,0,0,7,0,9,6,17,12,20,14,47,24,163,6,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,3,0,0,0,0,9,0,18,0,34,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,8,0,9,0,6,3,3,0,0,6,14,0,28,0,0,4,0,0,0,0,15,0,17,0,3,0,0,0,4,0,23,0,36,0,0,0,0,7,10,3,23,0,49,0,0,0,0,0,9,3,19,0,37,0,0,0,3,3,8,4,23,0,46,4,3,5,0,7,4,0,17,0,36,0,0,0,0,3,0,3,26,0,33,0,0,0,0,0,3,0,11,0,20,3,0,0,0,0,0,3,7,3,25,0,0,0,0,0,6,0,19,0,21,0,0,0,0,0,0,7,6,0,16,19,17,17,14,26,59,37,236,9,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA12350,0,0,3,3,0,7,7,6,0,27,0,0,0,0,0,0,0,9,0,11,3,3,3,4,0,6,0,14,0,29,0,10,4,5,3,6,3,20,3,45,0,3,6,3,3,3,3,18,3,47,0,7,14,3,4,4,6,38,3,76,3,0,4,7,12,15,9,41,0,94,6,0,3,8,6,18,21,33,0,101,0,6,0,8,14,20,12,48,3,116,0,6,0,0,5,17,16,34,0,78,0,3,3,0,12,12,9,28,0,69,0,0,3,0,3,15,3,10,0,39,0,0,0,3,3,7,4,30,0,54,0,0,0,3,3,6,6,23,0,44,0,3,0,0,0,0,3,7,0,16,19,41,47,57,65,139,102,357,14,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,11,4,0,0,0,0,0,0,17
LGA12380,7,0,0,3,11,12,3,17,3,67,0,16,8,0,0,3,0,5,0,40,3,32,16,6,5,8,0,12,0,89,9,20,37,18,14,27,7,23,4,159,5,18,52,22,16,25,3,31,3,183,3,16,45,64,33,65,21,70,3,322,4,29,37,68,120,125,32,62,8,484,15,28,22,59,237,243,84,131,6,829,18,20,32,44,289,362,147,194,14,1109,19,10,16,22,213,236,141,240,14,908,19,14,15,32,154,279,132,283,7,938,15,15,3,12,124,200,120,266,5,755,29,15,11,29,180,356,281,704,6,1611,18,16,12,26,65,173,144,613,7,1076,0,3,4,3,7,20,11,37,19,116,158,252,315,417,1472,2141,1130,2694,101,8676,4,22,8,0,0,5,0,3,3,46,5,105,6,4,3,3,0,0,8,135,8,141,21,9,3,10,3,9,3,200,9,123,64,16,10,16,3,13,4,265
LGA12700,0,5,0,0,0,0,0,9,0,17,0,5,3,0,0,0,0,3,0,10,0,0,7,0,3,6,0,9,0,28,0,5,9,0,0,0,0,10,0,30,0,0,4,3,0,6,0,8,0,36,0,3,7,13,6,7,0,17,0,56,3,0,8,0,6,12,0,8,0,38,0,0,0,7,9,4,0,23,0,43,0,0,7,3,5,16,8,21,0,56,0,0,3,0,3,10,0,12,0,31,0,7,3,8,0,4,5,14,0,31,0,0,0,0,3,0,0,7,0,13,3,0,0,0,3,11,0,19,0,34,0,0,7,0,3,12,3,10,0,38,0,0,0,0,3,0,0,4,7,9,12,31,58,43,44,79,22,173,12,470,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,10
LGA12730,0,3,0,0,0,3,0,20,0,23,0,6,0,0,0,0,0,9,0,16,0,4,0,0,3,0,0,6,0,18,0,0,3,0,3,3,0,14,3,24,0,3,4,6,0,9,4,9,0,33,0,3,3,0,0,7,0,21,0,36,0,3,4,3,6,13,7,28,0,66,3,0,0,6,15,19,10,22,0,81,3,0,0,5,9,21,11,48,0,97,0,3,6,4,13,13,5,27,0,63,3,0,6,0,4,11,4,25,0,61,0,0,0,0,7,4,5,9,0,24,4,0,0,0,11,19,6,24,0,66,5,0,0,0,3,0,3,16,0,28,0,0,0,0,0,0,0,6,0,9,25,25,25,27,76,119,63,290,7,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,8
LGA12750,0,4,0,0,0,0,0,8,0,20,0,3,3,0,0,3,3,11,0,26,0,7,4,9,0,0,0,18,0,39,4,10,12,8,3,11,6,20,3,72,0,0,15,11,7,7,8,10,0,64,0,11,17,33,11,23,8,48,0,149,0,11,7,25,30,21,8,38,0,148,5,12,7,17,45,35,19,47,3,191,3,0,3,16,57,57,22,64,0,224,4,3,6,9,17,29,18,41,0,130,3,7,3,9,11,23,24,35,0,120,0,0,0,3,4,11,16,23,0,67,4,3,3,5,12,25,19,50,0,126,0,7,5,11,0,3,0,36,0,61,0,3,0,0,3,5,3,9,4,31,31,83,85,157,203,268,157,461,16,1464,0,0,3,3,0,0,0,0,0,11,0,14,0,0,0,0,0,3,0,23,3,17,7,7,0,3,0,0,0,43,4,27,12,0,0,3,0,0,3,47
LGA12850,3,5,5,0,3,9,3,19,3,55,3,16,0,0,0,0,0,3,0,30,0,26,13,7,5,10,4,9,0,72,0,24,18,17,14,13,3,19,0,118,4,15,35,28,12,29,13,20,3,159,5,25,43,44,46,60,26,55,4,299,7,23,28,63,133,131,13,65,10,473,12,16,31,41,155,213,60,117,3,643,13,18,28,44,195,266,120,186,13,880,8,5,11,25,132,199,120,181,8,701,11,4,11,15,121,212,121,203,4,711,8,3,6,10,78,157,84,201,6,561,19,10,5,14,122,247,216,475,7,1119,10,12,8,15,44,127,82,374,4,671,3,3,5,7,15,17,11,24,10,95,119,206,254,342,1071,1682,876,1951,85,6588,0,6,3,3,11,3,0,3,0,39,0,95,5,0,3,3,0,5,3,117,3,102,28,14,3,5,0,8,3,164,3,98,42,13,7,8,0,15,3,190
LGA12870,3,0,0,0,0,0,5,10,0,14,0,4,0,0,0,0,0,11,0,17,3,0,0,4,0,0,0,3,0,13,3,0,4,0,0,3,0,13,0,30,3,3,3,0,0,5,0,11,0,22,4,3,5,8,0,8,9,33,3,69,0,3,9,3,10,13,5,39,0,73,9,0,0,4,14,28,12,32,3,101,10,3,3,7,11,40,10,47,0,130,4,5,3,5,8,16,12,28,5,82,0,3,0,4,5,10,7,26,0,68,3,0,0,0,9,8,6,12,0,36,3,0,3,0,9,17,16,40,0,92,0,0,0,0,0,7,9,27,0,46,0,0,0,0,0,0,0,9,3,17,40,33,33,33,78,159,84,344,19,828,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,12,0,6,6,3,0,0,0,0,0,17
LGA12900,0,0,0,0,0,3,3,29,0,36,0,5,0,0,0,0,0,4,0,16,0,4,0,0,0,0,0,8,0,22,3,3,3,3,0,5,4,11,3,38,3,3,9,3,4,4,3,19,0,44,0,5,5,9,5,10,8,36,0,70,3,0,3,9,7,13,5,37,0,83,0,0,8,7,8,30,7,42,0,103,0,0,0,6,10,25,6,52,3,110,0,4,0,3,9,17,5,42,0,78,4,3,0,5,4,7,5,21,0,53,0,0,0,0,0,3,6,13,0,31,0,3,0,0,7,9,5,33,0,54,0,0,3,0,0,7,8,15,0,34,3,0,0,0,0,3,3,7,0,18,22,34,37,45,55,142,70,372,12,791,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,5,3,3,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,9
LGA12930,0,5,4,8,3,12,0,8,3,45,0,12,4,3,3,4,5,0,0,33,0,16,11,15,5,3,5,10,4,67,3,16,15,16,6,20,3,12,4,93,0,21,35,13,6,14,5,10,3,101,3,19,33,38,36,47,11,40,4,223,8,18,28,32,67,71,26,59,7,314,12,16,18,35,124,125,43,76,9,450,13,17,25,28,140,150,67,122,3,568,18,11,18,22,80,117,63,118,4,449,14,17,8,20,69,129,44,129,0,428,12,3,9,18,63,105,47,110,3,371,19,7,7,26,139,221,130,281,8,844,9,16,11,20,50,115,66,254,7,545,0,0,8,0,15,6,3,15,12,63,105,191,236,289,808,1134,519,1248,71,4596,4,15,5,3,3,8,3,3,0,47,7,160,14,3,3,3,0,9,0,201,16,165,36,13,13,9,0,6,8,270,12,131,53,14,10,20,5,5,4,241
LGA12950,0,0,0,0,0,0,0,18,0,16,0,3,0,4,0,0,0,10,0,15,0,3,0,3,4,7,4,22,4,47,0,0,3,0,0,3,0,20,0,30,0,0,4,6,0,3,3,23,0,38,0,0,0,4,3,12,7,32,3,66,0,0,3,0,11,5,4,21,3,47,3,0,0,4,5,8,3,22,0,45,0,4,0,0,0,6,5,30,0,45,0,0,0,0,3,4,0,26,0,34,3,0,0,0,0,8,0,17,0,30,0,0,0,0,3,4,3,9,0,18,0,0,0,0,0,0,0,13,0,20,0,5,5,0,0,3,0,17,0,29,0,0,0,0,0,0,0,3,0,11,11,19,24,26,31,59,30,284,16,492,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,4,0,3,0,0,20,0,31,0,3,0,0,0,3,0,8,0,25,3,6,3,4,3,10,0,23,0,43,0,3,6,3,3,0,0,19,0,37,0,4,3,3,3,11,0,25,0,45,3,3,0,9,7,11,0,34,0,63,0,11,0,9,5,10,10,36,0,75,3,4,7,5,16,13,14,30,0,93,3,4,4,9,12,17,6,37,0,88,3,6,0,0,8,8,6,19,0,42,0,3,0,0,0,9,4,9,0,30,0,0,3,0,3,4,0,8,0,26,0,0,0,0,4,12,3,30,3,52,0,0,3,0,0,0,0,17,0,25,3,0,0,0,0,0,0,15,0,16,28,39,34,39,57,103,57,322,12,691,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,10
LGA13310,0,3,0,4,0,6,3,5,3,22,0,3,4,0,0,4,0,0,0,15,4,5,0,0,3,4,0,10,0,29,0,0,6,7,0,3,5,9,0,36,0,6,5,3,4,4,0,13,0,42,5,4,11,14,0,13,7,15,0,64,4,4,11,17,24,24,3,10,0,96,3,3,10,12,40,28,19,42,3,147,3,9,7,6,38,40,29,54,0,190,3,4,7,4,19,46,14,50,0,148,0,0,3,8,14,22,19,43,0,114,4,0,3,4,16,21,9,36,0,90,4,6,6,8,17,33,20,71,0,160,3,5,8,0,4,12,9,61,3,102,0,0,0,0,3,0,0,7,5,23,41,56,73,82,185,259,135,438,23,1287,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,14,9,0,0,0,0,0,0,29,0,15,9,0,3,0,0,5,0,33
