LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA27450,193,4,3,3,0,200,52,8,8,3,0,69,39,6,5,0,0,49,165,27,23,7,4,227,165,26,11,3,0,209,70,0,6,0,0,77,11,4,0,0,0,12,1482,258,337,69,28,2172,104,13,19,0,0,143,135,17,17,5,0,171,19,0,5,0,0,25,898,107,147,37,7,1196,439,47,78,19,40,618,29987,3811,4391,989,462,39636
LGA27630,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,0,33,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,22,41,10,12,3,0,65,1623,275,363,260,35,2560
LGA29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,9,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,92,3,3,3,0,102,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,0,0,86,17,0,0,0,0,26,1929,100,84,22,26,2161
LGA29499,295,19,91,3,10,411,130,52,135,5,8,329,143,20,66,0,4,224,263,49,156,4,5,474,439,99,136,3,3,685,127,8,45,4,10,191,148,90,139,11,13,401,2293,554,1490,43,79,4461,198,33,69,7,3,310,535,129,269,28,39,998,51,3,14,0,3,68,3080,663,1661,83,130,5621,1275,330,638,46,144,2431,66028,15169,33979,1616,2241,119037
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139,3,4,3,3,155
LGA29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,272,7,3,0,0,286
LGA30300,16,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,4,0,0,0,0,7,4,0,0,0,0,4,9,0,0,0,0,8,10,3,3,0,0,20,30,10,5,9,3,56,1427,239,238,172,27,2108
LGA30370,59,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,4,42,0,4,0,0,43,13,0,0,0,0,15,3,0,3,0,0,9,0,0,0,0,0,0,137,6,17,5,0,166,7,3,0,0,0,10,22,0,3,0,0,27,10,0,0,3,0,14,88,5,3,3,3,108,63,3,16,3,5,96,4644,285,555,290,69,5843
LGA30410,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,22,0,3,4,4,31,990,102,203,143,20,1455
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,9,0,0,0,0,8,216,12,33,20,3,284
LGA30760,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,0,6,3,0,15,550,61,142,87,15,858
LGA30900,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,106,3,7,4,3,122
LGA31000,8794,140,190,32,51,9204,1049,75,67,6,5,1204,1644,99,87,18,7,1853,9610,626,461,65,41,10800,2743,168,181,27,20,3135,1792,117,146,29,15,2110,232,46,39,5,3,322,34339,2334,1918,279,222,39089,3320,205,180,37,13,3748,4739,407,785,167,78,6175,2262,147,92,18,7,2523,36191,2256,2222,437,329,41437,4768,297,304,83,304,5749,637803,39297,33460,5901,4507,720965
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,116,4,22,11,5,165
LGA31820,230,8,8,6,3,252,8,0,0,0,0,8,6,3,0,0,0,12,153,19,24,8,0,198,29,3,3,0,0,35,25,9,8,3,0,34,9,7,9,0,0,24,934,54,90,30,9,1112,58,6,3,4,0,73,42,13,3,3,3,62,41,8,0,3,0,55,510,30,37,24,3,602,357,19,39,14,28,464,25840,1740,2468,880,318,31246
LGA31900,42,0,0,0,0,45,0,0,0,0,0,0,3,0,0,0,0,3,22,6,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,4,9,8,0,107,4,0,0,0,0,4,0,3,0,3,4,10,11,0,0,0,0,11,89,8,14,3,0,115,117,5,15,17,8,164,5713,529,734,286,121,7388
LGA31950,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,399,11,10,3,3,428
LGA32080,1001,18,47,8,23,1092,74,11,8,0,0,90,69,3,3,0,0,83,381,21,25,12,4,447,91,12,6,0,0,108,252,9,34,5,5,311,14,0,3,0,0,21,3236,282,377,46,32,3976,284,19,27,3,4,335,101,17,19,11,3,151,130,5,7,0,0,140,2897,161,290,51,54,3457,678,56,59,15,43,851,56953,4065,4832,944,675,67472
LGA32250,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,13,3,0,0,0,17,708,62,51,25,22,867
LGA32260,145,3,6,4,3,165,0,0,0,0,0,0,5,0,0,0,0,4,32,5,0,0,0,34,4,0,0,0,0,4,31,0,8,4,0,39,0,0,0,0,0,0,309,23,49,7,3,394,11,0,3,0,0,20,0,0,0,0,0,0,8,0,0,0,0,12,258,14,35,10,0,312,231,20,39,19,15,321,9020,758,1100,469,183,11533
LGA32270,203,0,3,0,0,206,5,0,0,0,0,3,5,0,0,0,0,3,188,9,9,3,0,205,24,0,0,0,0,24,13,0,0,0,0,13,3,0,0,0,0,3,370,20,22,8,3,419,31,3,9,3,0,44,4,0,3,0,0,11,61,3,0,0,0,66,232,10,12,0,0,259,282,19,17,16,19,343,13579,850,917,423,204,15965
LGA32310,35,0,0,0,0,37,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,65,3,3,3,0,80,9,3,0,0,0,8,7,0,4,0,0,6,5,0,0,0,0,3,48,3,3,4,0,54,68,9,10,9,10,98,3372,251,327,227,76,4251
LGA32330,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,12,379,3,13,5,6,405
LGA32450,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,63,4,3,0,0,78,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,57,56,5,3,0,3,60,2632,133,66,35,30,2900
LGA32500,26,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,80,3,7,0,0,92,11,0,5,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,82,4,6,3,0,104,52,4,5,8,0,69,2386,95,177,75,36,2775
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,7,115,12,29,25,3,184
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,3,0,0,10,215,18,30,18,5,281
LGA32770,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,7,349,3,4,0,3,361
LGA32810,29,0,3,0,0,29,10,0,3,0,0,9,3,0,0,0,0,3,27,0,11,0,0,33,12,0,0,0,0,12,25,3,5,3,0,43,0,0,0,0,0,0,333,33,61,14,4,446,33,3,11,3,0,49,9,3,3,0,0,13,4,0,0,0,0,4,197,14,26,5,5,251,105,6,13,4,4,138,4311,428,632,162,77,5607
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,6,5,3,0,14,190,28,41,50,8,310
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,12,0,13,0,0,24,502,63,141,83,10,797
LGA33220,204,7,9,0,5,224,11,0,3,0,0,14,18,0,0,0,0,15,152,15,20,4,3,192,34,5,6,0,0,47,38,0,6,0,3,47,0,0,0,0,0,0,992,79,153,28,17,1267,71,3,3,3,0,85,13,4,8,3,0,23,36,8,0,4,0,44,354,44,45,14,14,469,347,34,50,16,20,461,24073,1621,2377,694,374,29137
LGA33360,304,3,13,3,4,321,10,0,3,0,0,14,20,0,0,0,0,23,319,30,24,5,3,374,35,3,3,0,0,39,45,0,6,3,0,49,3,0,0,0,0,3,873,48,56,19,5,1002,75,4,4,0,0,91,26,0,8,0,0,38,77,3,3,0,0,79,558,38,40,8,3,650,271,22,24,13,11,345,22205,1146,1429,482,202,25466
LGA33430,2187,87,99,24,20,2418,270,30,54,4,3,366,345,42,24,10,0,410,2935,532,317,70,30,3881,264,37,26,4,4,331,715,49,64,17,10,858,119,26,12,4,0,161,11529,1541,1371,272,108,14815,936,112,120,22,3,1189,397,52,65,31,8,554,482,60,36,3,5,589,8668,947,970,215,115,10918,1919,205,201,57,144,2525,194940,21324,18302,3959,2168,240694
LGA33610,41,3,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,3,33,3,3,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,54,0,9,3,0,66,3,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,15,50,5,3,3,0,65,89,6,18,6,9,126,3443,408,544,292,67,4757
LGA33620,88,0,8,0,0,100,4,0,0,0,0,3,7,0,0,0,0,11,74,18,21,8,0,117,12,0,0,0,0,12,15,0,3,0,0,22,3,0,0,0,0,0,414,43,84,26,9,584,26,5,9,5,0,40,11,0,3,0,0,15,18,0,0,0,0,28,151,12,34,10,3,208,209,15,38,24,4,293,12111,927,1833,674,185,15725
LGA33800,25,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,6,5,0,0,64,16,0,0,0,0,16,0,0,0,0,0,0,6,0,0,0,0,6,26,9,3,0,0,41,70,6,11,14,0,107,3295,269,434,223,81,4308
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,54,3,8,0,0,63
LGA33960,544,10,21,0,0,581,53,4,3,0,0,60,66,4,3,0,0,74,459,46,30,0,4,540,151,13,13,0,3,174,79,3,7,0,4,98,17,3,0,3,0,21,2316,164,196,38,19,2741,168,7,12,6,0,193,620,32,99,25,9,789,140,14,5,0,0,157,2260,131,229,32,47,2697,598,32,33,12,40,709,55300,2722,3512,700,539,62777
LGA33980,148,0,0,3,0,157,4,0,0,0,0,4,7,0,0,0,0,7,144,4,4,0,0,155,10,0,0,0,0,12,20,0,3,0,0,21,0,0,0,0,0,0,382,15,19,7,3,428,30,0,0,0,0,29,9,3,0,0,0,13,44,0,3,0,0,49,242,6,6,0,4,258,208,14,15,12,11,256,12758,560,573,293,150,14328
LGA34420,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,242,0,12,0,0,261
LGA34530,71,6,0,0,0,74,3,0,0,0,0,3,3,0,0,0,0,3,41,6,3,4,0,62,26,0,0,0,0,27,22,0,0,0,0,24,0,0,0,0,0,0,216,27,42,7,0,296,22,3,0,0,0,26,20,0,0,0,0,19,3,0,0,0,0,10,146,7,27,9,0,189,111,7,20,9,3,151,6753,622,1045,335,106,8866
LGA34570,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,10,0,0,0,0,11,532,8,6,0,3,544
LGA34580,95,0,3,0,0,103,0,0,0,0,0,3,8,0,0,0,0,8,44,8,4,3,0,53,14,0,0,0,0,13,6,0,0,0,0,6,3,0,0,0,0,6,258,15,39,6,7,324,31,0,0,0,0,31,10,3,13,3,0,37,15,3,3,0,0,23,567,10,16,10,14,620,180,9,22,10,10,232,9030,639,976,384,157,11183
LGA34590,831,28,44,4,16,923,90,13,23,0,3,129,116,16,10,7,0,154,909,131,72,25,3,1145,228,19,16,4,3,266,195,11,21,12,3,239,26,10,5,0,0,43,3714,437,401,91,39,4680,203,29,22,3,3,256,442,58,173,40,13,722,227,32,15,3,0,280,4271,469,576,116,82,5508,746,76,68,22,63,964,73553,6607,6579,1420,834,88994
LGA34710,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,43,0,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,0,0,0,0,13,27,0,3,6,3,43,1461,128,184,119,25,1920
LGA34770,763,13,15,3,3,795,24,0,0,0,0,20,19,4,0,0,0,21,583,28,41,3,3,658,43,4,7,0,3,54,70,3,9,0,0,89,3,0,0,0,0,3,1052,68,96,24,9,1250,85,5,6,0,0,105,37,5,0,3,0,48,202,25,4,0,3,232,631,54,61,9,4,763,514,30,54,25,41,672,38737,2644,2753,974,498,45605
LGA34800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,25,13,0,0,0,0,23,1032,51,71,51,17,1226
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,3,0,0,128
LGA34860,116,0,0,0,3,119,0,0,0,0,0,0,4,0,0,0,0,4,37,0,3,0,0,37,7,0,0,0,0,8,4,0,0,0,0,7,0,0,0,0,0,0,124,5,11,3,0,142,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,100,0,5,5,0,115,114,13,14,22,4,163,5213,488,702,518,116,7036
LGA34880,46,0,7,0,0,55,3,0,0,0,0,8,3,0,3,0,0,8,48,8,9,3,0,69,9,0,0,0,0,5,12,0,0,0,0,14,0,0,3,0,0,3,173,27,43,16,0,263,13,0,3,4,0,24,8,0,0,0,0,9,21,0,4,0,0,25,220,17,28,12,3,283,132,12,28,8,13,194,5458,506,906,367,125,7361
LGA35010,1022,36,29,22,8,1114,73,15,19,3,0,112,92,8,19,0,0,118,1183,151,178,33,4,1551,157,26,28,0,3,209,184,21,17,12,3,240,15,4,0,3,0,23,5275,625,747,158,54,6866,295,28,47,13,0,386,177,34,69,11,9,297,212,46,19,6,8,291,2807,267,317,66,33,3491,948,78,123,29,61,1238,91982,8627,9412,1999,969,112990
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,48
LGA35300,258,3,6,3,0,277,5,0,0,0,0,5,4,0,0,0,0,4,84,0,0,0,0,84,34,0,0,0,0,34,14,0,0,0,0,15,0,0,0,0,0,0,193,11,15,0,3,221,23,0,0,0,0,23,7,0,0,0,0,7,50,0,0,0,0,55,242,10,8,3,3,263,127,3,0,0,5,142,8625,282,263,70,82,9320
LGA35600,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,27,3,0,0,0,0,5,81,0,0,0,0,81,5,0,0,0,0,10,20,3,0,0,0,17,45,3,0,10,4,61,1467,113,236,131,32,1987
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,208,3,9,0,0,224
LGA35740,87,5,7,0,0,103,10,5,3,0,0,17,24,0,0,0,0,25,171,44,26,12,0,255,13,3,3,0,0,23,35,5,6,0,0,52,0,3,0,0,0,0,1143,264,278,49,19,1746,100,17,19,6,0,143,18,3,0,0,0,19,40,9,16,4,0,68,482,49,83,25,5,647,167,24,34,13,7,243,15070,2316,2486,513,201,20581
LGA35760,40,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,3,8,0,3,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,49,8,11,5,0,76,3,0,3,3,0,7,0,0,0,0,0,0,3,0,0,0,0,4,182,3,3,8,0,198,58,3,22,11,3,101,2986,259,617,445,75,4374
LGA35780,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,11,8,0,0,0,0,8,761,20,25,12,7,822
LGA35790,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,22,0,0,0,0,0,0,569,11,4,3,3,591
LGA35800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,14,4,3,0,0,16,638,54,142,100,13,945
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,198,3,9,0,3,209
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,7,242,25,37,43,7,365
LGA36250,326,11,14,5,3,357,31,6,11,0,0,49,37,3,8,3,0,51,581,112,82,21,4,803,99,3,4,3,0,115,89,13,5,7,0,112,6,7,3,0,0,14,2330,333,325,65,29,3077,94,15,22,0,0,135,78,12,43,5,0,140,93,18,11,4,0,122,1097,151,158,31,18,1453,297,37,29,6,28,396,31995,3878,3479,768,354,40472
LGA36300,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,30,3,4,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,6,0,0,0,3,9,607,34,60,31,7,734
LGA36370,446,3,6,6,3,463,10,0,0,0,0,10,21,4,0,0,0,28,249,18,17,0,3,283,134,3,0,0,0,144,27,0,4,3,0,38,3,0,0,0,0,4,741,46,43,12,8,849,82,4,8,0,0,89,181,6,8,0,0,196,83,3,0,0,0,92,688,32,40,8,12,784,394,35,24,21,14,488,32317,1491,1936,537,332,36613
LGA36510,46,4,3,0,0,54,7,0,3,0,0,8,0,0,0,0,0,3,49,8,7,0,0,68,13,0,3,0,0,18,12,0,4,0,0,13,0,0,0,0,0,0,408,65,112,30,10,628,36,8,7,3,0,48,7,4,3,0,0,15,13,4,3,0,0,24,188,19,35,13,6,259,178,17,30,29,14,270,8995,1033,1588,593,197,12414
LGA36580,226,0,3,3,6,241,3,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0,23,3,0,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,132,15,20,4,8,182,9,0,4,0,0,17,19,6,14,9,0,49,11,0,0,0,0,16,121,12,14,8,7,166,108,9,23,5,3,147,4492,417,724,346,119,6093
LGA36630,121,0,0,3,4,122,5,0,0,0,0,4,3,0,0,0,0,3,33,3,4,3,0,44,14,0,0,0,0,14,11,0,0,0,0,11,0,0,0,0,0,0,200,9,21,15,3,248,26,0,7,0,0,29,12,0,3,0,0,13,16,0,0,0,0,15,89,8,7,4,3,111,155,12,26,15,11,216,8487,553,1179,539,190,10946
LGA36660,86,0,0,0,0,94,6,0,0,0,0,9,3,0,0,0,0,4,55,3,7,0,0,64,10,0,0,0,0,10,6,0,3,0,0,14,0,0,0,0,0,0,244,21,38,18,3,325,24,0,4,0,3,35,4,0,3,0,3,8,13,0,0,0,0,17,199,12,15,3,4,234,220,18,35,22,19,322,10160,868,1442,638,205,13319
LGA36720,586,14,36,3,15,649,63,16,13,6,4,101,75,4,14,3,0,94,1033,181,173,49,9,1450,77,9,15,4,0,106,176,24,43,14,0,256,12,0,4,0,0,15,5382,808,882,160,64,7285,415,59,83,18,3,572,84,18,14,8,0,121,297,53,48,4,4,400,2035,268,297,61,34,2694,928,101,128,38,60,1256,84046,9719,10554,2389,1029,107729
