LGA_CODE_2016,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
LGA27070,0,0,0,0,0,385,235,27,51,696,381,2674,112,88,3248,2338,2860,165,141,5513,4265,1688,187,172,6319,4328,1948,291,136,6704,3796,1864,197,124,5981,3888,2041,130,117,6176,4029,1904,122,99,6156,3723,1605,154,119,5597,2929,1505,144,93,4677,1658,1118,122,48,2950,542,548,46,32,1172,128,215,17,14,376,45,108,15,18,188,32059,20078,1711,1202,55053
LGA27170,0,0,0,0,7,124,96,11,23,253,403,717,45,30,1195,1117,553,58,44,1767,1311,465,90,42,1910,1221,546,106,34,1908,1219,550,64,36,1871,1329,579,42,35,1985,1400,603,44,33,2088,1326,543,51,24,1949,1133,530,83,14,1764,656,447,71,23,1196,195,189,25,10,418,49,75,12,6,141,19,32,4,3,62,11362,5842,706,340,18245
LGA27260,3,0,0,3,6,447,195,26,59,733,475,2647,89,98,3313,2772,2928,146,162,6012,4944,1894,208,210,7250,5645,2184,313,180,8324,5044,2152,227,151,7572,5149,1990,152,156,7446,4867,1826,168,141,7002,4429,1509,137,113,6183,3319,1355,160,87,4922,1920,943,132,58,3052,560,514,49,28,1151,123,181,17,15,330,46,63,12,14,133,39299,20196,1799,1404,62691
LGA27350,0,0,0,0,5,548,253,18,58,880,269,1397,61,60,1778,3837,4025,185,199,8241,9812,3440,310,245,13812,9792,2717,554,203,13259,7420,2518,396,157,10482,6113,2243,186,117,8657,5376,2086,134,118,7703,4358,1585,128,108,6180,3423,1401,134,75,5031,2006,1211,113,50,3382,782,823,56,31,1695,232,341,33,20,629,83,157,12,21,278,53498,23938,2299,1400,81129
LGA27450,0,7,0,0,7,238,220,20,24,498,430,2540,98,75,3140,1715,1893,105,97,3810,2329,976,136,73,3516,2048,1162,174,68,3460,2034,1445,130,54,3670,2326,1666,121,63,4173,2677,1597,113,71,4464,2605,1591,142,78,4421,2121,1563,157,60,3903,1394,1302,138,54,2883,518,774,85,29,1404,144,329,36,15,524,68,168,21,21,280,20404,17016,1468,750,39636
LGA27630,0,0,0,0,0,21,20,3,3,47,23,65,5,3,100,101,66,3,6,177,127,51,5,6,191,118,57,6,3,187,101,65,4,7,177,131,80,3,7,219,163,88,15,8,276,199,103,11,0,319,245,118,18,5,385,154,83,15,6,256,66,58,3,6,131,41,23,3,3,66,30,29,3,4,73,1491,894,105,69,2560
LGA29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,18,8,0,0,31,108,88,6,10,210,429,125,10,7,570,260,68,0,3,337,139,32,6,10,190,95,34,0,3,130,122,32,3,0,157,85,31,0,3,118,102,24,3,4,135,73,42,4,5,123,64,38,3,0,104,31,20,5,0,52,10,12,0,0,28,0,3,0,0,9,1513,562,34,49,2161
LGA29499,3,7,0,4,14,904,558,69,111,1646,2087,1951,197,184,4420,7201,4104,455,396,12149,9162,3753,540,390,13844,8791,3633,613,357,13401,7695,3613,490,319,12119,8091,4250,448,299,13092,8067,4782,474,318,13646,6965,4668,556,274,12464,5753,4541,542,221,11052,3074,3861,462,174,7571,1082,2045,222,80,3434,288,791,103,61,1240,139,351,60,61,612,68404,42345,5166,3122,119037
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,0,0,0,16,11,0,3,0,14,24,3,0,0,29,23,0,3,0,26,15,6,6,0,29,16,0,9,3,22,8,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,110,24,22,9,155
LGA29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,16,9,0,0,23,29,12,0,0,39,8,6,4,3,29,19,9,0,0,31,25,6,0,0,35,21,0,3,0,22,26,4,0,0,37,20,9,0,3,32,16,0,0,0,16,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,201,60,14,7,286
LGA30300,0,0,0,0,0,16,10,0,5,36,42,57,5,9,110,103,33,6,3,152,134,48,4,3,195,105,68,8,5,188,140,54,0,3,197,140,60,7,5,215,173,54,10,4,241,172,55,6,3,237,151,54,6,6,214,123,45,6,4,177,58,36,0,3,98,29,12,3,0,45,18,15,0,3,40,1382,606,70,51,2108
LGA30370,0,0,0,0,0,41,25,3,0,65,96,213,13,5,327,319,148,14,15,499,436,136,23,11,611,416,168,17,16,618,402,155,18,13,579,462,169,20,17,665,483,161,25,8,669,456,130,29,15,627,369,140,21,11,542,258,102,17,4,377,113,51,10,4,181,53,26,3,3,87,35,27,3,0,66,3883,1632,206,116,5843
LGA30410,0,0,0,0,0,13,0,0,0,13,41,29,0,0,66,104,21,3,3,131,96,20,7,9,124,85,39,7,0,131,88,23,3,3,118,93,35,5,0,137,141,29,3,3,177,120,29,9,0,163,112,33,3,6,153,86,27,4,3,123,49,9,3,4,66,21,6,0,3,33,24,9,3,3,33,1053,317,47,45,1455
LGA30450,0,0,0,0,0,3,0,0,0,0,16,4,0,0,17,26,3,3,0,31,24,0,0,0,25,26,7,0,0,27,11,3,0,0,14,15,3,0,0,18,19,0,0,0,23,40,5,0,0,44,25,0,4,0,32,20,3,3,0,28,19,4,0,0,18,0,3,0,0,3,0,0,0,0,0,235,32,14,4,284
LGA30760,0,0,0,0,0,14,8,0,0,17,15,20,3,3,38,36,10,5,0,46,60,17,0,0,73,59,21,9,0,95,47,22,3,4,73,50,31,4,3,87,50,21,0,0,68,61,23,0,0,86,77,17,10,0,106,58,20,3,3,77,31,16,0,0,53,16,12,0,0,29,12,4,0,3,16,572,229,38,21,858
LGA30900,0,0,0,0,0,0,0,0,0,5,9,3,0,0,11,9,3,0,0,7,10,0,0,0,7,19,8,0,0,28,4,3,3,0,7,8,3,0,0,12,7,3,0,0,11,11,0,0,3,20,10,0,0,0,12,3,4,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,93,22,5,3,122
LGA31000,10,29,8,18,64,4647,2036,226,466,7372,5951,24641,970,841,32399,37829,33173,1895,1595,74493,61082,21152,2834,1486,86548,65121,20109,4534,1336,91097,59608,19735,3130,1122,83594,61587,20043,1865,1105,84602,59925,18262,1733,1058,80983,52887,15394,1885,853,71023,40708,13753,1995,684,57146,23462,11102,1556,456,36579,7683,6837,703,227,15445,1785,2730,195,114,4831,611,1313,104,198,2225,478249,208244,23407,11071,720965
LGA31750,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,4,0,0,13,12,0,5,0,16,13,0,0,3,18,17,0,0,0,20,12,0,0,0,10,16,0,0,0,18,13,0,0,0,14,20,8,0,0,25,12,4,0,0,17,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,128,22,11,8,165
LGA31820,0,0,0,5,9,244,136,15,28,423,497,1703,68,61,2326,1557,983,72,62,2679,1744,797,116,81,2734,1700,877,114,60,2748,1745,943,79,48,2816,2162,1043,64,62,3336,2321,1117,80,74,3594,2423,1173,100,49,3738,2091,1107,118,65,3389,1310,900,110,36,2355,412,461,50,36,956,128,198,15,11,355,78,107,11,28,221,18171,11411,997,663,31246
LGA31900,0,0,0,3,3,73,38,3,8,128,170,291,22,17,505,429,165,19,15,628,426,132,21,9,594,358,174,17,14,564,423,199,10,20,655,511,217,15,10,750,581,225,18,16,840,619,205,22,18,859,560,218,32,11,828,427,179,31,20,654,153,116,14,16,292,73,52,9,3,133,39,32,11,13,94,4767,2207,235,182,7388
LGA31950,0,0,0,0,0,5,0,0,0,6,8,9,0,0,19,20,14,0,0,34,32,8,4,4,49,28,10,0,3,41,31,16,3,0,58,32,16,0,0,51,29,5,0,8,42,24,9,0,0,38,28,13,4,0,46,21,3,0,6,26,6,0,0,0,13,3,0,0,0,7,0,0,0,0,0,269,115,15,22,428
LGA32080,3,0,0,0,8,507,267,32,37,840,819,2958,126,91,3989,3232,2056,160,137,5583,4379,1769,253,137,6533,4715,1913,360,138,7128,4720,2242,253,112,7333,5380,2327,200,155,8060,5544,2159,189,143,8034,5091,1953,204,110,7352,4222,1813,200,72,6305,2512,1511,175,62,4259,925,863,77,39,1908,254,359,35,19,671,116,148,22,26,311,41907,22072,2249,1242,67472
LGA32250,0,0,0,0,0,11,0,0,0,21,38,11,3,3,54,70,9,0,4,88,73,5,4,3,84,56,14,9,3,82,51,14,4,3,76,62,11,0,3,80,62,19,3,4,84,63,20,0,0,90,101,20,3,3,129,43,10,3,4,59,19,5,0,0,25,11,9,0,0,21,3,0,0,0,3,647,151,32,33,867
LGA32260,3,0,0,0,3,106,69,6,20,195,204,451,20,31,707,605,309,19,33,958,638,325,29,35,1036,642,302,40,28,1011,592,300,24,19,932,697,327,37,33,1086,847,383,29,31,1289,898,379,49,33,1350,821,455,60,21,1349,606,356,41,16,1025,254,179,17,9,461,98,76,8,12,190,61,62,4,12,136,6960,3901,378,293,11533
LGA32270,0,0,0,0,0,130,56,4,25,216,237,484,29,22,778,891,325,49,24,1296,1221,293,87,36,1638,1453,464,131,31,2081,1331,412,90,46,1881,1395,394,74,46,1907,1401,343,69,28,1843,1325,349,86,34,1787,1008,300,71,39,1415,518,209,52,15,797,207,89,17,10,328,72,59,9,5,149,36,31,3,10,79,11094,3762,755,354,15965
LGA32310,0,3,0,0,3,45,30,0,4,86,89,198,18,16,325,227,101,21,4,355,246,80,15,10,356,249,102,16,12,373,253,122,19,13,399,344,137,14,3,494,359,119,18,13,508,299,107,21,9,436,300,116,20,10,444,189,86,18,12,300,102,51,7,3,160,26,31,0,0,58,16,24,0,3,44,2696,1270,186,109,4251
LGA32330,0,0,0,0,0,6,3,0,0,7,10,9,0,3,20,18,6,0,0,28,22,13,5,0,40,18,9,3,0,34,28,6,0,0,34,33,7,4,0,43,29,20,0,0,52,26,17,0,4,44,41,17,0,0,58,17,16,0,0,33,3,6,0,0,8,0,3,0,0,3,0,0,0,0,3,235,142,16,7,405
LGA32450,0,0,0,0,0,37,8,4,3,49,50,28,3,3,83,154,15,5,6,189,307,25,17,6,352,348,51,19,9,425,306,28,20,3,360,273,20,18,10,323,262,29,24,6,323,288,27,21,3,338,224,25,16,4,271,112,33,7,4,152,43,6,4,3,55,8,11,0,0,24,8,0,0,0,13,2379,306,157,60,2900
LGA32500,0,0,0,0,0,26,11,0,3,40,46,34,3,3,91,179,41,3,3,226,280,42,3,14,335,223,60,8,12,295,202,53,8,10,273,233,70,7,5,322,207,60,17,4,286,229,67,13,3,318,225,57,11,4,303,124,57,17,0,200,56,22,0,3,82,8,8,3,0,23,7,3,0,3,12,2016,583,101,67,2775
LGA32600,0,0,0,0,0,0,3,0,0,6,3,0,0,0,5,12,0,0,0,13,10,3,0,0,13,15,3,0,0,19,12,4,0,0,20,12,5,0,0,17,12,11,0,0,24,14,5,0,4,29,13,3,0,0,22,5,7,0,0,9,9,6,0,0,11,0,0,0,0,0,0,3,0,0,3,123,48,3,11,184
LGA32750,0,0,0,0,0,4,0,0,0,4,12,3,0,3,16,25,8,0,3,31,20,3,0,0,25,14,3,0,0,22,21,3,0,0,21,15,3,0,0,20,27,3,0,0,31,21,4,0,0,26,33,3,0,0,31,22,5,3,0,26,15,3,0,0,15,0,0,0,0,3,3,0,0,0,5,221,47,9,4,281
LGA32770,0,0,0,0,0,7,0,0,0,10,5,5,4,0,16,26,11,0,0,41,35,9,3,0,47,30,13,3,3,43,30,13,0,3,47,19,7,3,0,31,27,9,0,5,40,20,8,4,3,32,26,10,0,4,37,15,0,0,0,17,6,3,0,0,10,0,0,0,3,4,0,0,0,0,3,239,93,17,22,361
LGA32810,0,0,0,0,0,46,26,3,4,82,80,171,9,12,266,272,97,12,5,394,381,133,21,17,547,387,145,24,11,564,327,163,10,19,517,385,175,12,18,593,413,187,20,20,637,408,231,29,15,681,374,205,19,6,609,241,169,10,5,431,107,98,3,3,212,33,50,5,4,91,25,33,6,0,59,3427,1870,171,142,5607
LGA33100,0,0,0,0,0,5,0,0,0,5,5,0,0,0,9,13,4,0,3,20,18,3,0,0,23,18,8,4,0,30,8,0,0,0,14,30,5,0,0,35,30,11,0,0,34,28,12,4,0,46,26,3,0,0,36,24,4,0,0,32,13,0,0,0,14,3,0,0,0,8,5,3,0,0,7,227,58,18,9,310
LGA33200,0,0,0,0,0,8,0,0,0,9,26,19,0,4,41,44,15,0,3,64,57,12,0,3,68,51,12,0,3,65,33,8,0,0,43,57,16,0,0,69,61,25,0,3,87,76,7,3,3,91,64,18,3,7,90,48,9,3,3,67,25,11,3,3,48,25,9,0,0,30,16,5,0,4,28,568,170,23,32,797
LGA33220,6,3,0,0,5,229,173,19,14,433,396,1543,59,43,2035,1184,890,48,60,2176,1322,795,96,41,2249,1477,845,112,43,2478,1644,993,91,43,2771,2069,1126,86,62,3351,2254,1210,104,64,3631,2166,1166,126,62,3519,1927,1248,144,48,3365,1151,930,122,39,2243,358,420,43,22,847,86,174,11,13,291,60,83,8,26,181,16106,11416,1046,572,29137
LGA33360,0,0,0,0,0,204,89,9,7,310,344,989,40,35,1408,1422,706,64,45,2238,1866,599,133,49,2652,2011,684,143,51,2894,1920,681,107,49,2755,2128,736,95,65,3020,2160,707,91,52,3005,2052,670,108,53,2887,1616,602,124,31,2375,851,426,81,22,1372,295,223,26,9,553,86,101,10,10,208,41,44,6,8,99,16809,7170,1021,470,25466
LGA33430,5,15,3,5,27,1612,1035,92,175,2913,2700,11526,412,372,15010,12067,10707,581,548,23905,16613,7676,874,536,25696,17194,7711,1043,463,26418,16479,7830,759,384,25449,17852,8396,564,453,27267,18060,7874,521,421,26870,16341,7211,574,346,24468,13157,6637,632,317,20745,7957,5440,497,225,14120,3146,3642,255,118,7159,824,1505,99,72,2501,282,670,44,90,1088,142676,86818,6854,4347,240694
LGA33610,0,0,0,0,0,35,14,7,12,70,95,148,16,9,263,264,88,11,5,378,316,101,15,4,438,321,132,14,5,472,279,140,13,9,437,327,127,10,8,475,401,129,19,7,559,363,121,14,12,512,381,125,24,15,543,218,89,17,10,340,110,70,6,0,191,42,31,4,5,81,36,34,3,7,79,3144,1339,172,100,4757
LGA33620,5,3,0,3,10,108,93,8,21,232,248,731,43,42,1065,648,428,40,33,1144,719,399,47,26,1193,761,432,66,19,1271,821,542,28,27,1420,995,577,40,38,1650,1224,674,49,25,1977,1145,705,77,36,1961,1043,682,95,33,1849,647,505,72,20,1245,240,265,31,15,547,97,131,9,15,256,71,56,7,16,150,8661,6120,601,340,15725
LGA33800,0,0,0,0,0,46,23,0,3,72,88,191,13,7,293,200,71,7,3,280,218,61,13,7,300,167,100,14,6,288,191,108,5,0,308,271,136,12,11,424,310,140,6,14,476,368,204,15,9,598,349,162,18,10,538,243,115,20,10,380,130,77,19,5,230,45,29,9,4,87,43,41,4,16,102,2633,1423,141,109,4308
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,9,3,0,0,13,9,0,0,0,5,0,0,0,0,7,5,4,0,0,9,7,3,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,3,4,63
LGA33960,0,4,0,0,3,466,274,28,51,811,805,3372,135,115,4425,3383,2520,183,159,6239,4758,1776,272,164,6969,4692,2002,334,115,7144,4488,1963,223,126,6797,4850,1996,164,117,7131,4912,1832,169,105,7014,4597,1676,166,83,6526,3586,1489,225,73,5369,1943,1136,156,34,3276,620,608,55,34,1319,144,222,17,7,391,60,98,9,14,183,38841,20696,2100,1146,62777
LGA33980,0,0,0,0,0,142,41,11,10,199,186,332,18,28,560,737,237,31,38,1044,1246,246,85,42,1617,1462,309,116,38,1926,1282,326,95,25,1729,1511,294,105,37,1950,1363,259,97,31,1746,1224,226,88,28,1570,882,199,53,25,1157,450,158,42,14,669,135,75,12,3,225,46,40,3,4,90,31,13,9,8,52,10549,2702,755,318,14328
LGA34420,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,21,6,0,0,30,20,6,0,4,25,14,5,0,0,28,19,4,0,0,22,21,17,0,0,39,15,11,0,0,30,16,12,0,0,35,16,4,0,0,26,18,0,0,0,20,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,167,79,4,7,261
LGA34530,0,0,0,3,3,65,42,3,11,129,147,540,24,17,727,452,282,21,18,772,484,190,26,10,712,497,270,38,13,813,479,308,30,17,838,536,308,28,23,895,628,343,18,17,1017,659,332,35,23,1049,553,291,38,14,887,389,251,31,13,682,141,124,13,4,286,49,50,4,4,106,28,42,3,11,79,5044,3327,308,181,8866
LGA34570,0,0,0,0,0,5,4,0,0,8,11,9,0,4,25,28,14,0,0,40,40,17,3,0,62,35,14,9,8,65,54,12,4,4,72,56,13,5,0,69,57,10,0,0,65,51,8,4,5,64,39,4,0,0,44,12,5,3,3,25,0,4,0,0,6,0,0,0,0,4,0,0,0,0,3,386,102,26,28,544
LGA34580,0,0,0,0,0,107,62,3,14,187,187,586,23,23,816,589,440,32,26,1084,761,375,57,22,1209,615,343,47,17,1020,577,315,25,25,941,744,346,20,35,1147,823,371,37,29,1269,787,337,35,21,1184,672,346,41,32,1090,443,257,36,15,749,172,188,17,9,387,73,90,5,8,182,51,35,7,10,101,6510,4029,379,267,11183
LGA34590,0,0,0,0,6,629,356,34,72,1091,1360,4740,197,152,6445,5044,3663,220,241,9167,6251,2759,349,211,9567,6444,2872,448,244,10005,6303,2879,295,190,9666,6655,2833,233,178,9896,6584,2780,205,171,9748,6046,2402,212,146,8804,4864,2355,248,101,7567,2982,1812,198,71,5068,1039,1030,88,48,2200,232,365,18,16,630,63,148,7,23,237,53866,30618,2715,1796,88994
LGA34710,0,3,0,0,0,22,3,3,3,30,51,78,5,3,142,136,31,5,3,177,119,25,12,3,157,116,28,13,5,163,122,32,9,3,172,114,38,3,3,155,155,36,10,7,201,177,34,11,6,228,164,49,7,0,222,115,44,9,0,173,46,18,6,8,79,11,6,7,0,23,14,10,3,0,26,1340,422,102,51,1920
LGA34770,0,0,0,0,3,339,152,35,50,576,857,1953,89,65,2965,2721,1139,104,99,4072,3236,1014,245,87,4580,3125,1376,247,78,4830,2931,1376,152,88,4550,3332,1443,113,79,4963,3645,1512,121,96,5375,3484,1368,175,97,5121,2977,1263,169,83,4489,1800,929,129,44,2901,556,438,63,32,1096,189,188,23,22,421,107,101,8,38,253,28966,14100,1640,905,45605
LGA34800,0,0,0,0,0,13,0,0,0,19,19,3,0,0,21,64,9,0,3,71,110,10,4,0,127,150,11,10,3,178,136,7,7,3,160,130,9,6,3,149,132,5,11,4,155,98,10,8,3,123,99,6,8,3,123,49,3,3,0,58,26,3,0,0,38,12,0,0,3,19,4,0,0,0,3,1043,75,71,34,1226
LGA34830,0,0,0,0,0,3,0,0,0,3,3,3,0,0,6,13,0,0,0,9,11,0,0,0,13,20,0,0,0,18,19,0,0,0,19,11,0,0,0,14,12,4,0,0,14,13,0,0,0,12,13,0,0,0,13,6,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,113,9,0,3,128
LGA34860,0,0,0,0,0,71,26,13,8,111,133,162,24,15,333,408,120,19,14,555,566,130,37,15,754,604,166,50,15,833,454,170,39,15,676,576,137,34,9,750,604,120,44,18,788,574,136,35,13,761,468,109,33,8,626,343,97,22,9,473,130,65,8,11,214,77,60,5,6,149,79,40,10,7,133,5013,1511,367,151,7036
LGA34880,0,0,0,0,0,80,41,0,12,134,93,282,14,20,412,324,153,16,19,515,388,172,14,14,586,370,177,25,11,585,402,209,20,12,638,526,253,25,15,819,621,241,25,19,907,634,246,31,24,934,526,234,35,19,812,341,242,30,10,630,143,119,6,11,285,67,69,7,5,153,41,41,3,11,96,4477,2443,264,170,7361
LGA35010,0,3,0,3,12,710,513,35,85,1342,1574,7735,285,220,9810,5798,5018,315,239,11363,6911,3239,430,251,10819,7120,3567,467,184,11327,6929,3877,341,196,11341,7955,4437,300,212,12896,8246,4305,278,220,13047,7473,3784,371,158,11790,6016,3376,339,149,9876,3369,2709,274,103,6459,1198,1513,128,51,2899,304,606,36,31,975,104,227,17,33,383,62990,44381,3575,2048,112990
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,0,0,5,9,0,0,0,10,10,3,0,0,9,3,6,0,0,12,3,3,0,3,8,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,0,3,48
LGA35300,0,0,0,0,0,78,28,0,4,116,186,278,17,17,488,710,161,33,25,926,1057,176,56,16,1304,939,193,77,16,1228,768,192,52,27,1028,770,167,43,17,993,783,137,33,19,973,784,130,38,21,966,526,134,44,19,714,289,82,34,3,408,108,51,14,6,180,44,31,9,0,78,11,18,0,4,30,6964,1742,431,187,9320
LGA35600,0,0,0,0,0,10,8,3,3,19,35,63,3,0,104,114,44,3,4,166,159,43,16,3,218,107,44,6,3,164,123,38,5,3,172,153,45,6,3,206,134,48,5,5,195,181,43,8,3,243,170,56,4,3,231,115,37,11,3,165,48,17,4,0,72,9,12,0,8,29,12,3,0,3,23,1365,494,71,57,1987
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,0,24,29,0,3,0,30,18,4,0,0,26,17,5,0,0,23,22,8,0,0,28,23,4,0,0,27,24,3,0,0,28,12,0,0,0,14,7,0,0,0,11,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,180,36,8,6,224
LGA35740,0,0,0,3,3,135,121,3,12,270,274,1184,50,33,1540,774,638,47,32,1485,886,495,43,27,1459,972,571,74,22,1642,1078,714,56,41,1891,1403,943,48,36,2433,1506,963,69,40,2578,1461,974,59,30,2525,1165,939,59,28,2188,781,806,58,28,1674,287,431,31,9,750,72,210,9,4,300,30,72,6,14,123,10693,8948,606,332,20581
LGA35760,5,0,0,0,5,65,17,4,4,87,69,129,14,21,226,198,81,11,5,297,226,110,8,5,353,287,103,12,3,398,238,94,6,14,356,274,118,10,6,415,343,145,10,14,505,330,133,12,11,487,313,118,13,13,459,245,130,16,7,399,129,79,15,12,234,89,43,3,4,140,54,40,8,7,104,2793,1312,142,126,4374
LGA35780,0,0,0,0,0,12,0,0,0,19,27,33,0,0,61,58,21,3,3,87,74,31,8,7,115,64,16,4,3,89,68,19,3,0,87,67,19,3,3,89,60,19,8,0,81,62,16,3,3,85,46,14,3,3,68,35,8,0,0,47,11,0,0,0,12,0,0,0,0,3,0,0,0,0,0,570,199,35,23,822
LGA35790,0,0,0,0,0,3,4,0,0,3,8,16,0,0,27,23,23,4,0,43,37,26,3,0,65,30,20,3,0,61,31,24,0,3,60,31,25,7,0,58,55,27,0,0,85,41,22,0,0,70,52,15,0,0,67,26,12,0,0,38,7,3,0,0,6,0,0,0,0,0,0,0,0,0,3,345,214,17,11,591
LGA35800,0,0,0,0,0,16,0,3,0,22,19,9,0,4,27,50,17,3,4,72,69,14,0,4,82,58,14,6,3,84,54,16,0,3,71,58,16,5,0,79,63,20,3,0,92,108,26,3,0,136,100,19,3,5,126,67,20,7,7,99,25,11,0,0,42,18,7,6,0,30,13,3,0,0,18,700,184,38,31,945
LGA36070,0,0,0,0,0,0,0,0,0,0,7,7,0,0,17,12,10,0,0,23,10,6,0,0,15,13,7,0,0,20,12,8,3,0,20,16,10,0,0,25,10,13,0,0,31,9,15,0,0,25,8,4,0,0,17,11,0,0,0,9,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,114,95,4,3,209
LGA36150,0,0,0,0,0,3,0,0,0,6,11,3,0,0,9,19,6,3,0,28,30,3,7,0,42,32,5,3,0,42,24,4,0,0,26,29,6,0,0,37,21,9,0,3,37,25,9,3,0,31,34,6,3,0,48,22,3,4,3,29,12,9,0,0,21,10,0,0,0,11,5,0,0,0,3,269,59,24,7,365
LGA36250,0,0,0,0,7,239,194,17,23,479,566,3115,90,70,3851,1809,1916,115,70,3912,2366,1096,134,74,3674,2293,1173,172,75,3720,2105,1316,116,63,3596,2656,1520,87,65,4327,2824,1571,90,64,4546,2740,1485,113,55,4393,2338,1432,148,46,3970,1367,1202,125,27,2723,484,616,50,21,1171,121,277,11,11,422,58,103,3,13,179,21733,16833,1254,654,40472
LGA36300,0,0,0,0,0,10,3,0,0,13,24,40,0,3,65,54,30,0,0,91,70,23,7,0,99,67,20,0,0,90,41,13,0,0,59,53,18,0,0,77,50,20,3,3,76,40,25,0,0,62,42,4,0,0,51,26,16,0,0,47,11,6,0,0,16,4,4,0,0,11,3,0,0,0,7,488,223,12,11,734
LGA36370,0,0,0,0,0,289,145,6,28,476,566,1972,82,65,2690,2281,1215,119,74,3695,2653,948,197,81,3872,2546,1052,208,51,3863,2403,1037,127,50,3616,2571,1027,98,41,3745,2793,1040,107,53,3993,2825,993,131,52,3998,2415,980,176,45,3608,1357,728,123,27,2226,421,387,44,16,867,95,146,11,6,264,65,90,8,16,175,22987,11611,1431,587,36613
LGA36510,0,0,0,0,3,131,76,6,12,223,187,683,31,31,925,532,390,26,17,960,613,242,36,23,914,608,297,33,14,957,648,395,37,18,1093,806,463,34,33,1332,898,500,37,31,1457,878,501,40,25,1446,781,494,44,27,1340,523,414,22,22,984,265,261,26,10,557,100,136,14,6,256,71,85,10,21,180,6902,4859,387,269,12414
