LGA_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,197,401,436,461,295,48,16,1858,36,32,30,26,13,3,0,136,3,5,12,7,16,3,3,52,4,0,0,7,3,4,0,20,0,0,0,0,3,0,0,3,3,0,4,7,3,7,0,21,17,10,24,22,27,19,9,128,263,454,514,529,359,78,35,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,3,3,0,17,3,8,3,5,0,3,0,18
LGA10900,0,0,0,0,0,0,0,0,15,13,3,14,9,3,0,59,1480,1711,2239,2741,2181,524,55,10923,393,124,74,117,102,29,4,846,4,25,30,49,43,17,0,173,9,14,10,17,17,0,0,63,7,9,16,22,14,0,0,69,4,19,22,21,30,12,0,106,213,123,127,161,158,40,3,832,2310,2141,2593,3225,2617,646,67,13588,17,14,17,6,11,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,6,6,4,0,42,16,8,3,3,0,0,0,36,9,3,4,0,3,0,0,27,47,33,41,18,22,7,3,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,15,19,14,22,14,5,3,101,64,52,53,43,39,11,4,270
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,146,135,176,101,32,9,694,17,14,18,10,8,0,0,64,0,0,0,4,3,3,3,16,0,0,0,4,0,0,3,12,0,6,5,7,0,0,0,11,0,5,5,5,3,5,0,19,14,19,12,29,20,10,0,95,135,208,193,245,136,52,13,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,3,0,0,0,0,0,6,0,4,7,3,0,0,0,14
LGA11100,0,3,4,0,0,0,0,7,18,59,95,103,54,7,0,335,2159,6475,7504,7250,4153,824,68,28435,421,397,288,298,197,43,10,1647,23,69,76,94,66,20,3,349,36,125,96,108,42,4,0,414,29,101,112,90,39,4,0,372,11,50,67,102,41,16,0,288,173,305,228,165,126,34,0,1030,3950,9708,9667,9048,5146,1026,91,38641,278,540,291,211,141,30,6,1504,0,12,7,10,6,0,0,38,3,5,4,0,0,0,0,19,69,118,126,100,61,7,0,479,29,48,19,17,20,3,0,128,4,22,25,13,8,0,0,70,384,747,472,351,236,38,8,2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,34,26,15,9,5,0,110,27,17,8,7,3,0,0,68,9,5,5,7,0,0,0,24,55,65,37,26,16,4,0,199,31,67,73,55,25,4,0,270,470,879,583,435,285,46,4,2703
LGA11150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,55,152,123,139,95,27,5,590,14,12,15,11,9,3,0,71,0,3,0,8,3,0,0,17,0,0,0,0,4,0,0,12,3,0,6,5,0,0,0,11,0,3,3,3,3,0,0,13,23,40,31,36,28,12,0,167,95,209,176,205,140,52,5,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,25,26,13,3,0,89,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,6,5,0,0,24,10,28,31,31,21,6,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,551,1036,906,1124,971,169,14,4767,161,75,55,57,39,10,3,402,0,3,3,5,12,0,0,32,4,11,12,11,8,3,0,47,3,3,11,14,4,0,0,33,3,7,8,7,3,0,0,32,44,61,56,71,82,19,0,335,778,1204,1056,1296,1129,207,18,5684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,4,5,0,0,30,8,8,8,3,5,0,0,34
LGA11300,0,0,3,0,0,0,0,5,0,3,9,7,3,0,0,25,902,1803,1913,2051,1421,381,37,8506,222,131,80,107,91,19,4,655,3,16,16,25,19,8,0,89,8,13,11,8,10,3,0,49,5,10,12,16,20,0,0,60,6,12,11,11,9,8,0,57,188,304,139,160,108,28,6,936,1911,3245,2758,2929,2033,514,54,13455,119,153,123,93,71,17,3,574,5,5,6,0,3,0,0,12,3,0,5,5,3,0,0,10,29,70,71,94,77,6,0,347,20,24,17,13,23,3,0,103,3,4,9,8,8,0,0,38,176,261,229,209,190,31,4,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,3,0,0,0,24,11,7,0,0,0,0,0,19,0,0,3,0,0,0,0,3,15,14,8,4,0,0,0,48,7,12,14,11,5,0,0,49,198,285,248,232,192,30,4,1193
LGA11350,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,766,1606,1880,1937,1479,249,31,7948,179,102,75,56,51,16,0,480,3,5,16,26,32,15,4,106,24,18,17,22,15,4,0,96,61,102,69,47,43,5,0,323,4,9,25,30,19,9,0,99,81,82,81,113,111,37,8,515,1143,1939,2182,2245,1754,335,41,9641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,9,3,3,0,0,0,0,0,5,6,3,0,0,3,0,0,21,14,11,15,21,8,0,0,62,24,16,17,22,5,3,0,90
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,508,571,638,472,135,22,2573,40,34,29,31,19,3,3,155,3,3,9,20,23,18,7,83,0,4,6,5,5,0,0,23,0,0,0,0,0,3,0,6,0,3,5,13,11,12,3,41,20,32,34,52,69,42,7,251,303,587,657,755,605,206,39,3146,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,24,4,9,3,0,4,0,0,24
LGA11450,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,2917,3977,4157,3922,2456,477,41,17940,770,193,110,125,100,12,5,1316,33,76,99,88,66,20,0,376,24,12,10,18,9,5,0,93,12,8,13,17,7,0,0,54,8,23,23,30,11,8,0,93,105,55,73,72,56,17,3,377,3992,4437,4539,4301,2744,537,51,20594,21,14,9,17,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,9,4,0,0,43,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,3,37,33,23,28,13,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,30,3,6,0,0,0,0,32,0,0,0,0,0,0,0,0,30,4,5,3,0,0,0,41,26,35,26,34,13,0,0,132,86,74,55,61,29,3,0,307
LGA11500,0,0,3,3,0,0,0,7,9,3,20,17,13,0,0,67,4184,7402,8035,8143,5655,1083,60,34569,1341,488,334,352,322,63,9,2902,25,91,113,126,94,29,0,476,36,37,33,37,37,3,0,193,9,13,20,21,11,0,0,81,15,30,33,42,23,6,3,152,207,154,124,133,114,28,0,751,6343,8624,8985,9129,6444,1238,69,40837,118,86,60,66,37,3,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,26,18,14,0,0,115,29,16,7,11,8,0,0,64,5,9,3,7,3,0,0,27,173,138,93,100,57,9,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,4,0,0,0,24,50,9,4,12,0,0,0,71,3,0,0,0,0,0,0,3,58,14,9,12,6,3,0,103,53,52,45,51,48,3,0,260,281,206,150,167,113,13,0,929
LGA11520,0,3,7,0,0,0,0,14,3,6,9,13,7,0,0,41,1824,4822,4969,4355,2596,609,57,19235,394,271,167,184,137,34,8,1193,0,23,39,38,15,4,0,123,29,60,59,40,26,3,0,209,15,44,50,31,20,3,0,173,9,35,45,39,21,8,3,159,283,383,246,200,141,41,3,1292,3231,7125,6423,5463,3321,778,77,26411,220,384,216,143,103,25,0,1096,0,4,0,0,4,0,0,9,0,0,0,3,0,0,0,3,50,106,114,86,46,6,0,400,37,42,21,35,28,7,0,166,0,4,11,4,6,0,0,23,304,547,364,268,186,39,0,1699,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,10,13,7,11,0,0,0,45,15,9,5,3,4,3,0,45,0,3,8,3,0,0,0,15,34,26,23,15,9,3,0,108,28,34,42,33,19,5,0,146,360,606,425,312,206,43,0,1956
LGA11570,0,7,0,0,0,0,0,9,7,53,58,56,30,14,0,217,6601,14493,15686,16538,10946,2305,231,66805,1759,934,634,815,712,136,24,5014,54,202,308,285,205,51,3,1116,44,104,64,80,51,11,0,349,31,43,55,61,36,8,0,230,33,111,134,137,98,24,3,542,559,568,455,477,393,105,10,2566,10125,17927,18126,19127,13006,2761,291,81363,304,430,232,192,168,43,0,1368,0,0,3,0,0,0,0,7,9,3,8,6,0,0,0,20,38,79,56,49,30,9,0,254,51,31,19,19,14,3,0,130,3,16,12,21,5,0,0,51,400,551,323,280,221,55,4,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,12,10,10,0,0,58,49,21,11,15,9,0,0,114,4,8,0,3,3,0,0,21,67,48,26,28,24,0,0,194,100,142,115,112,79,15,0,570,571,742,470,424,325,73,4,2603
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,147,156,172,132,25,14,733,31,13,8,4,10,0,3,75,0,0,3,5,9,5,4,24,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,6,0,3,6,5,11,3,0,26,16,24,27,36,23,4,0,118,134,197,206,232,186,41,16,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,12,0,5,4,4,3,0,0,12
LGA11650,0,0,0,0,0,0,0,3,14,14,14,17,9,3,0,77,10027,13924,15765,17821,12561,2231,160,72479,2450,742,507,626,518,107,16,4964,44,125,196,247,230,65,4,910,51,101,84,117,99,20,3,474,62,65,71,116,52,3,0,366,22,48,70,101,103,40,6,393,467,394,308,433,405,121,22,2152,13783,15785,17327,19808,14265,2632,219,83824,72,69,43,57,37,11,0,289,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,31,50,56,61,35,12,0,244,21,9,5,12,12,3,0,63,9,9,8,4,3,0,0,36,134,132,121,129,84,25,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,11,6,0,0,31,79,24,12,8,4,0,0,127,3,0,3,0,0,0,0,9,94,28,14,17,9,3,0,173,104,103,104,119,105,12,0,553,329,268,239,270,205,45,0,1355
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,20,45,37,6,0,148,3,3,0,3,3,0,0,15,0,0,0,0,4,0,0,9,3,3,0,4,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,3,3,0,4,15,14,11,12,18,15,3,0,73,29,52,41,71,66,20,9,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,0,3,0,0,3
LGA11720,0,0,0,0,0,0,0,0,3,4,0,3,8,3,0,16,1527,2171,2320,2390,1644,267,25,10336,409,96,72,84,71,13,4,751,0,25,29,41,44,8,0,151,18,12,8,8,6,0,0,58,4,4,5,10,0,0,0,32,8,8,12,15,13,10,0,50,47,49,56,89,72,37,18,374,2034,2367,2508,2640,1859,349,44,11807,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14,14,26,15,8,16,0,0,80,15,28,29,20,22,0,0,108
LGA11730,0,0,0,0,0,0,0,5,5,0,6,4,0,3,0,19,1223,1690,2389,2905,2301,397,51,10944,327,126,106,135,115,29,7,837,8,15,37,41,66,20,14,200,16,7,16,24,19,0,0,78,19,20,33,59,42,6,0,179,9,8,20,25,27,16,4,107,90,91,109,181,208,69,9,754,1700,1968,2726,3377,2781,543,84,13175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,15,17,14,21,21,8,0,104,24,22,16,25,25,8,0,117
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,376,315,295,206,39,7,1375,37,31,18,22,8,3,0,123,0,3,5,7,4,3,0,25,0,6,3,6,6,4,4,19,3,0,7,4,5,0,0,21,3,3,4,14,8,3,0,42,20,28,27,31,29,10,0,138,216,449,390,369,272,58,16,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,4,3,3,0,21,0,8,7,6,3,3,0,24
LGA11800,0,0,0,0,0,0,0,0,3,11,3,5,4,4,0,26,2446,3677,4418,5191,3923,687,51,20396,737,340,200,247,210,28,3,1762,11,33,50,63,83,17,3,267,29,37,35,52,47,4,0,206,44,39,52,47,49,3,0,236,13,22,24,38,28,11,3,137,157,155,123,166,159,45,4,798,3477,4332,4928,5827,4525,808,65,23960,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,14,3,0,0,3,0,0,20,0,0,0,0,0,0,0,3,15,8,0,3,3,0,0,32,34,34,26,35,31,3,0,164,50,39,33,41,39,3,0,207
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,118,130,145,109,25,3,614,34,3,0,9,6,0,0,54,0,3,0,4,0,0,0,7,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,4,11,12,11,15,7,6,73,121,139,151,173,140,35,11,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,9
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,176,142,207,172,46,4,833,16,4,11,16,13,0,0,57,0,0,0,4,6,0,0,14,0,4,0,0,8,0,3,16,0,0,3,0,0,0,0,3,0,0,4,3,11,8,3,31,13,28,17,18,24,11,0,118,118,223,178,259,230,66,10,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,3
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,434,507,615,710,558,146,19,2987,110,38,32,32,31,8,0,257,4,7,8,26,21,6,0,68,3,0,0,10,3,5,0,22,0,5,0,3,3,0,0,13,0,3,0,8,13,6,0,31,34,33,43,54,52,16,4,231,589,590,704,844,688,189,24,3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,4,0,19,6,0,0,3,0,4,0,22
LGA12380,0,3,3,0,0,0,0,5,13,34,37,42,26,8,0,157,4974,11802,12470,12339,8083,1577,118,51366,1302,746,504,544,426,91,4,3618,58,146,214,212,149,44,4,836,40,76,60,74,41,4,0,300,26,36,45,64,28,9,0,216,26,90,92,77,49,22,4,360,384,424,311,288,253,70,6,1727,7677,14711,14452,14193,9423,1906,152,62515,278,373,214,182,126,26,5,1193,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,37,71,61,64,49,6,0,282,39,37,22,28,24,0,0,142,12,23,15,11,14,0,0,73,362,506,306,277,201,33,7,1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,7,14,0,0,0,37,39,14,8,11,3,0,0,78,0,13,0,3,3,0,0,22,43,39,16,28,12,3,0,142,77,119,99,73,45,14,4,429,485,661,421,385,259,48,7,2273
