LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA23350,3,3,4,0,0,3,0,0,0,13,0,4,3,4,0,4,0,3,0,20,6,0,5,6,9,5,0,9,0,30,0,4,7,0,12,12,3,4,0,44,3,3,0,3,8,15,5,9,3,60,3,0,0,0,3,22,9,10,0,48,3,0,0,0,3,18,0,10,0,37,0,0,0,0,3,0,3,3,0,10,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,24,22,21,41,81,26,45,8,301,0,3,3,0,0,0,0,0,0,8,3,42,6,0,0,0,0,0,0,50,3,34,13,3,0,0,0,0,0,51,4,24,10,7,0,4,0,0,0,46,3,18,25,5,0,3,0,3,0,59,8,11,19,24,10,5,0,0,0,77,9,5,13,15,22,14,3,3,0,88,4,3,7,3,31,28,12,9,0,97
LGA23430,7,35,104,63,32,23,9,7,3,288,18,34,78,123,199,71,20,22,7,575,19,50,45,98,642,306,96,48,22,1328,21,27,34,84,643,454,167,125,19,1561,23,28,18,37,306,340,193,156,9,1110,10,3,5,17,111,143,101,118,7,511,4,3,4,3,53,67,44,98,7,275,3,0,3,0,11,28,17,54,0,127,0,3,0,3,14,21,9,25,0,88,0,0,0,0,7,4,4,3,0,17,0,3,5,6,21,11,9,12,6,79,116,366,432,475,2053,1484,672,676,92,6381,8,20,13,14,3,3,3,4,0,62,33,471,43,17,4,3,3,0,3,578,20,317,107,31,8,4,4,4,16,505,11,174,177,45,28,3,3,8,11,454,14,118,216,90,48,24,0,13,5,538,18,122,168,237,249,93,25,23,11,944,27,62,94,219,699,267,70,43,29,1508,22,46,43,98,542,306,130,56,9,1253
LGA23670,0,37,70,42,26,11,3,4,0,195,11,27,84,99,143,43,20,11,6,444,30,29,51,114,485,212,57,30,11,1027,28,26,25,101,597,344,155,86,16,1376,26,16,25,42,325,269,177,166,13,1063,26,5,3,16,105,90,95,138,3,477,8,0,0,4,41,42,58,95,4,256,0,0,0,5,23,15,21,55,0,113,3,0,0,3,18,15,23,30,3,100,0,0,0,0,3,3,0,11,0,22,3,3,3,4,30,17,4,12,4,77,160,289,356,455,1798,1079,614,637,74,5465,6,26,3,3,0,3,0,3,9,64,34,532,30,10,4,3,0,3,10,624,18,346,115,15,7,10,0,0,11,526,11,160,179,50,23,11,4,13,6,456,10,118,213,110,33,18,7,9,7,527,34,108,150,217,212,67,20,21,19,852,22,43,70,176,543,208,68,31,17,1182,17,44,31,76,417,244,77,69,23,1003
LGA23810,0,9,9,11,4,3,0,3,3,49,4,7,11,15,21,13,4,5,3,85,7,8,6,20,66,56,14,18,3,204,15,9,10,14,89,89,55,34,3,320,9,0,4,6,54,58,56,89,3,283,12,3,3,3,39,45,46,76,7,221,11,0,4,4,35,16,37,64,0,175,7,3,3,11,29,13,25,48,0,147,39,5,10,4,75,46,70,77,4,325,11,0,0,0,30,8,27,33,3,109,3,0,0,3,12,5,3,4,3,35,116,108,90,107,457,353,351,452,39,2068,8,17,3,3,0,0,0,0,0,43,9,234,9,3,3,3,0,0,5,270,8,169,25,12,3,0,0,7,3,237,6,100,68,21,9,4,0,8,6,228,15,69,91,50,9,3,4,9,6,256,11,49,78,108,49,21,11,7,4,346,11,28,36,78,98,57,13,9,10,338,14,22,16,17,69,58,30,22,4,250
LGA23940,3,6,0,0,0,0,0,0,0,6,0,9,7,6,0,3,0,0,0,20,0,0,3,0,7,9,6,3,0,25,3,0,3,3,6,14,6,5,0,46,0,0,0,3,5,3,11,16,0,45,0,0,0,0,5,4,7,10,0,26,0,0,0,0,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,5,11,19,18,15,31,41,24,51,4,209,0,4,0,0,0,0,0,0,0,4,0,26,3,0,0,0,0,0,0,30,0,10,0,3,0,0,0,0,0,20,0,8,9,0,0,0,0,0,0,24,0,9,9,3,0,7,0,0,0,28,7,4,6,21,9,7,0,3,0,58,3,3,8,6,33,23,6,3,0,92,3,4,0,0,19,19,7,10,3,70
LGA24130,0,9,7,3,0,0,0,0,0,27,3,3,14,10,7,6,0,7,0,46,0,5,10,8,16,15,7,10,0,77,0,6,3,11,20,34,19,21,7,113,3,3,3,7,17,22,21,33,3,108,4,3,3,4,10,18,12,25,0,69,0,0,0,0,6,3,11,23,0,47,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,3,7,5,0,14,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,0,3,0,0,14,21,52,54,43,79,113,76,131,9,570,0,10,3,0,0,0,0,3,0,22,12,176,6,3,3,0,0,3,3,205,4,103,17,4,3,0,0,3,0,142,0,62,40,19,6,3,0,0,0,129,7,33,45,25,7,6,5,3,4,134,12,15,46,63,32,17,5,8,3,199,7,19,27,48,62,37,14,9,3,230,5,6,16,21,46,40,9,17,3,170
LGA24210,0,6,16,4,7,3,3,3,0,44,0,9,14,21,11,8,6,7,3,83,4,8,9,14,28,39,0,9,0,114,9,7,4,8,49,34,21,15,8,161,3,4,8,3,37,80,27,34,4,199,3,0,3,3,8,34,30,33,0,109,3,0,0,3,3,14,12,29,3,66,0,0,0,3,6,4,3,6,0,21,0,3,0,0,0,3,3,4,0,18,0,0,0,0,0,0,0,6,0,7,0,3,0,0,3,8,0,0,0,16,26,94,69,69,157,231,114,145,23,933,0,9,0,0,0,0,0,0,0,14,7,256,16,3,0,0,0,0,0,286,9,172,53,12,3,0,0,0,5,256,3,107,90,19,3,7,0,4,9,234,12,74,98,45,11,7,3,7,4,257,3,52,81,70,33,12,3,3,6,268,6,17,42,73,80,30,20,12,3,284,5,13,16,32,74,47,11,24,4,224
LGA24250,0,0,3,6,0,0,0,3,0,12,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,4,3,4,0,12,0,0,0,5,3,10,7,7,3,29,0,0,0,0,5,7,7,10,3,29,0,0,0,0,3,0,3,6,0,15,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,5,10,17,25,20,44,6,143,0,3,0,0,0,0,0,0,0,4,0,37,4,0,0,0,0,0,0,42,4,25,5,0,0,0,0,0,0,37,3,23,6,4,0,0,0,0,0,33,0,11,22,9,0,3,0,0,0,43,7,8,8,14,11,8,3,0,0,63,3,0,5,13,13,11,7,4,0,54,0,3,5,3,14,12,3,3,0,47
LGA24330,4,25,44,38,13,21,0,6,10,152,7,17,42,55,58,31,14,14,4,233,7,15,28,63,193,96,37,14,7,455,14,10,13,44,197,206,67,84,8,645,17,7,10,17,111,174,101,107,11,552,10,5,3,9,55,71,52,88,3,297,3,3,0,0,22,36,28,76,3,165,3,0,0,0,0,13,13,32,3,72,5,0,3,0,10,8,7,28,0,66,0,0,0,0,3,3,0,4,0,22,0,0,4,3,7,7,3,11,9,56,78,163,209,241,693,664,338,479,58,2922,0,14,13,0,0,0,0,3,3,32,11,199,16,6,3,0,0,0,3,234,10,156,67,15,7,3,3,0,11,267,6,90,125,37,10,7,0,4,13,289,3,65,135,75,26,13,4,3,10,327,7,50,94,108,92,43,8,16,9,435,8,29,42,82,203,87,27,11,9,501,12,15,22,51,162,102,44,43,14,464
LGA24410,0,15,25,21,9,10,0,0,3,85,6,11,32,44,51,31,11,4,6,193,9,15,19,39,172,88,30,15,7,398,12,8,7,26,201,190,70,37,16,559,7,5,4,15,98,131,80,82,9,427,3,0,0,3,35,45,43,70,3,202,3,0,0,0,24,16,13,49,3,110,5,0,0,0,13,6,7,17,0,46,0,0,0,4,19,11,16,19,3,73,0,0,0,0,0,3,0,3,0,9,3,6,0,6,10,5,8,6,6,42,53,122,129,167,637,545,285,306,57,2301,3,7,0,0,0,0,0,4,0,20,17,363,21,3,4,0,0,0,6,409,12,208,63,20,3,7,0,3,8,314,3,134,113,30,11,7,0,4,7,317,3,81,112,58,34,20,3,12,9,336,7,66,109,132,111,49,11,9,8,502,7,38,75,110,254,116,48,21,15,681,12,20,28,62,246,184,81,36,11,692
LGA24600,10,40,84,53,21,25,10,9,18,263,16,44,106,101,111,80,18,31,29,532,29,28,68,114,302,174,55,50,41,862,42,29,46,87,394,334,117,120,46,1221,42,21,31,56,284,301,164,220,26,1148,34,11,10,22,133,169,101,193,15,684,34,0,12,23,85,149,77,207,10,599,21,3,12,16,87,130,78,140,4,500,57,9,17,17,171,321,184,215,11,997,7,3,6,0,15,32,33,64,3,165,6,10,9,9,31,35,15,17,41,172,315,359,547,543,1650,1780,854,1272,284,7603,17,77,29,11,9,8,3,4,13,179,57,915,87,23,9,8,4,4,49,1157,54,923,419,63,16,11,8,8,62,1565,54,613,949,149,31,16,9,16,55,1899,48,386,1338,366,76,59,19,27,53,2375,47,269,846,775,458,173,56,57,82,2764,68,159,335,504,934,429,136,94,56,2724,41,78,157,257,802,496,164,139,62,2204
LGA24650,0,15,24,19,5,8,4,15,3,91,9,9,23,23,38,34,11,12,3,158,7,7,16,40,136,78,30,25,3,344,5,8,12,17,148,91,50,52,9,396,10,5,3,14,73,77,48,65,8,296,0,0,3,9,24,39,15,39,3,135,0,0,0,4,16,16,22,30,4,90,0,0,0,0,3,16,6,20,0,51,0,3,0,0,6,7,8,18,3,45,0,0,0,0,0,4,0,3,0,15,0,4,0,4,13,4,3,3,6,44,40,131,116,150,467,369,212,294,49,1830,3,14,3,0,0,0,0,0,8,30,15,230,16,0,0,3,0,0,3,262,5,148,45,16,5,3,3,0,3,236,6,97,66,23,4,3,0,0,0,216,8,60,78,26,19,10,3,3,3,204,10,47,50,85,68,17,8,7,4,295,7,33,19,67,103,61,17,13,13,343,10,9,17,28,116,58,31,20,7,300
LGA24780,3,9,13,9,0,7,3,3,0,48,3,9,18,10,23,13,4,7,0,86,6,9,14,20,81,45,24,23,0,223,5,6,0,8,78,79,50,43,3,276,7,3,4,10,40,51,56,59,3,237,5,0,3,0,22,22,23,44,0,120,0,0,0,0,5,15,15,44,3,81,5,0,0,0,5,13,3,23,0,51,0,0,0,4,3,3,4,20,0,27,0,0,0,0,0,4,0,4,0,10,3,0,0,3,3,4,4,6,0,25,41,76,76,86,266,256,179,283,17,1278,3,9,3,5,3,3,0,3,0,24,6,126,12,4,3,3,0,3,3,158,8,103,41,13,3,0,0,7,6,182,3,66,51,26,10,9,3,7,3,184,3,74,66,41,16,14,11,13,6,242,15,34,53,85,89,36,9,11,12,335,14,21,28,71,144,87,24,28,6,420,9,12,10,32,98,94,54,45,9,364
LGA24850,0,6,7,0,0,3,0,4,0,19,0,5,16,8,6,4,3,10,3,52,0,5,9,16,23,31,18,18,0,123,3,3,3,6,32,29,16,27,4,124,5,3,4,0,18,34,16,35,4,119,6,0,0,3,14,20,14,20,0,78,0,0,0,0,4,9,8,16,3,41,0,0,0,0,0,3,3,9,0,18,0,0,0,0,0,7,5,3,0,15,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,3,0,11,19,32,42,48,108,158,81,142,21,653,0,11,0,0,0,0,0,0,0,17,10,135,16,5,0,0,0,0,5,166,6,84,23,7,0,5,0,3,0,132,8,44,39,7,4,6,3,7,6,126,7,30,30,27,8,4,3,0,3,105,6,29,38,51,20,21,4,3,4,176,0,15,26,26,57,32,9,5,4,174,5,7,21,22,65,44,20,18,3,211
LGA24900,0,11,9,7,4,0,0,3,0,34,3,14,8,7,11,6,0,3,0,50,3,3,7,10,25,23,10,8,3,85,5,3,9,6,26,35,27,29,0,147,14,3,0,3,20,32,33,34,0,133,0,0,0,0,16,21,17,29,0,92,3,3,0,0,15,14,22,21,0,76,3,0,0,0,0,3,17,9,0,29,0,0,0,0,3,0,3,11,0,11,0,0,0,0,0,3,0,5,0,9,3,0,0,0,3,4,3,0,3,23,39,59,32,41,120,149,130,149,15,726,0,5,3,0,3,3,0,4,0,18,9,112,7,6,0,3,0,7,4,144,6,43,9,8,0,0,0,3,3,81,10,49,27,10,7,8,0,0,9,111,3,28,42,29,16,8,3,8,4,135,11,21,29,61,31,26,11,15,4,216,30,10,24,60,102,69,10,16,0,325,29,14,17,24,57,57,35,26,5,260
LGA24970,7,33,78,45,28,16,0,11,3,221,16,37,78,105,116,74,11,16,18,469,19,29,58,106,404,202,65,53,19,948,28,22,46,143,427,306,134,95,21,1213,36,14,33,101,330,239,135,125,10,1018,8,14,5,45,175,117,77,131,5,586,17,4,3,10,96,50,43,69,5,295,3,0,0,12,35,26,17,52,0,154,8,0,3,3,19,19,20,51,3,119,0,0,0,0,3,3,0,17,0,28,8,7,3,5,23,25,6,9,9,100,156,316,429,607,1684,1093,512,641,113,5544,3,22,3,6,6,0,0,4,5,49,20,431,40,11,16,3,0,0,7,529,16,325,110,28,24,3,3,0,11,521,25,224,257,65,28,7,6,3,15,633,8,138,271,128,56,23,3,7,14,641,24,124,196,231,201,73,15,23,25,913,33,71,99,224,437,172,42,45,25,1154,15,25,49,105,378,218,91,40,18,937
LGA25060,3,15,18,19,3,4,3,10,3,78,3,10,24,18,25,15,5,16,5,124,4,14,11,30,71,46,10,14,6,197,14,7,5,16,62,84,19,26,11,236,12,5,7,7,53,85,38,36,4,244,6,0,3,6,25,60,30,21,11,154,5,0,0,3,5,44,20,32,0,113,4,0,0,3,6,25,16,11,0,70,0,0,0,0,5,13,8,17,0,41,0,0,0,0,0,0,3,3,0,10,0,0,3,0,5,13,0,3,9,35,53,119,110,115,264,383,152,193,50,1443,5,17,3,0,0,0,0,0,0,28,17,232,22,0,0,0,0,0,7,282,9,150,49,15,3,0,4,0,4,233,6,103,103,19,4,4,0,8,0,246,5,63,105,49,15,3,3,7,7,266,5,52,83,97,65,12,6,3,12,338,10,28,33,61,126,53,18,17,9,353,7,18,13,28,80,78,29,29,12,295
LGA25150,0,3,6,5,0,0,0,4,0,18,3,5,9,3,3,0,4,5,0,29,3,0,11,12,18,17,3,19,4,80,3,3,0,10,24,35,8,21,0,112,3,3,5,8,26,27,21,34,0,112,0,0,0,0,4,5,10,38,0,53,0,0,0,0,11,7,8,29,3,55,0,0,0,0,0,0,3,15,0,22,0,0,0,0,0,0,3,13,0,17,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,17,29,34,42,89,105,58,176,11,566,0,0,3,0,0,0,0,0,0,6,3,71,6,0,0,0,0,3,0,87,5,60,9,5,0,0,0,3,0,96,0,31,19,5,3,0,0,4,0,72,0,21,21,18,4,3,0,0,0,65,5,21,20,31,15,18,3,6,0,112,4,11,10,27,41,22,9,9,0,129,0,4,4,8,46,32,13,12,4,116
LGA25250,7,28,63,63,21,22,4,18,3,231,4,23,57,59,68,43,15,30,5,308,15,8,28,44,151,97,26,35,11,410,3,8,14,25,138,135,39,43,16,422,13,3,3,22,76,85,55,40,4,297,3,3,3,4,32,32,22,30,4,141,10,0,0,7,8,37,23,28,0,112,4,0,0,0,6,9,13,12,0,50,0,0,5,4,4,3,11,12,0,38,0,0,0,0,4,3,0,10,0,20,0,0,4,5,3,6,8,3,7,45,66,186,295,276,536,501,223,275,58,2411,0,12,10,4,0,0,0,3,0,31,7,185,14,3,0,4,0,3,7,232,8,189,57,19,3,3,10,3,8,293,8,138,141,34,8,8,3,0,9,349,19,89,139,60,20,13,3,3,8,353,11,70,98,111,95,41,16,9,15,476,12,38,55,94,188,105,34,20,14,550,6,17,18,53,161,105,38,33,8,435
LGA25340,0,28,21,9,7,5,0,0,3,74,3,16,22,42,18,9,8,3,3,123,10,7,20,44,63,48,19,21,0,235,6,5,9,23,106,105,57,44,6,361,7,8,8,20,53,75,59,67,4,302,7,3,0,3,20,25,51,47,7,160,3,4,9,0,11,25,31,37,0,111,7,0,0,0,8,14,31,39,0,96,0,0,3,0,3,8,21,24,0,62,0,0,0,0,3,0,0,9,0,11,0,0,0,3,3,9,3,6,6,32,57,151,118,162,308,326,274,307,32,1735,0,31,3,3,0,4,0,6,3,54,24,498,35,12,3,4,0,0,7,586,12,282,84,16,3,3,0,12,3,415,14,200,126,39,19,10,3,5,6,417,18,141,168,100,26,26,3,3,5,506,24,141,150,210,105,53,18,25,8,724,21,45,80,194,288,129,50,39,18,862,19,37,35,84,283,161,75,47,12,759
LGA25430,0,4,10,3,0,0,0,0,0,14,0,4,5,7,3,3,0,3,0,26,0,0,0,8,9,13,6,5,0,45,3,3,5,5,22,25,19,8,0,88,0,0,3,0,8,24,15,19,0,75,0,0,0,0,3,6,4,8,0,20,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,11,22,23,21,42,78,47,68,5,326,0,0,0,0,0,0,0,3,0,7,0,87,3,3,0,0,0,0,0,92,6,34,8,3,0,0,0,0,0,47,11,17,21,11,5,0,0,0,3,70,9,26,47,18,6,10,0,3,0,115,4,17,47,59,32,38,8,3,0,216,10,16,24,70,96,137,28,11,6,394,4,3,3,36,65,135,52,13,4,323
LGA25490,0,6,3,3,0,5,0,0,0,13,3,0,3,12,4,5,0,3,0,37,3,0,4,4,16,3,0,4,0,43,3,3,5,5,20,21,17,13,0,90,3,0,7,4,16,16,18,22,0,91,3,0,0,0,11,15,9,23,0,68,4,0,0,0,4,6,8,17,0,43,0,0,0,0,4,3,3,12,0,26,0,0,0,0,4,6,0,11,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,14,24,17,25,32,92,89,64,115,9,460,0,4,0,0,0,0,0,3,4,9,0,49,9,3,0,0,0,0,0,68,3,29,11,0,4,0,0,3,0,51,0,20,9,4,6,3,0,0,0,51,8,9,13,8,4,0,3,0,3,49,4,11,18,29,17,12,6,5,4,111,3,4,7,18,28,22,8,7,0,106,3,5,7,10,26,20,17,25,0,114
LGA25620,0,0,5,3,0,0,0,0,0,10,0,0,3,11,13,0,3,0,0,25,4,3,3,7,13,6,0,0,0,26,4,0,3,3,11,11,3,3,0,36,0,0,3,3,12,7,6,9,0,41,0,3,0,0,0,4,6,15,0,29,0,0,0,0,4,3,4,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,8,10,11,19,26,53,36,26,38,3,212,0,3,0,0,0,0,0,0,0,18,0,39,0,3,0,0,0,0,0,49,3,40,8,0,0,3,0,0,0,61,3,25,8,6,3,3,0,0,3,48,0,15,12,11,0,3,0,0,0,50,5,12,10,15,15,8,0,0,0,79,4,3,11,14,26,12,5,3,0,69,6,0,0,12,19,18,3,3,0,72
LGA25710,0,3,3,3,0,3,0,3,0,17,3,7,5,8,3,3,0,5,0,33,3,3,3,6,13,7,0,4,0,42,4,0,0,8,19,17,11,14,4,83,5,0,3,3,18,17,18,13,3,78,0,0,0,3,10,6,7,15,0,39,0,0,3,0,5,7,0,9,0,22,0,0,0,0,0,7,0,3,0,10,0,0,0,0,6,4,5,7,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,17,48,30,32,74,73,48,69,14,408,0,4,3,0,0,0,0,0,0,8,5,218,3,0,0,0,0,0,3,231,5,88,16,10,3,0,0,0,3,130,0,33,22,11,0,4,0,0,3,73,3,25,36,17,3,3,3,7,4,103,0,13,22,22,10,9,0,3,4,94,5,9,10,29,28,23,4,4,4,119,3,6,4,14,25,26,5,9,3,103
LGA25810,0,3,3,0,0,0,0,0,0,9,3,3,0,4,3,3,3,3,0,22,3,0,3,6,9,8,0,3,0,35,4,0,3,9,11,17,7,4,4,62,0,0,0,0,5,15,13,12,3,45,0,0,0,3,7,4,18,12,3,38,0,0,0,0,0,0,14,17,0,31,0,0,0,0,0,0,5,7,0,16,0,0,0,0,3,0,12,12,0,25,0,0,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,6,4,8,12,18,21,25,43,45,75,69,16,316,0,3,0,0,0,0,0,0,0,12,6,40,11,3,0,0,0,0,0,58,4,36,3,10,3,0,0,0,0,58,0,25,11,10,0,0,0,6,3,65,7,20,13,19,3,3,3,0,0,73,6,9,15,20,19,21,3,8,6,109,3,6,18,24,42,69,13,6,3,186,3,4,8,17,31,64,21,13,0,164
LGA25900,0,18,36,18,8,3,0,3,0,92,3,8,25,28,12,13,8,4,3,104,7,9,22,43,87,44,12,14,12,251,14,11,15,28,93,74,40,44,12,332,10,0,5,10,63,77,50,49,10,278,3,6,0,3,29,33,21,36,4,131,3,0,3,0,9,27,13,35,3,101,0,0,0,0,6,16,23,22,0,79,0,3,0,0,4,13,7,32,0,59,0,3,0,0,0,0,3,7,0,10,0,0,0,0,3,4,0,10,8,26,59,142,160,143,318,319,186,250,61,1642,0,19,5,3,0,5,0,6,0,33,4,142,21,3,0,4,0,3,11,183,6,147,64,6,3,3,0,0,7,244,10,134,195,19,8,9,0,0,8,382,3,72,208,68,21,5,0,5,12,396,9,55,143,117,76,28,4,13,8,457,10,34,52,83,140,73,18,19,13,434,10,20,28,36,136,100,47,30,15,430
