SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
304031094,35,9,0,638,532,62,41,9,0,647,474,64,44,8,3,590,402,48,35,3,0,490,275,42,32,14,3,365,144,29,20,15,3,204,37,18,13,4,0,65,12,4,4,3,0,27,7466,416,346,79,46,8350
304031095,24,0,3,122,94,24,19,0,0,134,80,17,11,4,0,114,71,20,20,0,0,116,33,23,9,0,0,67,17,5,15,0,0,36,3,6,4,0,0,12,0,0,3,3,0,9,875,149,158,17,10,1204
304031096,18,3,3,986,957,18,24,3,9,1011,842,16,21,3,5,892,726,19,19,10,3,779,437,24,18,0,7,481,188,14,16,4,5,228,61,8,15,0,0,83,21,5,11,0,3,36,9591,185,212,43,47,10080
304031097,15,0,0,257,146,19,15,3,0,182,144,23,21,4,0,193,126,22,25,3,3,176,86,17,23,0,0,128,53,12,18,0,0,83,19,8,8,0,0,28,4,3,3,3,0,18,1908,180,208,23,10,2331
304041098,32,4,0,735,638,31,22,6,5,697,500,34,28,0,3,569,415,32,16,0,3,470,208,17,26,0,3,252,80,11,4,0,0,100,25,0,4,0,0,33,9,0,0,0,0,9,7599,231,222,21,32,8103
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
304041100,24,0,3,152,139,20,19,3,0,177,114,11,18,4,0,144,87,3,8,0,0,95,70,10,14,0,0,93,33,4,11,0,0,42,6,0,4,0,0,14,0,0,0,0,0,3,1384,91,125,11,7,1628
304041101,29,3,0,284,227,38,31,4,0,297,214,22,19,3,3,258,191,16,22,0,0,233,146,13,20,3,0,189,63,8,12,0,0,79,13,3,3,0,0,25,3,0,3,0,0,7,2744,168,201,28,17,3167
304041102,0,0,0,60,75,0,3,0,0,76,50,0,0,0,0,48,41,3,0,0,0,50,26,0,0,0,0,24,15,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,3,585,8,7,0,6,607
304041103,53,9,0,276,185,65,62,7,3,326,146,51,49,12,7,256,131,33,41,12,0,219,114,39,55,6,0,221,45,25,27,3,0,104,12,9,18,3,0,37,6,5,3,3,0,23,1737,350,407,64,19,2571
304041104,20,4,0,204,145,20,27,0,0,189,118,15,12,3,0,151,114,4,17,3,0,139,58,15,11,0,0,82,29,0,6,3,0,38,5,0,3,3,0,17,0,0,0,3,0,6,1129,98,148,19,0,1397
305011105,382,38,54,15928,12973,510,368,33,61,13944,10100,433,311,22,43,10914,7586,332,261,21,42,8240,4106,231,165,17,44,4564,1401,106,105,21,28,1658,286,44,47,6,7,395,110,30,19,8,24,186,116073,3082,2438,278,577,122442
305011106,57,19,7,2640,2112,160,56,12,14,2347,1560,126,53,8,7,1754,1184,120,32,11,12,1356,701,71,50,10,7,832,232,28,18,0,0,285,63,22,11,4,3,102,9,9,5,8,7,31,20239,1003,541,100,110,21994
305011107,5,0,0,59,34,21,21,7,0,84,25,14,15,3,0,60,23,10,18,0,0,52,15,7,16,3,0,40,9,6,12,0,0,24,3,3,0,3,0,11,0,0,3,0,0,7,330,85,134,21,6,581
305011108,18,4,0,222,173,23,22,4,4,230,168,42,22,6,0,232,157,35,14,4,0,213,104,31,18,3,0,154,52,34,14,4,0,104,10,14,10,3,0,30,0,12,6,3,0,26,2108,279,210,40,17,2650
305011109,48,9,3,355,234,80,45,4,7,370,222,46,36,6,3,308,182,36,38,10,4,269,121,34,29,8,0,199,46,22,19,3,0,94,24,12,15,10,0,63,6,4,5,4,0,21,3020,430,396,68,25,3938
305011110,53,5,18,3326,2882,106,59,7,15,3074,2528,93,56,8,17,2698,2066,78,42,3,11,2199,1186,47,39,8,15,1293,429,29,18,7,5,485,87,7,9,4,10,116,31,3,3,4,3,45,26217,645,455,80,152,27550
305011111,71,6,3,1591,1235,120,64,4,10,1429,1072,121,67,7,3,1270,807,118,71,8,5,1007,533,77,53,0,4,669,237,66,21,5,0,330,64,35,21,4,0,124,23,8,10,4,0,52,11101,833,509,59,50,12551
305011112,54,15,0,778,567,97,40,4,4,722,503,94,53,8,0,661,355,46,36,12,9,449,209,46,30,3,4,297,94,21,16,3,3,135,24,9,7,0,0,37,9,3,3,0,7,28,6137,604,412,70,47,7270
305021113,21,3,0,115,62,20,15,0,3,99,67,11,11,0,0,93,49,12,9,6,0,72,28,8,8,0,0,44,13,4,3,0,0,23,10,0,0,0,0,13,3,3,0,0,0,4,613,103,101,17,4,840
305021114,19,7,0,212,127,55,22,4,3,207,97,36,26,11,0,173,72,35,11,0,0,119,50,15,10,3,0,80,29,16,6,0,0,57,7,10,7,0,0,20,3,6,5,0,0,15,1643,295,180,48,9,2176
305021115,22,5,0,357,258,53,27,3,0,341,219,43,21,8,3,295,151,32,17,4,0,204,107,27,11,3,0,153,43,20,6,0,0,68,17,4,3,0,0,24,5,7,7,0,0,22,2635,324,181,42,23,3197
305021116,14,9,0,130,82,16,23,3,0,123,62,34,7,0,0,100,48,17,15,0,0,87,40,11,6,3,0,57,17,5,13,0,0,35,3,5,0,0,0,5,0,0,3,0,0,5,705,159,129,21,6,1021
305021117,49,10,0,759,572,60,56,8,7,703,484,79,38,4,3,609,383,51,26,7,7,472,218,36,12,6,3,284,86,11,18,5,7,119,21,8,4,0,0,39,11,3,0,0,0,13,5295,471,343,60,39,6207
305021118,20,0,0,108,48,27,16,0,0,94,46,27,16,4,0,92,23,10,14,0,0,54,24,16,7,4,0,53,5,7,8,0,0,28,4,7,0,3,0,14,4,0,0,0,0,3,532,162,141,23,5,852
305031119,25,6,7,576,479,62,29,3,3,572,377,55,26,4,0,458,296,50,24,3,0,375,215,24,17,5,4,268,100,18,8,4,5,129,34,8,5,5,0,51,8,0,7,0,7,18,4625,353,245,35,42,5299
305031120,18,3,0,122,90,13,20,7,0,129,43,26,15,8,0,89,61,12,10,4,0,93,36,10,14,3,0,61,19,13,9,0,0,36,5,3,5,0,0,13,4,0,0,0,0,9,723,135,147,27,0,1034
305031121,24,10,0,159,84,30,27,7,0,148,101,31,18,9,0,156,74,29,16,12,0,135,57,19,5,16,0,101,51,17,15,3,0,84,20,4,8,8,0,39,3,0,3,4,0,10,1214,196,167,67,10,1646
305031122,30,0,0,221,173,54,31,6,3,268,168,31,38,6,0,237,142,34,31,10,0,212,89,17,25,8,0,138,34,18,18,4,0,73,12,4,9,4,3,27,10,7,9,0,0,24,1734,243,264,56,13,2313
305031123,29,3,0,123,69,20,20,3,0,115,68,21,12,0,0,100,57,15,10,0,0,81,30,4,9,0,0,41,15,0,3,4,0,24,0,3,0,0,0,8,4,3,0,0,0,4,640,122,126,14,6,910
305031124,19,8,0,234,175,29,14,8,3,229,166,27,23,3,4,232,107,28,19,3,0,160,86,19,13,4,0,118,39,14,6,3,0,58,16,11,4,4,0,45,6,3,3,6,0,22,1942,215,180,50,19,2405
305031125,15,3,0,313,225,44,28,5,3,303,167,46,28,8,0,245,126,35,22,6,3,197,77,28,22,3,0,123,45,21,14,5,0,84,5,7,5,0,0,16,3,0,0,0,0,8,1960,295,181,45,13,2491
305031126,33,3,3,2010,1837,54,41,0,3,1942,1681,42,28,3,14,1760,1325,34,31,5,8,1405,819,20,18,3,12,877,272,21,13,4,3,305,75,5,4,3,3,83,24,4,3,3,3,36,16021,312,300,32,82,16745
305031127,14,0,0,135,83,33,13,0,3,134,87,18,17,7,0,128,58,3,17,3,0,77,35,17,12,4,0,70,20,6,3,0,0,33,8,0,6,0,0,19,3,0,0,3,0,4,1325,134,123,29,11,1616
305031128,57,10,11,2572,1922,179,51,7,11,2172,1595,134,58,13,16,1813,1275,96,43,13,4,1424,694,70,44,13,6,824,210,39,21,9,5,279,53,25,7,13,0,96,19,7,8,3,0,39,18481,1037,538,93,89,20237
305031129,15,0,0,108,61,36,15,3,0,115,52,25,19,0,0,99,36,13,15,0,3,68,34,12,15,0,0,59,15,6,6,0,0,28,3,0,3,0,0,8,3,0,0,0,0,8,765,136,122,20,4,1058
305031130,35,0,3,412,275,52,33,7,0,357,223,34,30,3,3,289,178,24,18,3,3,220,132,19,19,0,0,166,62,4,9,7,3,87,9,6,5,3,0,24,8,3,0,5,3,18,2819,258,221,26,24,3348
305031131,27,6,0,438,357,39,42,0,0,439,305,31,33,5,0,373,233,20,13,0,3,266,162,16,15,3,0,196,43,9,13,0,0,68,13,5,3,3,0,27,3,0,4,0,3,8,2985,209,245,30,17,3497
305041132,49,8,4,385,279,76,51,11,0,413,251,66,65,3,0,382,228,46,49,8,0,327,122,34,44,8,0,205,75,20,24,3,4,124,16,4,11,0,0,37,8,6,0,0,0,16,2642,417,399,59,20,3537
305041133,35,3,4,438,355,40,43,0,0,439,372,30,26,7,0,439,332,29,26,5,3,399,186,20,17,6,0,237,83,12,10,0,0,112,27,3,10,4,0,46,7,3,0,0,3,16,3341,211,225,39,14,3834
305041134,37,3,0,175,92,65,44,10,0,221,108,35,28,3,3,169,74,31,27,8,0,144,45,28,26,3,4,106,32,16,15,5,0,60,7,3,3,0,0,14,3,3,7,4,0,18,961,302,270,37,9,1581
305041135,80,11,11,1962,1440,174,84,17,7,1723,1169,148,60,7,11,1395,826,135,60,7,5,1035,506,86,60,13,0,666,205,51,23,12,3,290,47,17,27,11,3,99,19,5,14,5,3,40,14420,1083,678,113,87,16388
305041136,19,4,0,181,121,41,31,0,0,187,111,25,20,3,0,158,84,29,20,3,0,130,59,10,15,0,0,84,17,8,11,4,0,37,11,3,3,0,0,17,0,3,0,0,0,3,1324,206,195,24,8,1767
305041137,53,3,8,952,693,87,50,3,7,843,626,78,46,3,7,767,488,77,35,6,8,611,366,59,36,0,5,469,164,29,19,3,0,224,55,10,16,4,0,87,16,9,3,4,3,33,7769,549,423,50,59,8843
306011138,15,3,3,76,39,12,15,0,3,66,38,13,11,0,0,62,28,12,10,3,0,54,28,4,5,0,0,41,6,8,10,0,0,17,0,0,0,0,0,5,0,3,0,0,0,6,356,60,100,14,10,547
306011139,44,10,0,252,148,28,50,7,3,240,117,31,66,3,3,223,98,37,39,10,0,181,63,22,42,10,0,133,22,10,25,5,0,69,11,4,8,7,0,30,0,0,0,0,0,6,1354,207,357,55,14,1985
306011140,30,0,5,454,412,18,22,0,0,456,416,20,27,0,3,458,281,20,20,5,3,330,185,12,12,3,4,208,75,4,8,7,0,98,28,6,5,0,0,40,3,0,4,0,0,6,3268,121,158,24,22,3595
306011141,40,8,3,320,265,31,31,7,3,340,236,24,30,6,13,309,195,26,39,3,8,262,131,5,28,4,3,169,49,10,17,4,0,72,10,3,0,3,0,19,3,0,4,0,0,10,2154,147,272,48,36,2657
306011142,56,5,3,492,356,53,54,13,5,478,356,51,47,13,6,471,255,39,48,8,3,349,212,26,56,0,3,301,84,14,30,9,4,140,33,4,14,0,0,49,3,3,0,0,3,13,3524,306,444,70,44,4383
306011143,21,0,0,86,32,13,7,4,3,66,48,11,20,3,0,86,44,11,28,4,0,85,24,4,17,3,0,47,20,8,11,5,0,42,3,6,9,0,0,17,3,3,3,0,0,5,403,69,158,28,3,660
306021144,16,3,0,174,137,12,14,4,3,165,99,7,20,0,0,129,95,11,8,0,0,116,55,5,9,0,0,70,23,3,5,3,0,34,7,3,0,0,0,13,0,0,0,3,0,3,1100,83,112,15,13,1324
306021145,100,19,17,2692,2256,149,125,27,18,2576,2061,141,114,12,20,2355,1705,127,115,19,24,1990,1066,80,70,18,15,1251,412,58,38,17,8,539,88,35,18,14,3,159,30,9,13,9,4,63,19832,966,827,179,175,21976
306021146,34,8,0,205,139,21,14,3,4,174,127,21,31,4,3,188,122,23,25,3,0,173,79,23,21,4,0,131,37,10,17,0,0,62,12,3,3,0,0,21,7,0,3,3,0,16,1717,156,189,33,25,2124
306021147,23,4,3,206,138,23,41,3,0,199,128,17,15,7,0,165,97,15,18,3,3,137,63,11,14,4,0,90,24,0,17,0,0,44,6,3,3,0,0,14,3,0,0,0,0,5,1298,104,199,33,15,1647
306021148,23,3,4,240,196,15,19,5,3,242,195,31,31,11,3,277,185,27,41,12,0,262,111,10,14,7,0,150,55,7,18,4,4,89,10,0,17,0,0,33,4,3,20,14,3,41,1783,144,242,71,33,2271
306021149,26,0,4,94,55,11,21,6,3,97,49,18,21,6,0,94,26,17,22,3,0,67,18,15,13,3,3,56,17,9,19,0,0,39,9,3,7,3,0,20,3,0,0,0,0,12,467,114,176,30,13,798
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,17,0,0,115,86,10,15,0,0,118,63,11,22,0,4,94,59,4,18,4,0,88,37,11,9,3,0,58,15,6,13,0,0,29,6,0,3,0,0,12,0,3,0,4,0,7,815,70,131,20,8,1042
306021152,22,7,9,480,470,46,25,0,4,545,379,38,26,4,3,454,346,28,26,3,0,401,222,18,18,0,4,262,67,10,12,4,0,91,23,0,6,10,0,43,3,8,3,0,0,14,3424,203,181,35,38,3885
306021153,30,7,4,104,71,14,28,3,0,118,40,7,14,0,0,63,39,13,18,3,0,69,29,3,13,0,0,45,14,3,4,7,0,26,0,0,0,5,0,6,0,0,0,0,0,3,719,65,146,38,10,980
306021154,58,17,11,1484,1278,149,78,10,11,1525,1131,138,94,10,14,1383,974,138,97,13,13,1229,630,90,68,15,8,814,220,48,25,10,3,314,60,16,15,6,8,98,21,11,4,4,0,37,10943,861,564,98,115,12590
306021155,4,4,0,68,61,0,14,3,0,82,65,5,9,0,4,85,39,3,10,7,0,58,46,8,8,3,3,60,21,4,3,0,0,28,3,0,0,0,0,3,0,0,0,3,0,5,466,29,75,23,16,598
306021156,24,8,3,192,141,24,38,4,5,210,86,15,27,0,0,133,85,20,29,0,0,142,68,10,27,6,4,110,34,3,22,5,5,66,13,10,8,6,3,35,0,3,7,0,0,6,1019,128,234,35,28,1440
306021157,15,0,4,236,200,23,13,0,0,239,176,19,15,0,0,218,163,18,7,3,0,191,131,22,18,0,0,169,39,14,5,3,0,59,11,3,3,0,0,19,4,3,0,3,3,14,1734,148,113,11,12,2025
306031158,18,7,0,104,78,18,21,8,5,133,77,17,23,13,0,141,73,7,36,15,4,135,55,9,38,14,5,124,17,8,21,13,0,60,4,0,13,10,3,35,0,3,11,17,4,34,730,99,212,113,35,1190
306031159,27,12,3,403,418,30,35,8,5,497,430,39,38,3,4,514,402,23,41,7,3,479,300,24,39,6,4,380,121,16,17,18,4,175,31,3,3,3,0,42,9,0,11,6,4,34,3650,187,275,74,64,4250
306031160,26,17,5,226,161,32,27,17,12,245,168,32,32,28,7,272,168,26,52,22,3,279,137,27,48,26,3,247,46,18,26,23,6,113,13,4,20,20,0,56,10,7,12,19,4,52,1649,213,311,183,51,2413
306031161,44,21,3,438,385,55,53,21,9,515,404,41,58,19,8,537,418,44,74,22,13,565,244,35,72,18,4,378,87,24,33,18,3,166,37,16,14,17,3,82,10,4,19,13,0,49,3581,335,460,184,63,4623
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,0,52,60,0,0,0,0,65,50,0,0,0,0,53,46,0,0,0,0,46,21,3,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,439,8,0,0,3,451
306041164,33,4,8,259,226,28,25,4,3,286,248,21,34,12,8,321,204,17,44,8,3,278,115,17,34,10,3,182,51,9,19,5,3,90,15,5,11,11,7,46,8,3,15,7,3,37,1762,155,256,90,34,2303
306041165,56,7,8,329,242,44,56,6,4,356,253,42,58,3,3,360,225,43,59,8,0,333,161,30,43,8,3,246,54,25,34,12,0,125,17,10,12,6,3,43,9,10,5,3,0,23,2548,278,369,66,37,3302
306051166,59,13,3,512,431,33,48,16,10,545,429,56,72,12,9,574,434,37,68,21,6,562,306,39,67,20,6,429,116,8,40,16,3,190,29,8,18,10,4,71,21,3,11,6,0,37,4049,293,496,131,79,5047
306051167,14,5,0,126,129,13,30,11,0,183,123,10,17,8,5,172,126,11,42,18,3,191,120,8,25,12,3,171,36,0,21,10,3,73,11,3,8,12,3,42,4,0,8,16,0,30,969,70,191,115,30,1379
306051168,26,3,0,114,77,12,38,4,6,137,75,22,39,3,0,133,77,25,28,4,3,133,53,11,27,7,3,99,28,3,19,4,0,54,13,0,12,7,0,32,4,0,13,0,0,16,666,100,235,43,24,1065
306051169,48,10,0,211,151,36,51,18,7,259,156,38,50,29,0,276,139,37,53,17,3,257,114,21,59,28,0,225,53,11,43,31,8,139,19,16,33,22,4,88,15,9,20,17,3,53,1293,209,408,196,39,2136
306051170,55,11,5,503,437,48,70,9,10,563,450,36,39,11,16,560,352,42,58,18,9,472,283,26,50,17,3,380,85,9,36,19,4,160,29,13,10,9,0,69,10,6,15,12,0,39,3802,258,405,128,72,4663
307011171,15,15,0,215,140,39,39,16,6,241,141,35,31,26,8,237,130,34,21,18,4,214,94,27,39,22,3,177,49,13,19,19,0,98,10,5,14,13,0,45,5,5,11,11,5,40,1427,239,238,172,27,2108
307011172,37,10,4,426,334,34,31,18,4,416,302,26,45,17,0,391,246,26,44,24,9,345,126,21,44,24,0,212,55,15,32,32,4,140,11,6,21,18,0,57,8,0,3,19,0,36,3040,233,327,206,47,3848
307011173,27,4,0,309,223,55,34,9,8,330,240,40,35,6,4,326,223,33,47,12,8,319,125,19,28,7,4,184,52,18,14,14,0,102,9,3,6,6,4,30,8,3,8,13,4,30,2351,261,277,90,42,3026
307011174,28,15,3,158,132,26,43,27,6,230,120,18,30,15,3,187,137,18,45,26,3,226,69,14,35,29,4,155,27,10,27,15,3,88,13,4,8,19,0,48,3,5,19,19,0,45,1093,150,265,200,22,1732
307011175,40,9,0,393,319,28,26,16,16,400,312,30,39,20,4,406,213,24,39,25,7,311,126,16,34,21,4,209,39,9,26,22,0,98,8,4,19,19,0,53,6,5,22,13,0,46,2680,184,314,187,48,3404
307011176,22,7,5,458,374,40,22,3,7,444,348,43,25,12,6,436,256,39,29,5,3,341,192,17,13,11,6,240,57,11,3,11,0,80,26,6,7,4,3,43,10,4,6,9,3,28,3621,269,215,62,61,4235
307011177,54,40,4,290,216,27,53,40,3,345,175,27,57,58,8,323,139,25,64,49,3,282,97,20,48,61,3,229,32,11,28,62,3,138,11,9,32,50,3,101,5,0,49,45,3,100,1598,215,484,452,54,2800
307011178,22,15,0,129,63,23,23,25,5,133,91,13,28,16,3,142,79,10,27,24,0,145,49,12,31,22,0,120,23,0,22,17,3,66,11,0,13,28,0,49,5,0,18,19,3,48,769,75,227,186,25,1273
307021179,37,10,8,226,208,14,56,20,0,303,235,26,51,29,3,344,183,20,70,24,3,304,122,14,102,32,5,277,48,17,68,31,8,167,13,7,45,32,5,108,4,3,26,20,3,59,1647,142,523,253,37,2607
307021180,33,5,6,546,493,28,37,17,3,577,426,38,43,23,8,536,355,37,48,34,4,470,224,19,48,24,3,316,72,5,32,31,3,143,19,10,24,21,0,64,8,9,17,26,3,63,3950,229,352,206,43,4775
307021181,15,5,7,164,140,14,18,11,4,189,127,17,20,13,0,181,129,7,27,14,4,184,72,17,16,15,5,125,25,6,14,12,0,60,14,3,10,13,3,44,0,3,9,12,3,29,1147,104,147,110,35,1543
307021182,19,3,3,176,179,35,25,18,3,260,186,23,19,13,0,236,122,21,22,17,8,188,100,22,40,14,0,181,42,14,28,15,6,102,9,10,14,19,0,57,8,3,17,20,0,42,1542,209,227,128,20,2123
307021183,58,24,13,863,703,47,70,24,9,859,595,59,84,21,12,775,484,76,107,38,13,714,355,54,88,34,9,543,153,26,64,37,13,293,39,10,47,37,3,139,18,7,34,23,4,82,6082,484,714,304,115,7703
307031184,18,12,3,133,87,25,26,8,0,150,82,14,34,19,0,155,80,12,48,9,7,158,57,10,38,21,0,128,37,13,56,21,0,123,9,3,21,22,4,60,3,5,10,27,0,47,792,127,298,170,26,1405
307031185,14,11,3,110,62,17,31,11,7,118,56,12,33,13,4,119,55,11,34,18,0,121,52,12,38,20,6,121,15,12,30,15,0,65,12,0,20,20,0,47,3,0,16,29,3,55,563,84,255,149,28,1079
307031186,15,7,0,111,69,10,30,8,3,122,77,21,37,12,0,143,75,15,20,10,3,122,52,9,38,20,8,127,20,17,24,30,3,90,7,4,24,25,4,61,3,0,9,18,0,32,653,109,254,149,20,1177
307031187,30,3,0,253,226,26,23,5,8,294,237,17,36,10,3,306,231,23,29,12,0,287,171,11,33,10,3,231,57,15,20,10,0,107,15,4,3,6,3,26,10,0,8,12,6,23,2012,153,222,82,26,2493
307031188,22,11,3,173,118,21,28,7,0,177,95,12,36,14,0,156,110,19,34,25,3,188,82,17,40,28,10,168,34,14,34,37,3,116,7,10,19,6,0,41,0,4,6,16,6,29,1009,146,268,158,43,1620
307031189,44,8,6,725,662,62,54,14,12,807,718,61,57,9,10,853,603,55,77,10,9,757,393,37,51,15,7,495,132,30,37,10,3,214,39,6,24,4,3,77,17,8,12,8,3,48,5941,393,454,103,83,6977
308011190,27,11,3,693,616,26,20,5,11,677,562,20,24,10,3,621,407,20,18,14,5,468,222,10,18,9,0,258,72,5,8,3,0,98,16,9,6,9,3,41,3,4,5,3,0,19,4792,168,183,84,43,5278
308011191,39,21,8,677,447,41,59,27,10,586,475,62,70,23,10,644,371,53,72,32,7,533,163,33,57,35,6,296,61,7,42,22,3,142,20,11,19,14,4,58,8,9,9,17,3,38,4190,312,494,240,77,5314
308011192,15,10,8,551,488,52,25,8,11,591,417,65,30,14,5,533,328,44,23,13,7,418,181,21,24,10,4,243,63,13,12,3,4,97,24,16,10,3,0,51,7,0,6,5,3,20,4677,370,251,95,80,5475
308031205,16,3,7,282,334,35,19,6,0,395,278,28,33,0,3,346,244,19,25,4,4,299,151,20,21,7,6,197,48,8,17,3,0,79,13,4,5,0,0,26,9,0,0,3,0,16,2939,184,190,38,30,3386
308031206,7,3,0,47,31,8,8,3,0,50,37,4,7,3,0,51,34,3,6,3,0,50,24,6,9,5,0,34,9,4,0,3,0,25,4,3,0,3,0,9,0,0,6,7,0,16,317,40,59,37,6,450
308031207,15,3,0,72,80,12,8,0,0,97,69,12,19,3,0,95,47,3,8,3,0,57,38,10,16,0,0,63,7,9,10,5,4,30,5,3,0,4,0,16,3,0,3,3,0,7,575,67,93,21,12,771
308031208,15,0,0,92,88,12,22,3,0,124,85,12,17,0,0,120,60,13,26,3,0,106,44,5,17,4,0,61,18,5,3,0,0,30,4,3,6,0,0,7,0,0,0,3,0,3,775,78,138,18,10,1024
308031209,15,3,3,126,73,7,11,0,0,96,84,10,10,3,4,104,61,11,14,3,4,93,52,3,11,4,0,71,14,0,6,0,0,25,3,3,3,3,3,15,0,0,0,0,0,0,667,61,95,24,12,851
308031210,20,3,3,196,173,7,20,11,4,217,163,16,28,7,3,226,154,16,19,7,3,207,91,10,7,3,5,122,19,3,3,5,0,33,0,5,3,0,0,13,0,3,3,4,0,13,1682,125,163,53,31,2057
308031211,8,0,0,167,134,5,8,0,3,153,76,10,7,0,0,91,59,3,7,5,0,80,39,3,9,0,0,52,12,0,0,0,0,12,0,0,4,0,0,4,0,0,0,0,0,3,1074,32,61,16,17,1198
308031212,4,0,0,35,33,0,5,0,0,42,42,0,5,0,0,52,40,4,7,4,0,54,31,0,13,0,4,52,16,0,5,3,0,21,3,0,0,0,0,3,0,0,0,0,0,0,352,11,46,12,11,431
308031213,11,6,0,187,192,11,21,4,7,235,159,11,19,0,0,193,172,12,20,0,0,208,84,6,14,0,4,109,34,5,0,0,0,41,5,0,0,0,0,11,3,0,0,0,0,3,1782,63,141,16,18,2024
308031214,16,3,9,325,260,17,10,3,3,299,284,15,17,3,5,323,217,20,15,6,3,262,139,9,13,3,3,166,37,5,9,3,4,54,4,3,6,0,0,14,4,0,0,0,0,3,2921,121,125,38,37,3235
308031215,18,0,3,623,559,41,32,5,3,644,536,44,25,4,8,613,491,33,20,5,8,557,290,15,23,4,3,342,99,12,3,6,3,121,29,0,4,3,0,30,5,0,0,6,4,16,5233,234,191,40,41,5743
308031216,16,0,0,131,92,4,8,3,0,111,102,7,8,0,0,123,108,13,3,6,4,134,62,3,12,3,0,80,24,0,11,0,0,41,9,0,0,0,0,8,3,0,3,4,0,9,1005,33,97,28,9,1178
308031217,45,10,7,1068,1008,59,43,9,7,1128,1049,72,44,6,7,1182,898,52,39,6,12,1010,530,49,37,3,3,622,165,14,25,11,3,219,42,9,9,4,3,65,13,7,8,0,0,35,9361,380,373,76,72,10270
308031218,4,4,0,67,55,12,8,0,3,75,70,7,19,5,4,110,52,5,17,0,0,79,22,0,18,3,0,46,7,5,4,3,0,22,0,3,0,4,0,6,4,0,5,3,0,13,629,44,112,40,9,832
308031219,22,7,0,102,66,25,22,12,0,122,75,11,39,14,0,138,55,16,42,19,0,132,53,9,42,18,3,127,13,6,30,19,3,75,4,0,9,12,0,23,0,0,10,9,3,26,591,106,256,122,16,1090
308031220,15,3,3,98,63,4,12,5,0,87,82,9,21,13,0,120,74,8,9,8,0,106,33,3,24,22,0,82,10,0,14,18,0,50,8,4,11,12,0,38,0,0,15,11,0,26,583,55,161,119,4,927
308031221,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16
308031222,19,5,3,482,462,22,26,7,6,514,497,23,28,10,6,560,495,14,22,4,5,543,266,17,18,3,3,306,106,3,17,7,3,127,26,6,3,0,0,37,7,3,3,3,3,22,4292,128,184,45,43,4689
308031223,44,18,3,537,481,54,63,18,10,621,455,52,60,23,3,594,389,52,68,17,8,533,274,30,56,14,0,373,69,18,36,8,5,130,24,8,15,7,3,54,13,0,5,10,0,26,4284,341,502,124,57,5307
308041528,36,13,3,408,296,28,39,22,4,390,280,22,41,29,11,376,213,13,58,36,10,330,148,23,67,25,6,262,60,15,33,25,0,128,12,3,19,26,0,64,4,3,20,28,0,57,2634,174,400,243,39,3491
308041529,19,6,0,255,229,22,23,3,3,282,207,21,15,10,0,248,164,20,11,8,6,209,93,0,17,7,0,120,34,8,13,5,0,49,12,7,5,0,3,23,4,0,0,0,0,12,2010,118,151,54,27,2360
308051530,19,7,3,162,102,21,23,5,4,155,111,17,20,14,4,175,102,20,35,11,3,163,58,15,34,12,3,117,32,9,16,14,0,69,6,0,8,11,0,28,3,3,7,11,4,20,990,122,195,102,18,1431
