SA2_MAINCODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
507011159,54,0,0,0,0,54,172,0,7,3,0,185,249,8,12,0,0,270,234,18,8,4,3,264,180,33,21,0,0,234,198,45,13,0,0,259,184,24,19,3,0,235,148,36,18,5,7,219,124,32,12,4,0,173,69,12,9,0,0,95,29,10,4,0,0,40,4,0,0,0,0,8,0,0,0,0,0,0,1649,223,132,16,12,2032,121,0,0,0,0,122,104,0,3,0,0,114,49,0,10,0,0,59,36,0,3,0,0,41,32,4,0,0,0,35,20,0,3,0,0,22,21,0,11,0,0,37,17,3,7,0,0,33,24,3,6,0,0,31,28,4,5,0,0,39,26,5,9,3,0,42,7,0,3,0,0,12,3,0,0,0,0,6,486,29,63,11,5,595,57,4,4,0,0,68,42,8,6,3,8,65,2236,265,199,34,28,2766,14,0,0,0,0,14,104,0,0,0,0,104,146,4
507011160,8,0,0,0,0,8,33,0,3,0,0,38,46,0,6,0,0,57,57,4,5,0,0,73,62,12,7,0,0,79,68,7,13,0,0,93,57,8,4,0,0,69,46,9,15,0,0,69,31,7,8,0,0,45,26,5,6,0,0,40,11,3,3,0,0,24,0,0,0,0,0,3,0,0,0,0,0,3,456,61,73,3,0,595,106,0,0,5,0,106,73,0,4,0,0,76,21,0,0,0,0,27,19,3,0,0,0,22,4,0,0,0,0,4,7,0,8,0,0,13,7,0,3,0,0,8,9,0,8,0,0,21,7,4,3,0,0,13,12,4,11,0,0,25,4,0,3,0,0,8,3,0,4,0,0,5,3,0,0,0,0,4,273,17,41,8,3,341,22,0,3,0,0,28,14,0,0,4,3,22,769,75,120,16,9,982,7,0,0,0,0,7,52,0,0,0,0,52,66,7
507011161,23,0,0,0,0,25,41,0,0,0,0,43,72,11,4,0,0,88,56,14,18,0,0,84,43,18,13,0,0,70,38,15,17,4,0,70,22,11,18,0,0,48,29,11,4,0,0,48,14,0,4,3,0,19,11,3,3,0,0,21,3,3,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,341,81,86,12,0,523,143,0,3,3,0,151,117,0,0,0,0,120,47,3,10,0,0,58,26,3,0,0,0,30,16,8,4,3,0,30,5,7,5,0,0,16,9,3,3,0,0,16,6,0,4,0,0,16,13,0,3,0,0,12,12,0,5,0,0,12,3,5,3,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3,392,29,48,5,0,478,18,0,4,0,0,23,21,0,3,0,3,27,767,115,139,19,8,1049,19,0,0,0,0,24,111,0,0,0,0,109,133,0
507011163,8,0,0,0,0,8,30,0,3,0,0,33,47,3,13,0,0,65,36,3,3,3,0,46,35,16,9,0,0,58,40,12,9,0,0,65,26,9,10,0,0,46,20,11,9,0,0,39,13,4,10,0,0,32,10,5,3,0,0,21,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,273,67,79,7,3,427,17,0,3,0,0,21,4,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,3,0,3,0,0,13,10,0,3,0,0,11,3,3,3,0,0,9,8,0,0,0,0,13,4,0,0,0,0,7,4,0,8,0,0,10,7,0,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,70,11,33,3,0,114,4,0,3,0,0,10,6,0,0,0,0,12,356,80,116,12,3,556,4,0,0,0,0,4,4,0,0,0,0,7,24,0
507011259,12,0,0,0,0,13,64,0,3,0,0,69,82,3,3,0,0,85,99,8,5,0,0,121,76,8,6,0,0,89,86,17,11,0,0,107,76,10,14,0,0,107,68,10,16,0,0,95,69,5,16,0,3,90,34,3,3,3,0,51,14,5,3,3,0,17,0,0,3,0,0,3,0,0,0,0,0,6,677,75,76,12,8,852,32,0,0,0,0,32,24,0,3,0,0,26,21,0,4,0,0,28,13,0,4,0,0,21,3,0,3,0,0,17,11,3,4,0,0,15,5,3,5,0,3,15,7,0,3,0,0,14,13,3,6,0,0,17,7,0,7,0,0,13,10,4,0,0,0,15,0,0,3,0,0,3,0,3,4,0,0,5,143,21,46,5,7,217,52,0,3,4,3,57,15,0,0,0,0,22,888,95,127,21,20,1142,8,0,0,0,0,10,51,0,0,0,0,53,57,0
507011260,63,0,0,0,0,69,314,5,4,0,0,316,573,10,6,0,0,590,707,16,9,0,0,727,595,30,8,3,0,635,602,26,6,0,3,638,578,33,18,5,3,648,512,31,21,3,3,574,374,25,16,4,0,426,231,11,15,0,4,260,63,11,8,3,0,87,14,6,3,7,0,28,6,0,4,0,0,13,4639,205,105,31,22,5006,72,0,0,0,0,74,113,0,0,0,0,115,77,0,4,0,3,86,80,0,4,0,0,79,37,3,0,3,0,45,39,3,3,0,0,48,35,0,8,0,0,47,28,3,4,0,0,42,36,3,10,0,0,47,34,3,9,4,3,56,26,3,4,3,0,33,16,0,4,0,0,19,6,3,0,0,0,5,598,25,47,12,10,696,217,0,7,0,5,227,75,0,4,0,10,93,5537,237,167,43,51,6027,35,0,0,0,0,37,125,0,0,0,0,130,264,3
507021164,10,0,0,0,0,10,22,0,0,0,0,22,57,4,8,0,0,66,37,3,7,0,0,53,30,3,10,0,0,47,38,11,12,0,0,55,43,11,10,3,0,70,46,18,10,0,0,71,37,9,8,0,0,59,23,11,6,0,0,48,7,6,0,0,0,16,0,3,0,0,0,4,0,0,0,0,0,0,364,80,70,8,5,528,26,0,0,0,0,26,54,0,3,0,0,61,20,0,3,0,0,19,12,0,3,0,0,11,8,3,0,0,0,10,4,0,5,0,0,9,11,6,3,0,0,13,4,4,6,0,0,18,5,4,4,0,0,22,3,5,14,0,0,24,9,3,10,3,0,20,3,0,3,0,0,12,0,3,5,0,0,3,155,31,60,9,0,247,12,0,3,3,0,15,3,4,0,0,0,11,537,112,133,13,8,803,3,0,0,0,0,3,42,0,0,0,0,42,59,0
507021165,56,0,0,0,0,51,343,6,12,0,4,360,649,29,31,3,0,702,723,41,37,0,0,805,590,52,44,0,0,690,626,74,33,3,7,736,601,116,42,11,5,774,546,72,44,4,4,679,447,54,61,3,5,567,262,45,26,4,0,333,95,19,22,0,0,138,14,13,7,4,0,33,3,3,6,0,0,12,4940,525,356,35,28,5888,238,3,4,7,4,255,387,3,3,0,3,390,242,0,15,0,3,259,145,5,16,0,3,172,101,11,16,6,3,128,79,5,15,0,0,99,96,5,22,3,0,129,77,10,27,3,0,110,72,18,34,8,0,129,72,15,27,12,0,128,76,9,21,6,3,119,27,7,20,5,0,61,24,3,8,3,0,41,1636,92,235,46,19,2033,300,13,8,4,4,331,131,0,5,0,9,158,7008,631,605,95,68,8407,48,0,0,0,0,48,405,4,4,0,3,412,597,10
507021166,18,0,0,0,0,17,85,0,0,0,0,83,130,4,10,0,0,146,115,13,20,0,0,145,91,18,11,0,0,122,102,26,20,0,0,150,82,26,21,0,0,126,68,25,24,0,0,127,94,27,17,0,0,142,55,20,17,3,0,92,16,6,8,0,0,31,6,0,0,0,0,8,3,0,0,0,0,3,858,174,153,13,6,1199,104,0,0,3,0,107,82,0,3,0,0,88,47,0,9,0,0,56,42,3,8,0,0,60,23,0,8,0,0,29,10,5,14,0,0,29,19,4,15,0,0,40,21,3,15,0,0,39,15,4,10,4,0,29,13,3,11,3,0,30,26,4,13,3,0,42,9,5,13,4,0,32,6,0,3,0,0,11,411,42,121,18,4,599,49,3,7,3,0,57,23,0,5,0,3,33,1337,217,288,33,19,1896,9,0,0,0,0,14,74,0,3,0,0,76,112,0
507021167,40,0,0,0,0,45,182,0,4,0,0,186,259,8,6,0,0,277,264,22,17,0,0,297,246,35,15,0,0,297,206,41,13,0,4,264,242,37,11,0,0,299,191,41,30,3,0,270,187,45,15,0,3,257,99,25,21,0,0,144,52,10,4,4,0,70,9,7,0,0,0,16,3,4,0,0,0,4,1987,279,141,9,13,2433,61,0,0,0,0,67,80,0,0,0,0,83,53,0,0,3,0,59,29,0,3,0,0,37,24,3,0,0,0,30,29,0,4,0,0,33,8,3,4,0,0,19,19,0,0,0,0,22,32,0,3,0,0,40,26,3,7,0,0,37,19,9,0,0,0,33,7,3,3,0,0,13,8,3,3,0,0,7,400,25,37,11,6,482,64,5,0,0,3,74,36,3,4,0,6,48,2486,320,179,22,25,3033,9,0,0,0,0,9,54,0,0,0,0,54,70,0
507031169,6,0,0,0,0,9,21,0,0,0,0,27,32,3,4,0,0,47,56,12,12,0,0,81,54,4,11,4,0,76,58,5,3,0,0,72,48,0,5,0,0,56,46,8,3,0,0,57,51,0,3,0,0,57,31,6,3,0,0,39,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,410,40,53,11,0,520,23,0,0,0,0,23,17,0,9,0,0,17,14,0,4,0,0,18,3,4,4,0,0,9,3,0,5,5,0,14,8,0,4,0,0,8,5,0,6,0,0,16,0,3,3,0,0,8,5,0,3,0,0,14,3,0,7,0,0,7,9,0,3,0,0,9,3,0,0,0,0,3,0,4,0,0,0,5,85,14,46,8,3,155,21,3,0,0,0,24,4,0,0,0,4,14,528,55,103,19,6,717,4,0,0,0,0,10,29,0,0,0,0,33,51,0
507031170,6,0,0,0,0,6,16,0,0,0,0,18,25,3,3,0,0,29,45,8,3,0,0,52,40,4,0,0,0,49,28,3,0,0,0,37,31,11,0,0,0,46,37,7,5,0,0,50,32,3,4,0,0,44,31,4,3,0,0,37,10,3,3,0,0,9,0,0,0,0,0,4,0,0,0,0,0,3,302,42,30,3,3,377,14,0,0,0,0,17,11,0,0,0,0,11,5,0,0,0,0,7,9,0,0,0,0,9,9,0,4,0,0,12,5,0,0,0,0,11,3,0,7,0,0,7,8,0,3,0,0,14,7,0,3,0,0,9,3,0,0,0,0,4,6,0,3,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,80,4,22,0,0,108,18,0,0,0,0,21,8,0,0,0,0,17,412,44,52,3,4,523,6,0,0,0,0,6,22,0,0,0,0,21,26,0
507031172,0,0,0,0,0,0,18,0,0,0,0,18,43,0,0,0,0,43,49,0,0,0,0,49,42,0,0,0,0,48,49,3,3,0,0,52,29,3,0,0,0,36,46,3,0,0,0,49,37,3,0,0,0,35,12,0,0,0,0,16,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,335,14,7,0,0,362,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,4,3,0,0,35,14,0,0,0,0,16,3,0,0,0,0,5,377,19,14,0,0,410,0,0,0,0,0,0,5,0,0,0,0,5,9,0
507031173,49,0,0,0,0,50,206,0,0,0,3,210,385,0,6,0,0,396,467,3,11,0,3,478,505,11,3,0,0,520,527,8,9,3,3,546,565,20,10,0,0,595,556,10,9,0,0,582,439,17,5,3,0,464,246,11,0,0,4,263,63,3,0,0,0,73,15,3,0,0,0,17,0,0,0,0,0,0,4023,101,48,11,24,4205,10,0,0,0,0,12,29,0,0,0,0,36,23,0,0,0,0,27,11,3,4,0,0,12,27,0,0,0,0,24,19,0,0,0,0,19,35,0,0,0,0,37,33,0,0,0,0,36,27,0,8,0,0,36,26,0,0,0,0,24,11,0,0,0,0,21,8,6,0,0,0,14,3,0,0,0,0,3,265,17,13,3,0,301,147,0,3,0,4,149,44,0,0,0,9,53,4483,116,66,12,32,4712,9,0,0,0,0,9,32,0,0,0,0,32,90,0
507031174,17,0,0,0,0,17,49,0,4,0,0,50,101,0,3,0,0,105,108,10,3,0,0,119,101,8,4,0,0,112,107,3,7,0,0,121,99,12,8,0,0,113,98,6,3,0,0,114,85,3,7,0,0,95,31,5,3,0,0,39,10,3,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,807,41,50,4,7,907,64,0,0,0,0,67,31,0,3,0,0,39,25,0,3,0,0,28,15,0,4,0,0,17,12,0,6,0,0,16,15,0,4,0,0,15,7,0,3,0,0,10,15,0,3,0,0,21,6,0,3,0,0,11,8,0,4,0,0,18,6,0,0,0,3,9,7,0,3,0,0,10,0,0,0,0,0,0,206,3,37,3,3,254,46,0,4,0,3,58,17,0,0,0,3,23,1081,47,90,11,13,1242,15,0,0,0,0,15,61,0,3,0,0,63,83,0
507031261,6,0,0,0,0,6,31,0,3,0,0,38,78,7,0,0,0,80,73,3,8,0,0,85,73,7,4,0,0,82,71,11,7,0,0,87,95,10,11,0,0,118,71,9,6,0,0,85,55,7,4,0,0,72,34,4,3,0,0,47,7,3,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,606,60,42,3,4,713,14,0,0,0,0,14,18,0,0,0,0,15,8,0,0,0,0,9,7,0,0,0,0,8,10,0,0,0,0,15,4,0,0,0,0,12,3,4,3,0,0,9,4,0,3,0,0,11,3,0,4,3,0,14,4,0,8,0,0,14,7,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,6,93,13,28,3,0,138,44,3,0,0,3,51,14,0,0,0,3,14,758,74,72,7,14,917,3,0,0,0,0,3,19,0,0,0,0,19,41,0
507041175,7,0,0,0,0,7,62,0,0,0,0,60,163,11,3,0,0,179,147,13,12,0,5,180,122,32,4,0,0,161,85,35,13,0,0,134,105,41,12,0,0,155,79,36,17,0,0,129,78,37,15,0,0,133,47,31,10,0,0,91,10,10,5,0,0,24,0,4,3,0,0,9,3,5,0,4,0,12,902,257,102,10,12,1279,95,0,0,0,0,95,108,4,9,3,0,121,46,6,6,0,0,52,25,0,4,0,0,30,14,0,6,3,0,24,15,7,3,0,0,24,15,4,10,3,0,29,13,3,9,3,0,35,17,14,8,3,0,34,21,6,7,0,0,35,19,10,13,5,0,49,6,12,5,6,0,26,6,0,6,4,0,17,389,76,76,36,0,570,60,4,7,0,0,74,21,0,8,3,6,37,1378,340,186,42,18,1962,18,0,0,0,0,19,81,0,0,0,0,85,162,6
507041176,0,0,0,0,0,0,4,0,3,0,0,5,5,0,0,0,0,8,16,0,0,0,0,17,3,0,0,0,0,4,12,3,7,0,0,17,11,4,0,0,0,11,4,0,7,0,0,14,9,3,0,0,0,17,6,3,3,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,75,23,18,0,0,115,11,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,6,0,3,3,0,0,3,0,3,3,0,0,4,3,0,3,0,0,10,0,0,0,3,0,4,3,0,0,0,0,4,38,8,16,3,0,61,0,0,0,0,0,3,3,0,3,0,0,7,113,29,37,7,0,188,3,0,0,0,0,3,7,0,0,0,0,7,24,0
507041177,16,0,0,0,0,12,47,0,3,0,0,48,87,8,6,0,0,101,81,6,7,3,0,105,73,14,11,0,3,103,69,14,15,0,0,102,69,7,18,0,0,96,55,14,13,0,0,84,61,19,22,0,3,108,40,9,5,0,0,53,15,9,0,0,3,25,3,0,0,0,0,6,0,3,0,0,0,3,619,107,111,7,11,852,98,0,0,3,0,103,77,0,3,0,0,77,43,0,6,0,0,51,14,0,7,0,0,21,25,0,3,0,0,28,22,8,7,0,0,40,16,3,12,0,0,27,17,3,10,0,0,31,16,3,8,7,0,29,21,3,6,0,0,35,11,6,10,3,0,32,4,4,3,4,0,16,4,3,3,4,0,10,378,37,77,19,3,509,27,4,7,0,0,38,23,3,0,0,0,28,1042,148,193,29,16,1422,13,0,0,0,0,13,52,0,3,0,0,55,70,4
507041178,13,0,0,0,0,14,124,7,4,0,0,125,216,8,6,0,0,229,207,23,11,0,0,251,160,28,11,0,0,204,166,43,18,0,0,232,145,44,16,0,0,206,119,45,16,0,0,182,100,29,23,0,0,150,44,25,13,0,0,88,19,13,5,0,0,35,4,6,5,0,0,16,0,3,4,0,0,7,1315,263,135,13,10,1731,199,0,0,0,0,202,241,0,3,0,3,246,76,0,3,0,0,75,40,8,0,0,0,54,24,3,5,0,0,29,29,7,3,0,0,35,27,9,3,0,0,40,13,11,10,0,0,39,10,10,13,0,0,33,28,14,19,3,0,62,17,11,17,3,0,47,11,5,4,3,0,26,4,3,11,3,0,16,707,80,91,24,4,904,53,3,5,3,0,68,24,0,0,0,11,40,2106,348,229,37,18,2744,39,0,0,0,0,39,256,0,3,0,0,259,270,4
507041179,5,0,0,0,0,5,13,0,0,0,3,16,28,3,4,0,0,32,24,3,3,0,0,29,32,0,11,0,0,38,20,4,14,0,0,35,18,9,8,0,0,29,21,3,9,0,0,31,16,3,6,0,0,29,15,5,0,0,0,20,8,3,0,3,0,9,0,3,0,0,0,4,0,0,0,0,0,0,196,46,47,3,3,288,72,0,3,0,0,77,69,0,3,0,0,75,25,0,3,3,0,30,12,0,3,0,0,12,8,0,0,0,0,11,6,0,0,0,0,9,8,0,0,0,0,15,4,3,7,0,0,12,9,9,0,3,0,13,10,4,3,0,0,21,5,3,9,0,0,19,3,3,3,0,0,9,0,0,0,3,0,8,228,22,35,15,0,295,9,0,3,0,0,19,18,0,0,0,0,21,443,64,93,19,4,625,3,0,0,0,0,3,38,0,0,0,0,37,58,0
507041180,0,0,0,0,0,0,19,3,3,0,0,25,15,3,4,0,0,26,16,7,7,0,0,32,18,4,4,0,0,28,13,8,10,0,0,32,12,12,9,3,0,41,16,20,7,0,0,42,21,10,9,0,0,43,16,4,9,0,0,30,4,4,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,160,74,66,4,0,313,45,0,0,0,0,49,43,3,3,0,0,52,10,3,4,0,0,21,4,0,4,0,0,9,6,0,0,0,0,5,4,3,12,0,0,19,4,0,5,0,0,15,3,0,5,0,0,11,5,7,7,0,0,17,11,8,11,0,0,34,16,5,6,3,0,26,3,3,3,0,0,7,0,0,3,0,0,3,160,35,64,8,0,260,11,0,3,0,0,13,6,0,0,0,0,7,338,110,139,13,0,595,14,0,0,0,0,14,29,0,0,0,3,31,34,0
507041181,43,0,0,0,0,48,185,3,3,0,0,191,227,7,17,0,5,258,208,16,12,0,0,245,234,28,12,4,0,278,199,40,24,0,0,269,176,51,29,6,3,261,133,41,31,3,0,211,127,50,31,0,0,202,93,32,14,0,0,137,47,19,12,0,0,75,3,6,0,0,0,8,3,3,0,0,0,7,1676,307,183,18,12,2197,212,0,0,0,0,216,161,0,4,0,3,171,74,0,8,0,0,80,39,0,7,0,0,46,27,3,3,0,0,37,20,7,9,0,0,36,23,9,10,4,0,45,18,9,3,3,0,34,20,12,15,4,0,56,34,7,9,4,0,60,33,17,10,4,0,67,16,3,3,0,3,26,10,3,8,0,0,22,692,74,99,23,10,899,64,7,3,0,0,80,47,0,3,0,6,58,2478,386,296,43,25,3231,14,0,0,0,0,14,150,0,0,0,0,151,226,3
507041182,32,0,0,0,0,28,155,0,3,0,3,164,356,7,3,0,3,369,457,13,5,0,0,483,452,22,12,0,0,497,386,24,15,3,0,432,379,32,14,3,0,424,286,25,23,0,0,329,250,16,15,4,0,287,164,13,15,0,3,194,48,3,3,0,0,55,12,5,0,0,0,14,6,0,0,0,0,6,2988,156,117,14,10,3290,81,0,0,0,3,84,125,0,3,0,0,131,104,3,5,0,0,109,68,4,3,0,0,79,69,3,4,0,0,79,53,0,3,0,0,62,46,0,3,0,0,54,44,3,14,0,0,65,47,3,12,5,0,62,51,5,17,5,0,83,28,7,9,0,0,43,12,0,3,0,0,20,9,0,0,0,0,7,740,37,76,13,8,879,88,3,3,0,0,95,79,0,3,5,11,99,3892,204,200,37,34,4362,18,0,0,0,0,18,356,0,3,0,0,363,755,0
507041183,8,0,0,0,0,8,18,0,4,0,0,15,5,3,3,0,0,10,11,5,6,0,0,21,9,4,3,0,0,16,8,3,5,0,0,19,7,5,3,0,0,21,12,3,3,0,0,20,10,3,3,0,0,14,11,5,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,30,33,4,3,165,17,0,0,0,0,17,26,0,0,0,0,24,4,0,0,0,0,11,4,0,3,0,0,10,3,0,0,0,0,5,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,0,10,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,82,5,14,7,0,108,12,0,0,0,0,16,3,0,0,3,3,9,197,31,52,7,3,296,4,0,0,0,0,4,14,0,3,0,0,15,20,3
507041184,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,11,11,0,0,0,0,11,7,3,4,0,0,17,3,7,4,0,0,18,5,9,3,0,0,15,7,3,3,0,0,17,6,7,5,0,0,21,5,6,8,0,0,22,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,40,25,8,4,134,46,0,0,0,0,48,23,0,0,0,0,25,5,0,0,0,0,8,3,0,3,0,0,8,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,3,0,3,0,9,3,4,4,3,0,15,3,3,3,0,0,14,0,0,4,0,0,8,0,0,0,0,0,3,96,18,29,13,0,152,3,0,3,3,0,7,0,0,0,0,0,3,155,60,58,20,3,294,0,0,0,0,0,0,9,0,0,0,0,9,11,0
