SA2_MAINCODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
801091106,3,0,0,0,3,44,19,0,0,67
801091107,0,0,0,0,0,10,8,0,0,17
801091108,3,0,0,0,3,42,5,0,3,47
801091109,7,3,0,0,8,141,51,8,0,202
801091110,3,0,0,0,3,32,6,0,0,42
801101134,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,7,3,0,0,16
801101136,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0
801101138,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,11,0,0,0,18
801111140,0,0,0,0,0,7,3,0,0,12
801111141,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0
899999499,43,7,0,0,45,1347,171,4,11,1533
901011001,0,0,0,0,0,30,11,0,3,42
901021002,0,0,0,0,0,10,3,0,0,19
901031003,0,0,0,0,0,10,0,0,0,17
901041004,4,0,0,0,6,102,84,0,4,190
997979799,0,0,0,0,0,0,0,0,0,0
999999499,0,0,0,0,0,5,5,0,0,11
