Australian Bureau of Statistics

"2016 Census - Counting Employed Persons, Place of Work (POW)"
"DZN (POW)"
"Counting: Persons Aged 15 Years and Over, Place of Work"

Filters:
"Default Summation","Persons Aged 15 Years and Over, Place of Work"
"214470001",286,
"214470002",1073,
"214470003",327,
"214470004",212,
"214470005",365,
"214470006",242,
"214470007",355,
"214480001",416,
"214480002",1284,
"214480003",152,
"214480004",1214,
"214480005",166,
"214480006",842,
"214480007",130,
"214480008",280,
"214480009",1017,
"214490001",426,
"214490002",128,
"212612100",80,
"212612101",280,
"212612102",338,
"212612103",192,
"212612113",231,
"212612114",111,
"212612115",95,
"212612116",112,
"212612117",538,
"212612118",287,
"212612141",167,
"212622104",257,
"212622105",177,
"212622106",121,
"212622107",297,
"212622108",288,
"212622109",237,
"212622110",127,
"212622111",408,
"212622112",278,
"212632432",1589,
"212632433",491,
"212632434",2790,
"212632435",425,
"212632437",210,
"212632440",3573,
"212652461",283,
"212652462",779,
"212652463",328,
"212652464",125,
"212652465",413,
"212652466",175,
"212660001",22,
"212660002",1599,
"212660003",464,
"212660004",296,
"212660005",16,
"212660006",2502,
"212660007",1347,
"212660008",415,
"212660009",290,
"212660010",38,
"212660011",564,
"212662476",266,
"212662481",1033,
"212662482",1078,
"212662484",602,
"212662485",346,
"212662486",220,
"212662487",245,
"212662489",552,
"212662490",432,
"212662492",627,
"212662493",1156,
"212662494",497,
"212662495",114,
"212672439",160,
"212672467",305,
"212672468",316,
"212672469",343,
"212672470",992,
"212672471",220,
"212672472",1652,
"212672474",326,
"212672475",172,
"212672477",491,
"212672478",455,
"212682495",231,
"212682496",860,
"212682497",336,
"214500001",186,
"214500002",395,
"214500003",583,
"214500004",527,
"214500005",1019,
"214500006",751,
"214500007",268,
"214500008",433,
"214500009",207,
"214500010",85,
"214500011",71,
"214510001",121,
"214510002",294,
"214510003",194,
"214510004",182,
"214510005",153,
"214510006",419,
"214510007",294,
"214510008",580,
"214510009",489,
"214510010",77,
"214520001",469,
"214520002",114,
"214520003",2058,
"212692297",94,
"212692299",1011,
"212692319",96,
"212692321",1619,
"212692322",1639,
"212692323",201,
"212692324",239,
"212702301",867,
"212702304",345,
"212702305",352,
"212702306",388,
"212702307",1418,
"212702308",522,
"212702309",652,
"212702310",991,
"212702311",277,
"212702312",211,
"212710001",321,
"212712314",2144,
"212712315",909,
"212712316",838,
"212712317",148,
"212712325",391,
"212712328",1371,
"212712329",423,
"212722298",272,
"212722300",1432,
"212722302",421,
"212722303",408,
"212722313",168,
"212732293",487,
"212732294",1504,
"212732295",229,
"212732296",303,
"212742508",207,
"212742509",351,
"212742510",1529,
"212752520",182,
"212752536",950,
"212752550",439,
"212752551",1337,
"212752552",512,
"212762553",526,
"212762554",55,
"212762555",2474,
"212762556",185,
"212762557",127,
"212762558",237,
"212762559",543,
"212772521",2355,
"212772522",376,
"212772524",700,
"212772527",345,
"212782531",172,
"212782538",2024,
"212782539",593,
"212782540",204,
"212782543",2408,
"212782544",200,
"212782545",1031,
"212782546",648,
"212782547",251,
"212782548",282,
"212782549",200,
"212782566",410,
"212782568",129,
"212782569",220,
"212782570",387,
"212792560",143,
"212792561",282,
"212792562",483,
"212792563",708,
"212792572",55,
"212792573",462,
"212802525",360,
"212802526",407,
"212802528",399,
"212802542",200,
"212812523",1328,
"212812534",1093,
"212812535",91,
"212812537",641,
"212812541",301,
"212822513",53,
"212822514",319,
"212822515",122,
"212822516",595,
"212822517",157,
"212822518",709,
"212822519",99,
"212832529",247,
"212832530",1006,
"212832532",594,
"212842511",642,
"212842512",764,
"212852533",50,
"212852564",725,
"212852565",186,
"212852567",80,
"212852571",292,
"212852574",227,
"212860001",259,
"212860002",185,
"212862498",509,
"212862500",372,
"212862503",790,
"212862504",104,
"212862505",96,
"212862506",167,
"212862507",453,
"212863731",196,
"212870001",62,
"212870002",454,
"212870003",283,
"212870004",267,
"212870005",125,
"212870006",670,
"212872949",1036,
"212872951",705,
"212872973",185,
"212882927",333,
"212882928",139,
"212882929",67,
"212882930",167,
"212882943",89,
"212882944",333,
"212882945",410,
"212882946",132,
"212882947",437,
"212892931",137,
"212892932",290,
"212892933",200,
"212892934",102,
"212892935",156,
"212892936",171,
"212892937",144,
"212892938",385,
"212892939",685,
"212892940",192,
"212892941",206,
"212892942",309,
"212900001",226,
"212900002",294,
"212900003",730,
"212902948",222,
"212902974",425,
"212902975",220,
"212910001",340,
"212910002",98,
"212910003",564,
"212910004",67,
"212910005",76,
"212910006",54,
"212910007",94,
"212910008",371,
"212910009",134,
"212910010",244,
"212912956",907,
"212912962",209,
"212912964",419,
"212920001",183,
"212920002",418,
"212920003",137,
"212920004",745,
"212920005",446,
"212920006",512,
"212920007",175,
"212920008",407,
"212920009",726,
"212920010",680,
"212922955",987,
"212922957",125,
"212922958",155,
"212922965",886,
"212922967",1621,
"212922968",742,
"212922971",105,
"212932981",909,
"212932983",673,
"212932984",796,
"212932985",1996,
"212932987",375,
"212932988",2646,
"212932989",389,
"212932999",391,
"212933002",35,
"212942979",1040,
"212942986",677,
"212942994",197,
"212943062",1169,
"212950001",415,
"212950002",90,
"212950003",489,
"212953042",203,
"212953043",302,
"212953044",230,
"212970001",4076,
"212970002",146,
"212970003",4664,
"212970004",1480,
"212973033",80,
"212973035",426,
"212973036",523,
"212973037",325,
"212973038",360,
"212990001",43,
"212993003",47,
"212993004",367,
"212993005",225,
"212993006",340,
"212993030",122,
"212993031",94,
"212993039",78,
"214530001",251,
"214530002",584,
"214530003",554,
"214540001",307,
"214540002",645,
"214540003",173,
"214550001",437,
"214550002",436,
"214560001",448,
"214560002",425,
"214560003",2016,
"214560004",1689,
"214560005",44,
"214560006",152,
"214560007",3206,
"213003012",434,
"213003013",375,
"213003014",666,
"213003015",754,
"213003016",465,
"213003017",1293,
"213003018",2029,
"213003019",295,
"213003020",742,
"213010001",611,
"213010002",992,
"213010003",112,
"213010004",532,
"213013008",1010,
"213023021",256,
"213023022",487,
"213023023",962,
"213033007",483,
"213033054",254,
"213033056",267,
"213033057",174,
"213033058",249,
"213033059",755,
"213040001",114,
"213040002",198,
"213040003",48,
"213043011",616,
"213053025",217,
"213053027",1344,
"213053028",399,
"213053029",428,
"213060001",1184,
"213063026",209,
"213063027",1585,
"213080001",448,
"213083050",162,
"213083051",303,
"213083052",633,
"213083055",121,
"214570001",403,
"214570002",248,
"214570003",447,
"214580001",1101,
"214580002",370,
"213090001",186,
"213092702",399,
"213092703",1450,
"213092764",252,
"213092765",643,
"213100001",535,
"213100002",638,
"213100003",119,
"213100004",103,
"213100005",1346,
"213100006",603,
"213102769",1048,
"213102770",888,
"213110001",173,
"213110002",461,
"213110003",332,
"213110004",76,
"213110005",678,
"213110006",3774,
"213110007",85,
"213112824",2702,
"213112825",1393,
"213112826",1090,
"213112827",2900,
"213112828",1516,
"213112829",465,
"213112830",209,
"213112831",3586,
"213112832",1051,
"213112834",655,
"213112835",2480,
"213112837",88,
"213112844",290,
"213112845",583,
"213112846",1777,
"213112847",638,
"213112848",772,
"213112849",1252,
"213112850",2924,
"213112851",618,
"213112852",4183,
"213112853",639,
"213112854",2443,
"213112855",590,
"213112856",997,
"213112857",330,
"213112858",559,
"213112870",2425,
"213112871",1137,
"213112872",429,
"213112873",2606,
"213112874",2331,
"213112875",1705,
"213112876",576,
"213112877",1971,
"213112878",1078,
"213112879",1203,
"213112880",2353,
"213112881",2405,
"213112882",732,
"213112883",297,
"213112900",845,
"213112901",1611,
"213112903",196,
"213122861",315,
"213122862",357,
"213122863",58,
"213122864",341,
"213122865",406,
"213122866",210,
"213122867",210,
"213122868",201,
"213132745",147,
"213132747",783,
"213132748",487,
"213132749",559,
"213140001",102,
"213140002",176,
"213140003",442,
"213140004",1472,
"213142838",1890,
"213142840",442,
"213142843",927,
"213142884",903,
"213142885",1717,
"213142886",242,
"213142888",106,
"213142889",332,
"213142890",125,
"213142891",299,
"213142892",1050,
"213142902",200,
"213162859",204,
"213162860",319,
"213162893",1999,
"213162925",1586,
"213172911",150,
"213172912",1044,
"213172913",1055,
"213172914",573,
"213172915",915,
"213172916",892,
"213172917",1817,
"213172918",587,
"213172920",486,
"213172921",627,
"213172922",441,
"213172923",287,
"213172924",506,
"213172926",277,
"213182887",110,
"213182905",249,
"213182906",244,
"213182908",243,
"213182910",284,
"214590001",459,
"214590002",412,
"214590003",584,
"214590004",253,
"214600001",1538,
"214600002",105,
"214600003",78,
"214600004",266,
"214600005",152,
"214600006",420,
"213192188",219,
"213192189",273,
"213192214",1087,
"213192215",215,
"213192250",533,
"213192251",301,
"213192252",1401,
"213192253",384,
"213192254",456,
"213200001",530,
"213200002",1070,
"213200003",1746,
"213200004",217,
"213200005",6488,
"213202161",367,
"213202166",835,
"213202168",629,
"213202169",353,
"213202170",1147,
"213202171",480,
"213202172",7678,
"213202173",241,
"213202174",3952,
"213202175",1166,
"213202217",751,
"213202231",5120,
"213202232",522,
"213210001",432,
"213210002",1253,
"213210003",48,
"213212199",678,
"213212207",640,
"213212208",174,
"213212209",416,
"213212210",253,
"213212211",282,
"213212212",192,
"213212213",252,
"213220001",686,
"213220002",515,
"213220003",995,
"213220004",148,
"213220005",1452,
"213222220",227,
"213222221",160,
"213222223",416,
"213222224",650,
"213222226",577,
"213222227",2082,
"213222228",829,
"213222230",225,
"213232237",380,
"213232239",174,
"213232240",225,
"213232241",315,
"213232248",579,
"213232249",526,
"213242233",171,
"213242234",276,
"213242235",117,
"213242236",204,
"213242238",1061,
"213242242",7440,
"213242243",866,
"213242244",1447,
"213242245",293,
"213242246",721,
"213242247",587,
"213252190",3181,
"213252191",395,
"213252192",516,
"213252193",978,
"213252194",2111,
"213252195",389,
"213252196",777,
"213252216",4266,
"213252218",482,
"213252219",8110,
"213260001",169,
"213260002",579,
"213260003",38,
"213260004",122,
"213262158",646,
"213262160",461,
"213262162",625,
"213262164",612,
"213262165",205,
"213262177",1221,
"213262179",1093,
"213262180",2111,
"213262181",1454,
"213262182",1855,
"213262183",211,
"213270001",322,
"213270002",794,
"213272198",197,
"213272200",266,
"213272201",209,
"213272202",256,
"213272203",896,
"213272204",302,
"213272205",466,
"213280001",63,
"213280002",246,
"213281354",571,
"213281355",275,
"213281373",337,
"213291371",710,
"213300001",742,
"213300002",3282,
"213300003",3246,
"213300004",2827,
"213301346",852,
"213301356",453,
"213301357",274,
"213301358",985,
"213301359",263,
"213301360",378,
"213311311",496,
"213311312",276,
"213321295",405,
"213321306",295,
"213321307",801,
"213321308",433,
"213331304",220,
"213331305",262,
"213331370",233,
"213340001",246,
"213340002",134,
"213341296",165,
"213341297",139,
"213341299",211,
"213341300",656,
"213341301",376,
"213341302",255,
"213341303",340,
"213350001",127,
"213350002",2532,
"213350003",246,
"213350004",81,
"213351330",506,
"213351331",288,
"213351353",324,
"213351372",398,
"213360001",820,
"213360002",1213,
"213360003",46,
"213360004",67,
"213360005",14,
"213361338",4176,
"213361340",428,
"213361341",565,
"213361342",200,
"213371361",129,
"213371362",799,
"213371363",214,
"213371364",273,
"213371365",383,
"213371366",255,
"213371367",943,
"213371368",1006,
"213371369",299,
"213381333",1316,
"213381334",515,
"213381335",375,
"213381336",89,
"213381345",279,
"213381347",2662,
"213381348",264,
"213381349",606,
"213381350",450,
"213381351",3525,
"213391313",472,
"213391324",962,
"213391325",268,
"213401319",443,
"213401320",1892,
"213401321",931,
"213401322",547,
"213401323",119,
"213401327",274,
"213401328",528,
"213410001",1046,
"213410002",1817,
"213410003",909,
"213411383",1807,
"213411384",483,
"213411387",205,
"213411388",782,
"213411391",201,
"213421377",1026,
"213421379",167,
"213421380",611,
"213431374",136,
"213431375",1475,
"213431390",537,
"213431392",1532,
"213431393",1618,
"213431394",3587,
"213431395",864,
"213431396",1094,
"213431397",728,
"213431398",155,
"213431399",426,
"213431400",301,
"213431401",454,
"213431402",576,
"213441413",226,
"213441414",685,
"213441415",225,
"213441417",459,
"213441418",229,
"213441419",341,
"213441420",165,
"213441421",313,
"213441422",886,
"213441423",68,
"213441424",227,
"213451376",333,
"213461403",1451,
"213461404",307,
"213461405",346,
"213461406",428,
"213461407",468,
"213461408",272,
"213461409",189,
"213461410",1512,
"213461411",746,
"213461412",766,
"213461416",230,
"213471467",1108,
"213471468",757,
"213471469",667,
"213471470",1176,
"213471471",403,
"213471472",858,
"213471474",572,
"213480001",1961,
"213480002",1333,
"213480003",27,
"213480004",167,
"213480005",34,
"213480006",121,
"213481443",498,
"213481445",347,
"213481446",2984,
"213481447",184,
"213481449",470,
"213481450",308,
"213481452",95,
"213481453",1482,
"213481454",1104,
"213481455",1585,
"213481456",461,
"213481458",1381,
"213491444",135,
"213491451",272,
"213491473",119,
"213491475",670,
"213491476",232,
"213491477",4,
"213491478",4685,
"213491479",243,
"213500001",265,
"213501436",540,
"213501437",623,
"213511440",737,
"213511441",1018,
"213511442",294,
"213511460",243,
"213511461",303,
"213511462",370,
"213511463",270,
"213511464",341,
"213511465",1049,
"213511466",177,
"213521425",629,
"213521426",709,
"213521427",251,
"213521428",257,
"213521429",346,
"213521430",358,
"213521431",196,
"213521432",639,
"213521433",207,
"213521435",1200,
"213521439",204,
"213530001",744,
"213530002",371,
"213530003",2627,
"213533380",490,
"213550001",168,
"213550002",35,
"213550003",67,
"213551535",356,
"213551536",583,
"213551537",172,
"213561548",405,
"213561551",727,
"213561552",206,
"213561553",278,
"213561554",1284,
"213561556",871,
"213561557",1872,
"213561562",269,
"213570001",202,
"213570002",235,
"213570003",188,
"213570004",99,
"213570005",412,
"213571546",418,
"213571547",608,
"213571549",193,
"213571555",55,
"213581545",191,
"213581558",242,
"213581559",220,
"213581560",266,
"213581561",2259,
"213590001",2314,
"213590002",64,
"213590003",200,
"213590004",1614,
"213590005",117,
"213591533",1864,
"213601538",1749,
"214610001",465,
"214620001",476,
"214630001",507,
"214630002",1076,
"214630003",1142,
"214630004",220,
"213610001",305,
"213610002",239,
"213611590",365,
"213611592",156,
"213611596",250,
"213611598",242,
"213611600",233,
"213611603",1193,
"213611605",2294,
"213611606",1797,
"213621591",335,
"213621593",238,
"213621594",2467,
"213621595",444,
"213621597",259,
"213621599",517,
"213621601",363,
"213621602",147,
"213630001",0,
"213631378",643,
"213631381",1338,
"213631607",1525,
"213631608",1116,
"213631609",971,
"213631610",604,
"213631611",1143,
"213631612",691,
"213631613",1095,
"213631614",774,
"213631615",1891,
"213631616",1540,
"213631617",1875,
"213631618",795,
"213631619",2052,
"213631620",515,
"213650001",109,
"213650002",178,
"213650003",603,
"213650004",215,
"213650005",664,
"213650006",628,
"213650007",553,
"213650008",187,
"213651621",817,
"213660001",1043,
"213660002",12,
"213660003",293,
"213660004",622,
"213660005",252,
"213660006",434,
"213660007",399,
"213661566",1821,
"213661567",1579,
"213661568",962,
"213680001",193,
"213680002",144,
"213680003",100,
"213680004",2111,
"213680005",135,
"213681571",99,
"213681574",606,
"213681575",569,
"213681577",673,
"213681578",1026,
"213681579",224,
"213681580",592,
"213681583",380,
"213681584",485,
"213681587",1144,
"213681623",262,
"213681624",675,
"213690001",1058,
"213690002",80,
"213690003",98,
"213691628",616,
"214640001",676,
"214640002",16,
"214640003",519,
"214650001",1280,
"214650002",1528,
"214650003",1175,
"214650004",1589,
"214660001",606,
"214660002",706,
"214670001",238,
"214670002",284,
"214670003",128,
"214670004",211,
"214670005",355,
"214670006",179,
"214670007",819,
"214680001",191,
"214680002",191,
"214680003",147,
"214680004",207,
"214680005",301,
"214680006",43,
"214680007",35,
"213703066",1878,
"213703067",1361,
"213703069",6939,
"213703070",121,
"213710001",1034,
"213710002",493,
"213710003",1342,
"213710004",72,
"213710005",116,
"213710006",233,
"213710007",38,
"213710008",474,
"213710009",2703,
"213710010",2289,
"213713074",277,
"213713078",1247,
"213713080",1581,
"213713081",355,
"213713082",373,
"213713083",429,
"213720001",788,
"213720002",609,
"213723088",1246,
"213723089",1198,
"213733071",650,
"213733072",312,
"213733073",721,
"213733075",603,
"213733085",233,
"213743063",889,
"213743064",2232,
"213743090",810,
"213753068",1132,
"213753091",977,
"213753092",860,
"213753093",2167,
"213753094",249,
"213753095",548,
"213763065",1162,
"213773119",117,
"213773126",597,
"213773127",898,
"213773128",1212,
"213783096",378,
"213783101",177,
"213783104",79,
"213783114",397,
"213783115",273,
"213783116",366,
"213783117",142,
"213783120",585,
"213783125",82,
"213783129",241,
"213783136",78,
"213793097",1008,
"213793098",322,
"213793099",1486,
"213793100",669,
"213793102",1044,
"213793103",515,
"213793105",1533,
"213793106",509,
"213793108",700,
"213803133",217,
"213803137",1153,
"213803138",5021,
"213803139",1233,
"213803141",900,
"213803142",2716,
"213803143",477,
"213803147",820,
"213813145",1550,
"213813146",862,
"213813148",1250,
"213813149",275,
"213813150",348,
"213823131",950,
"213823132",710,
"213823134",342,
"213823140",591,
"213833113",553,
"213833121",1070,
"213833122",1104,
"213833130",1415,
"213843118",615,
"213843123",3603,
"213843124",1960,
"213850001",258,
"213853107",179,
"213853109",857,
"213853110",477,
"213853111",1981,
"213853112",2563,
"213863390",886,
"213863391",2968,
"213873389",983,
"213883396",7839,
"213890001",567,
"213890002",589,
"213903404",508,
"213903405",318,
"213903406",725,
"213903407",1141,
"213913398",500,
"213913399",877,
"213920001",772,
"213920002",240,
"213923400",2480,
"213933402",355,
"213933403",814,
"213943408",447,
"213943409",192,
"213943410",969,
"213943411",934,
"213953414",1832,
"213960001",472,
"213960002",415,
"213980001",356,
"213983423",514,
"213983426",1015,
"213993417",695,
"213993425",774,
"214690001",1061,
"214690002",1299,
"214690003",7945,
"214690004",51,
"214700001",2517,
"214700002",386,
"214000001",378,
"214000002",296,
"214000003",377,
"214003419",976,
"214003420",310,
"214010001",926,
"214010002",987,
"214010003",394,
"214020001",240,
"214023430",1448,
"214023431",112,
"214033432",853,
"214033433",366,
"214040001",432,
"214040002",445,
"214043431",4922,
"214053435",1839,
"214063554",7521,
"214063555",401,
"214073556",1181,
"214073557",423,
"214073558",2313,
"214083561",889,
"214090001",445,
"214093559",1060,
"214103562",893,
"214103563",269,
"214113569",2740,
"214113572",655,
"214123568",617,
"214133570",643,
"214133571",2356,
"214133573",1157,
"214143567",2381,
"214153552",1575,
"214160001",1421,
"214160002",2654,
"214160003",4090,
"214160004",1049,
"214163548",4230,
"214163551",291,
"214170001",412,
"214170002",1181,
"214170003",2105,
"214170004",1380,
"214173549",989,
"214173550",848,
"214183564",1345,
"214190001",2251,
"214190002",1444,
"214193553",521,
"214203316",520,
"214203317",1078,
"214203318",452,
"214203319",532,
"214210001",207,
"214210002",254,
"214213321",4576,
"214220001",718,
"214220002",1767,
"214220003",2235,
"214220004",71,
"214233322",282,
"214233323",512,
"214233324",663,
"214233325",701,
"214710001",1199,
"214710002",169,
"214710003",54,
"214720001",903,
"214720002",952,
"214720003",1481,
"214720004",3094,
"214730001",1433,
"214740001",1548,
"214740002",498,
"214750001",2515,
"214750002",773,
"214760001",638,
"214760002",762,
"214770001",595,
"214770002",534,
"214770003",344,
"214770004",686,
"214780001",720,
"214780002",1218,
"214780003",476,
"214780004",332,
"214790001",1557,
"214790002",304,
"214790003",1076,
"214790004",668,
"214800001",242,
"214800002",826,
"214800003",912,
"214800004",192,
"214800005",861,
"214800006",4814,
"214800007",2081,
"214800008",145,
"214800009",205,
"Migratory - Offshore - Shipping (Vic.)",159,
"POW No Fixed Address (Vic.)",119038,
"310011876",1780,
"310011877",496,
"310021800",868,
"310021828",777,
"310031870",1122,
"310031871",996,
"310041875",771,
"310042004",4074,
"310042005",4652,
"310042006",1048,
"310051869",394,
"310061872",1826,
"310071878",727,
"310071879",4284,
"310071880",4426,
"310080001",0,
"310081873",1598,
"310091885",2307,
"310111882",569,
"310111883",1423,
"310121881",2198,
"310131884",4251,
"315270001",637,
"315270002",899,
"310141822",6251,
"310151825",1476,
"310151827",451,
"310161826",1858,
"310171820",7114,
"310172003",4647,
"310181813",3798,
"310191829",1924,
"310201823",3874,
"310211821",4222,
"310211824",2684,
"310220001",0,
"310221571",1255,
"310231577",673,
"310241578",2195,
"310251596",1794,
"310261585",1695,
"310271582",3492,
"310271583",772,
"310281587",1453,
"310281588",2030,
"310281589",5317,
"310281993",5420,
"310291586",825,
"310301584",6363,
"310311600",3215,
"310311601",873,
"310321598",1269,
"310321599",3127,
"310331597",822,
"310341590",1228,
"310351581",1692,
"310360001",20096,
"310360002",6215,
"310361609",1720,
"310371611",2536,
"310371612",5175,
"310371613",4158,
"310381591",3862,
"310381592",2761,
"310381593",3453,
"310391594",855,
"310391595",6572,
"310400001",809,
"310401602",3700,
"310411573",1019,
"310411574",1198,
"310421572",1437,
"310430001",1193,
"310441575",2757,
"310451579",1704,
"310461580",2014,
"310471806",1862,
"310481819",4780,
"310491811",2263,
"310501805",1231,
"310510001",2801,
"310511803",455,
"310511804",929,
"310521769",2602,
"310531807",4344,
"310531808",1195,
"310541771",600,
"310541772",1768,
"310551785",2436,
"310551786",4043,
"310561788",1854,
"310571787",936,
"310581782",7849,
"310581783",3478,
"310581784",4281,
"310591744",2310,
"310591770",1733,
"310601793",4696,
"310602002",4513,
"310611763",1854,
"310621799",3928,
"310631789",2888,
"310631790",1715,
"310641797",872,
"310641801",701,
"310641830",249,
"310651791",3366,
"310651792",1229,
"310652001",5984,
"310661798",1537,
"310671761",2958,
"310671999",3900,
"310681767",2859,
"310691762",2042,
"310701764",3102,
"310701765",4152,
"310701766",797,
"310711768",1177,
"310721756",1016,
"310731754",2429,
"310731796",1646,
"310740001",3547,
"310740002",3087,
"310741742",440,
"310741751",1765,
"310751753",2188,
"310751755",289,
"310761745",3143,
"310761746",4784,
"310761747",1272,
"310761748",3520,
"310761749",6018,
"310761750",4550,
"310771795",718,
"310781794",1871,
"310791760",2311,
"310800001",359,
"310801758",1859,
"310801759",624,
"310811727",2211,
"310811728",1079,
"310821724",437,
"310821725",572,
"310831722",234,
"310840001",1666,
"310840002",1441,
"310841729",1793,
"310851726",260,
"310861527",1135,
"310871522",894,
"310871523",1052,
"310881704",1343,
"310891703",701,
"310901702",1896,
"310911524",479,
"310911525",227,
"310911526",671,
"310921743",1421,
"310931740",1711,
"310941705",5087,
"310941706",1289,
"310941707",1978,
"310951741",1204,
"310961710",1351,
"310961711",8732,
"310971709",2337,
"310981622",2398,
"310981623",5711,
"310991521",7,
"311001625",1629,
"311011624",3165,
"311021708",606,
"311031628",944,
"311031629",1626,
"311041626",1218,
"311041627",182,
"311051648",1396,
"311051649",455,
"311051650",1403,
"311051651",2691,
"311051652",1168,
"311051653",1137,
"311051654",4646,
"311051655",668,
"311051656",122,
"311051657",823,
"311051658",2613,
"311051659",5109,
"311051660",378,
"311051669",2559,
"311051670",895,
"311051671",4009,
"311051672",1397,
"311051673",3602,
"311051674",4381,
"311051675",4700,
"311051676",2544,
"311051677",2131,
"311051678",6521,
"311051679",3838,
"311051680",2722,
"311051681",8451,
"311051682",4335,
"311051683",2788,
"311051684",2729,
"311051685",2199,
"311051686",56,
"311051687",3779,
"311051688",1198,
"311051689",2264,
"311051690",4529,
"311051691",2374,
"311051692",2660,
"311051693",3144,
"311051694",5262,
"311051695",4697,
"311051696",1863,
"311051697",2773,
"311051698",340,
"311051699",180,
"311051700",3322,
"311051701",1580,
"311061641",2329,
"311061642",2724,
"311061643",2224,
"311061644",1857,
"311061645",4407,
"311061646",4032,
"311061647",492,
"311061995",3933,
"311071773",577,
"311081781",2652,
"311091640",3942,
"311101777",4355,
"311101778",4419,
"311101779",6023,
"311101780",10693,
"311102000",2060,
"311111661",1844,
"311111662",1612,
"311111663",1267,
"311111664",1101,
"311111665",628,
"311111666",2091,
"311111667",581,
"311111668",3426,
"311121774",2786,
"311121775",3699,
"311121776",783,
"311131817",838,
"311141816",2174,
"311151809",3197,
"311161815",1018,
"311171812",517,
"311171814",2218,
"311171818",3469,
"311181810",853,
"311191616",5295,
"311201621",1038,
"311211615",1646,
"311221606",2318,
"311231619",906,
"311241614",2407,
"311251607",2496,
"311261633",1391,
"311261634",4146,
"311261635",3055,
"311261636",8148,
"311271620",1620,
"311281637",5148,
"311281638",5566,
"311281639",7329,
"311281994",2187,
"311291618",1056,
"311301617",3353,
"311311604",1377,
"311311605",2119,
"311321630",3536,
"311331714",3132,
"311331715",702,
"311341631",1584,
"311351716",3549,
"311351717",4418,
"311351718",3428,
"311351996",2515,
"311351997",2477,
"311361632",1763,
"311371712",5104,
"311371713",3740,
"311381034",547,
"311391016",895,
"311391017",515,
"311391018",571,
"311391019",0,
"311401030",1166,
"311401031",2433,
"311411026",295,
"311411027",0,
"311411028",301,
"311411029",2061,
"311421020",896,
"311421021",839,
"311421022",341,
"311421023",2303,
"311431024",390,
"311431025",269,
"311441056",1322,
"311451035",1680,
"311451036",4022,
"311451037",3175,
"311451038",6052,
"311451039",2465,
"311451975",4585,
"311461049",1628,
"311461050",240,
"311461051",261,
"311471057",1213,
"311471058",437,
"311481059",263,
"311481060",1901,
"311481061",107,
"311491043",161,
"311491044",637,
"311501045",0,
"311511042",1041,
"311521040",2247,
"311521041",1640,
"311531054",236,
"311531055",742,
"311541046",2091,
"311541047",4272,
"311541048",6220,
"311551053",596,
"311561032",521,
"311561033",920,
"311571052",2025,
"311581064",250,
"311581065",382,
"311581066",559,
"311591071",4249,
"311601072",2406,
"311611073",4626,
"311621067",0,
"311631062",451,
"311641010",2300,
"311651013",3303,
"311661069",5042,
"311671070",1381,
"311681014",694,
"311681015",368,
"311691068",2141,
"311701063",4662,
"311711287",2106,
"311721290",3193,
"311721291",652,
"311731294",3025,
"311741293",683,
"311741440",1042,
"311751288",1428,
"311751289",1974,
"311761286",4240,
"311771285",2801,
"311781292",1278,
"311791380",285,
"311791381",1046,
"311791382",350,
"311791383",666,
"311791384",245,
"311801436",1395,
"311801437",3379,
"311811438",1546,
"311821439",2121,
"311831378",1529,
"311831379",6174,
"311841449",315,
"311841450",1091,
"311851453",1078,
"311861451",1180,
"311871455",2498,
"311881454",1614,
"311891452",1551,
"311891986",3325,
"311891987",2098,
"311900001",566,
"311900002",4712,
"311911194",2561,
"311911195",2751,
"311921196",5476,
"312051210",3383,
"312061218",453,
"312071203",771,
"312081208",1021,
"312091199",847,
"312101220",2056,
"312111209",1198,
"312121219",435,
"312130001",30,
"312131206",1993,
"312141211",3235,
"312151204",1876,
"312151205",3864,
"312161212",694,
"312161213",482,
"312171214",1903,
"312171215",5022,
"312171217",755,
"312171982",2593,
"312181202",831,
"312191192",1093,
"312201198",928,
"312211193",16,
"312221216",4692,
"312231200",1236,
"312231201",4068,
"315280001",2166,
"315280002",1322,
"315290001",2356,
"315300001",1426,
"315310001",1076,
"315310002",929,
"315320001",3701,
"315330001",1828,
"315330002",2001,
"315340001",398,
"315340002",1277,
"315340003",4313,
"315340004",1532,
"315350001",1162,
"315350002",1043,
"315350003",1809,
"315360001",612,
"315370001",236,
"315380001",695,
"315390001",1422,
"312241951",3323,
"312241952",1240,
"312251958",3101,
"312251959",4045,
"312252012",3542,
"312261957",4072,
"312271953",6876,
"312271955",2410,
"312281954",2280,
"312291956",2287,
"312301971",3498,
"312311966",1328,
"312311967",2731,
"312311968",2042,
"312321969",2396,
"312321970",568,
"312331965",2365,
"312341964",3130,
"312351925",4869,
"312361914",3944,
"312371911",1156,
"312381926",3704,
"312391912",1655,
"312401913",3253,
"312411916",212,
"312411943",533,
"312421833",1202,
"312421834",2567,
"312431972",338,
"312431973",1142,
"312441961",2699,
"312441962",1110,
"312451963",1299,
"312461941",1892,
"312461942",2060,
"312471921",1370,
"312481915",795,
"312481918",3070,
"312481919",5230,
"312481920",439,
"312491917",2485,
"312501944",1240,
"312511902",1297,
"312511903",3214,
"312521907",5594,
"312521908",2004,
"312531905",35,
"312531906",3699,
"312541904",1195,
"312551896",4990,
